Topic,ctfidf_top_terms
34,"降温,发热,物理,方式,朴素,问题,解决,还要,需要,朴实无华,难题,出汗,中暑,人工,看来"
35,"比赛,参赛,而已,规则,象棋,参加,耍赖,赛制,意义,选手,儿童组,喝奶,动力,规定,年纪"
36,"wd40,wd,40,润滑,润滑剂,除锈,男人,w40,喷涂,干燥,制冷,反复,默认,关节,经常"
37,"开车,骑个,平衡,骑车,辆车,更快,打车,骑着,上班,或者,坐车去,坐骑,汽车,一段,高铁"
38,"发动机,日本,电车,不差,专利,中国,奇瑞,国产,碾压,变速箱,挖掘机,国内,新能源,油车,领域"
39,"亦庄,鸵鸟,义庄,神奇,几天,马路上,无人驾驶,地方,前两天,古代,真是,白天,宗族,字庄,由来"
40,"荣耀,闪电,手机,宇树,擅长,牌子,特种兵,那台,一票,黑宇树,职业,选手,红色,拳击手,华为"
41,"测试,极限,性能,耐用性,考验,可靠性,稳定性,验证,考试,实验室,技术,反应,增进,观摩,投资者"
42,"轮子,赛车,跑步,比赛,轮滑,那些,有轮,汽车,那不就,赛道,溜冰,装轮儿,脚才,摩托车,早就"
43,"战场,战争,打仗,自爆,敌人,未来,合成,填线,机器人,登陆,场面,想想,怕不怕,坦克,城市"
44,"姿态,机器人,博主,跑步,领跑,赛跑,搞笑,下周,看见,发现,起来,鸟鸟,疯狂,指挥,失控"
45,"丁烷,降温,喷雾,液氮,液化,压缩空气,二氧化碳,快速,夏天,打火机,石油气,喷出来,可燃,场上,液化气"
46,"解说,鸟鸟,有意思,主播,有趣,喜欢,声音,可爱,美女,脱口秀,讲解,好听,太逗,幽默,也好"
47,"赛车,比赛,那不就,那特,赛马,区别,汽车,一样,注意安全,纳斯卡,摩托车,头脑,听听,叫做,接力赛"
48,"摆臂,摆动,双臂,胳膊,跑步,甩臂,摆手,平衡,不摆臂,甩手,保持平衡,有助于,需要,手臂,抱紧"
49,"第三个,最后,刘能,最像,姿态,第二个,姿势,体态,队长,何杰,小宝,最牛,蜻蜓,好像,太像"
50,"奶瓶,奶嘴,小鼻嘎,可爱,断奶,倒数,牛奶,两箱,宝宝,喝奶,第一,我奶,小鼻嘎好,最后,胸前"
51,"跑鞋,穿鞋,穿个,双鞋,鞋子,一双,时尚,穿衣服,赞助,塔拉,弹力,光脚,火星子,吧嗒,运动鞋"
52,"猝死,熬夜,容易,运动,概率,剧烈运动,健康,高强度,心源性,几率,死得,加大,加班,危险,雪峰"
53,"养老,买个,照顾,儿子,希望,攒钱,外婆,护工,指望,保姆,管家,机器人,保佑,养老院,期待"
54,"补给,太慢,pit,扣分,补给点,停下,中途,一边,肥肠,補給,高冷,滴水,补给舰,自助餐,清理"
55,"元气,仔跑,优雅,仔好,标准,姿势,好像,轻盈,最帅,仔好帅,接近,最像,姿好,轻松,胯骨"
56,"润滑,润滑油,关节,润滑剂,以为,部位,除锈剂,磨损,之类,半月板,连接,轴承,摩擦,防止,滚珠轴承"
57,"工作人员,操作员,跟着,全程,保障,技术人员,坐车,一起,一路,好累,操作,人员,一直,旁边,物料"
58,"驾驶,自动,无人驾驶,汽车,无人,刹车油,危险性,方向盘,智能,干脆,五年,辅助,那不就,道理,蓝灯"
59,"一口,吃饭,吃饱,胖子,吃成,不吃,筷子,汤饭,撑得,太饱,回来,馒头,流食,上菜,吃个"
60,"八步,赶蝉,赶蚕,三步,学会,来个,猿声,练舞,八个,老祖宗,写入,眼儿,相似,更进一步,即视感"
61,"防晒,喷雾,花露水,防晒霜,晒黑,防蚊,蚊子,蚊虫,驱蚊,讲究,喷点,防虫,防狼,阴天,避雷"
62,"低血糖,两下,往后,太像,晕倒,赶紧,站不稳,两步,停下来,头晕,明显,停下,似的,给加,葡萄糖"
63,"加油,对着,听得懂,听懂,冲着,机器人,听见,有人,快点,烧油,难以置信,群演,充电,闲得,有朝一日"
64,"站不稳,累得,站不住,累着,头重脚轻,主人,机器人,摔倒,要累,都还不,苦多,裹挟,血肉,由于,顺拐"
65,"岗位,就业,增加,失业,提供,三个,创造,工作岗位,工作,提高,多人,更多,新增,就业机会,造就"
66,"补给,吃饭,牛马,看病,换成,机器人,补给站,改成,机器,为什么,马要,麻溜点,要不了,弹幕,骑手"
67,"加油,听懂,听得懂,加电,人喊,王者,鼓舞,罗伯特,流向,mean,really,夸赞,when,眼看,提速"
68,"马车,火车,蒸汽机,汽车,当年,飞机,嘲笑,发明,第一架,蒸汽机车,慈禧,两百年,质疑,黄包车,不如"
69,"ai,大脑,阿巴,外包,当下,蒸馏,下棋,学习,小脑,你好,发展,确定,换个,具身智能,技术"
70,"无人机,无人,信号,树林,近距离,室内,空中,光纤,穿越,坦克,进入,巷战,大赛,游击,照抄"
71,"宇树,h1,显眼,跳舞,说宇树,玉树,名次,第几名,费用,整活,现眼,老宇树,纯是,配色,耍帅"
72,"进步,太快,飞速,很大,好大,自然人,真快,周一,大涨,稳步,进阶,远远,笨拙,出新,很快"
73,"以为,开水,喝水,咖啡,暖水壶,热水,零食,往里,加热,水壶,喝点,拿个,点水,茶叶,领个"
74,"速度,挺快,真快,超级,关键,别说,附魔,能快,玛德,速效,速速,老夫,真跑,看清楚,一阵风"
75,"进化,太快,一年,真快,去年,这才,速度,一届,对比,不敢,蜗牛,蛙趣,鲜活,今年,记得"
