Topic,Count,Name,Representation,Representative_Docs
14,199,14_人形机器人_机器人_人形_机器,"['人形机器人', '机器人', '人形', '机器', '人型', '人类', '外形', '形态', '机械', '工具']","['人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。\n\n同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。\n所以，人形态是最好的选择。', '人形设计出来是为了代替人类的，整个世界的各种工具都是人类可以用的，设计成人形是为了造通用型机器人，因为人能很好的让这个世界运转，人形一样能，可以不用改造环境和工具，就可以适配所有人类适应的环境。人形不是为了满足特定场景而设计出来的机器人，而是这个世界的所有场景的通用机器人。特殊场景的机器人，人形也能去控制它，人形机器人算是高纬度的机器人了', '你好，关于你提到的艾萨克·阿西莫夫和人形机器人的关系，我查阅了相关资料，为你梳理了以下信息。\n艾萨克·阿西莫夫是“机器人三定律”的提出者，但他本人 并没有专门解释过“为什么要建造人形机器人” 。在他的科幻作品中，人形机器人（如R. Daneel Olivaw）更多是作为故事的载体，用来探讨“三定律”在不同情境下产生的逻辑悖论、伦理困境以及人机关系。他关注的焦点是机器人行为的逻辑框架，而非其物理形态本身。\n现实中，我们之所以执着于发展人形机器人，主要是基于以下几点现实考量：\n适应人类世界: 我们周围的环境——从楼梯、门把手到工具和家具——都是围绕人类的身体结构设计的。人形机器人能够直接利用现有设施，无需对世界进行昂贵的改造，这是它最大的优势。\n通用性与学习成本: 人形结构提供了“通用”的身体框架，理论上可以胜任从工业装配到家庭护理等多种任务。同时，AI可以通过模仿学习，直接利用海量的人类行为视频数据来掌握技能，大大降低了训练成本。\n社会协作与接受度: 人类习惯于与“两手两脚”的伙伴互动。人形机器人在姿态、动作上与人类相似，能降低人们的心理负担，让协作更直观、安全，也更容易被社会接受。\n总而言之，虽然阿西莫夫的“三定律”为机器人伦理奠定了思想基础，但现实中追求人形机器人的动力，更多源于工程实现、经济成本和社会心理等多方面的综合考量。']"
15,181,15_机器人_外卖_送餐_配送,"['机器人', '外卖', '送餐', '配送', '人工', '以後會', '这送', '快递', '驿站', '人力']","['以后送外卖就机器人跑着来', '以后会不会机器人送外卖', '以后可以机器人送外卖了']"
16,180,16_还跟着_跟着_跟随_有人,"['还跟着', '跟着', '跟随', '有人', '人要', '跑动', '跑跑步', '还要', '背着', '跑步']","['人也要跟着跑', '人也要跟着跑吗[doge]', '人也要跟着跑？']"
17,173,17_三人_用三人来_机器人_三个,"['三人', '用三人来', '机器人', '三个', '三個', '機器', '三四个', '机器', '多人', '几个']","['一个机器人，三个随从', '一个机器人三个人伺候', '一个机器人，配三个伺候的']"
18,172,18_马拉松_跑步_比赛_运动,"['马拉松', '跑步', '比赛', '运动', '参加', '人有', '几公里', '几十公里', '下来', '有些']","['马拉松都有这个，记时用的', '怎么躺下了是马拉松不好玩嘛[doge]', '马拉松已经走火入魔[笑哭R]']"
19,169,19_程序员_编程_跑不动_跟不上,"['程序员', '编程', '跑不动', '跟不上', '跑啦', '跟着', '码农', '程序', '跑下来', 'run']","['程序员咋不跟着跑', '程序员也要跟着跑步，可能是救程序员的', '程序员说写的时候没有这个变量']"
20,164,20_奶瓶_瓶奶_喝奶_可爱,"['奶瓶', '瓶奶', '喝奶', '可爱', '喝口奶', '吃奶', '奶嘴', '我奶', '还拿个', '奶粉']","['小的还拿了一个奶瓶，哈哈哈哈哈哈哈，好可爱', '手拿着奶瓶[偷笑R]', '笑死了小个儿的还拿个奶瓶[笑哭R]']"
21,162,21_补贴_国家补贴_有人_补助,"['补贴', '国家补贴', '有人', '补助', '支持', '到手', '不止', '掏钱', '经费', '活动']","['不知道该买哪家股票的来看看比赛就知道了[doge]', '这个活动最大的意义应该是作为一个展示的平台，首先就是这些公司需要这个活动获得更多投资的眼光，做的好的人因此也可以获得更多资源，其次也是国家力量展示的一种，我们看着没啥意义，外国人眼中就不一样了，就像奥运会的运动员们真的没有意义吗', '有竞争才会有进步，国家支持这种。参与者也可以为自己或者为公司打广告，拉投资。']"
22,156,22_可爱_小可爱_可爱多_太萌,"['可爱', '小可爱', '可爱多', '太萌', '好萌', '小小的', '好看', '这小', '喜欢', '可不']","['有点可爱是怎么回事儿呢', '没觉得可爱，但觉得蠢萌[笑哭R]', '小弟弟可爱吗[doge]']"
23,152,23_三人_这三人_伺候_三个,"['三人', '这三人', '伺候', '三个', '三個', '照顾', '侍候', '多人', '一個', '搞好']","['三个人伺候一个[捂脸R]', '三个人伺候一个人', '三个人类伺候[笑哭R][笑哭R]']"
24,149,24_有何意义_意义_有意义_意思,"['有何意义', '意义', '有意义', '意思', '没意义', '玩意', '毫无意义', '有人', '解释', '活着']","['我觉得以后人的意义是什么[笑哭R]', '不是外国货，这么做意义是什么？[doge]', '扛个rpg意义不就来了[doge]']"
25,147,25_大鞋_太大_鞋子_脚太,"['大鞋', '太大', '鞋子', '脚太', '太重', '穿鞋', '挺大', '这鞋', '大大的', '买大']","['谁给孩子穿那么大的鞋子[失望R][失望R]', '孩子是不是鞋子太大了', '孩子鞋子太大了[皱眉R]']"
26,141,26_短腿_腿短_这腿_太短,"['短腿', '腿短', '这腿', '太短', '这小', '小腿', '这脚', '小脚', '蹬腿', '短手']","['小短腿倒腾的……', '这小短腿其实倒腾挺快的[笑哭R][笑哭R]', '这小短腿，紧着倒腾']"
27,125,27_看不懂_了解_理解_认知,"['看不懂', '了解', '理解', '认知', '不当', '明白', '什么样', '看不上', '回答', '建议']","['你的认知局限了[笑哭R]', '可能不需要你理解[笑哭R]', '哎呦plq说不理解的你就不理解着吧也别理解了理解不了的，你老了我卖你保健品一卖一个准']"
28,124,28_f1_赛车_赛事_方程式赛车,"['f1', '赛车', '赛事', '方程式赛车', '赛场', '比赛', '机器人界', '大奖赛', '法拉利', '一辆车']","['F1 机器人', '哈比为啥要有F1？', 'F1 赛机手[汗颜R][汗颜R]']"
29,113,29_配速_手速_跑得快_时速,"['配速', '手速', '跑得快', '时速', '速度', '超速', '速度快', '挺快', '超快', '真快']","['牛啊！但是这个配速快 230 -240 了吧。。。', '这个配速是多少？[微笑R][微笑R][微笑R][微笑R]', '他们配速多少？']"
30,111,30_低血糖_头晕_晕倒_站不稳,"['低血糖', '头晕', '晕倒', '站不稳', '有点像', '迷糊', '好像', '喝点', '缺氧', '踉踉跄跄']","['和我低血糖的时候一样', '低血糖还跑步？', '有点低血糖，站不太稳']"
31,109,31_比赛_参赛_大赛_这比,"['比赛', '参赛', '大赛', '这比', '比赛规则', '观赛', '参赛选手', '比一比', '有意义', '有何意义']","['这比赛的意义是什么[笑哭R]', '比赛宠粉两不误[笑哭R]', '这是比谁的尸块多比赛[笑哭R]']"
32,105,32_抬担架_担架_担架队_抬着,"['抬担架', '担架', '担架队', '抬着', '还拿个', '抬走', '举着', '带上', '带个', '对付']","['还有人拿担架[doge]', '三二一，上担架！', '这，找蛇皮袋往里弄呀，整啥担架呢']"
33,102,33_换电池_换电_降温_补电,"['换电池', '换电', '降温', '补电', '电池', '加电', '充电', '冷却', '过热', '补冰']","['这是降温，换电池', '又降温又换电池的', '又是换电池，又是降温，又是润滑[偷笑R]']"
34,95,34_机器人_放屁_屁屁_喷好,"['机器人', '放屁', '屁屁', '喷好', '试一下', '难不成', '这台', '运行', '过热', '功能']","['我感觉机器人放屁了', '这机器人咋还放屁呢[害羞R][笑哭R]', '降温的，喷的位置都是轴承部位，说明材料遇高温性能会明显下降，从视频开头机器人退的几步就能看出来，高温导致锁紧功能下降，所以会不受控制后仰，平衡功能修正导致踉跄，后背放冰防止电子元件过热，整体看主要是材料问题，当然也可以说是设计问题，毕竟摩擦生热是常识，但是设计还是死磕人形的结构，导致双腿和胯骨轴承一直运动没办法很好的散热来进行持续运转，完全可以用八条腿交替运动降低运动频率，延长散热时间，在材料无法突破的情况下拉长使用寿命……不过也能理解，死磕人形态的设计后续才有市场，才好拉投资……']"
35,93,35_膝盖_膝关节_换个_不伤,"['膝盖', '膝关节', '换个', '不伤', '一换', '换新', '更换', '搞不好', '不动', '关节']","['我不行了坐着跑伤膝盖', '你要知道它膝盖伤了可以换，但是人的膝盖不可以[doge]', '别怕 我铁的膝盖，而且有备胎']"
36,90,36_散热_热坏_过热_主板,"['散热', '热坏', '过热', '主板', '高温', 'cpu', '解决不了', '死机', '技术难题', '考虑']","['散热是个大问题', '直接加半导体散热不可以。', '散热[捂脸R]快买英维克']"
37,88,37_亦庄_鸵鸟_北京_刚跑,"['亦庄', '鸵鸟', '北京', '刚跑', '看过', '偶尔', '机器人马拉松', '这里', '逃跑', '碰到']","['@Zhukawa 你们亦庄不是跑鸵鸟就是跑机器人', '可以和亦庄鸵鸟pk', '亦庄还有鸵鸟呢[doge]']"
38,87,38_轮子_机器人_机器_轮车,"['轮子', '机器人', '机器', '轮车', '车子', '轮胎', '四轮', '为什么', '人类', '更快']","['这是机器人～～～～，有轮子的是车～～～～～', '因为机器人啊～～～～，有轮子的是车～～～～', '有轮子那还叫机器人吗？']"
39,87,39_人类_全人类_人类文明_humans,"['人类', '全人类', '人类文明', 'humans', '造人', '灭绝', '完蛋', '消亡', '造物主', '这事']","['人类观战[偷笑R]', '终将反噬人类', '@吃好睡好 谁们人类 哈哈哈哈哈哈']"
40,86,40_终结者_最终_终极_消灭,"['终结者', '最终', '终极', '消灭', '看过', '速度', '最初', '或许', '超能', '看来']","['终结者t800[暗中观察R]', '最后一个成终结者了[笑哭R]', '有什么意义呢？为什么不直接造终结者？']"
41,85,41_云南白药_白药_喷上去_喷雾剂,"['云南白药', '白药', '喷上去', '喷雾剂', '喷上', '喷剂', '白藥', '喷雾', '气雾剂', '神药']","['云南白药喷起来[偷笑R][偷笑R][偷笑R]', '扭到了？喷云南白药呢？[笑哭R]', '六六六  还喷云南白药[doge]（抽）']"
42,84,42_小孩子_小孩儿_小孩_孩子,"['小孩子', '小孩儿', '小孩', '孩子', '小朋友', '小男孩', '小宝宝', '宝宝', '太萌', '儿童']","['哈哈哈哈哈小孩太可爱了[笑哭R]', '那个小孩太可爱了[偷笑R]', '你才小孩 你们全家都小孩[doge]']"
43,83,43_喷裆_裤裆_喷到_裆部,"['喷裆', '裤裆', '喷到', '裆部', '喷水', '喷点', '使劲', '喷油', '屁屁', '冲着']","['一直喷裤裆，咋，', '裤裆有点刺挠[笑哭R]', '怎么老往裤裆喷']"
44,82,44_人形_人型_外貌_人物,"['人形', '人型', '外貌', '人物', '人体', '搞不定', '形状', '怪怪的', '人类', '人皮']","['你是人形的呀，这个社会就是按人形设计的。[暗中观察R]', '[笑哭R]因为不是人形你也不感兴趣啊', '玩的是人形，不是人形的也有[捂脸R]']"
45,81,45_ai_视频_识别_生成,"['ai', '视频', '识别', '生成', '哪位', '是否', '搜索', '留意', '查找', '请问']","['以后会不会有ai奥义[doge][doge][自拍R]', '哈哈哈哈哈哈你是ai那国的吧', '转ai（指正）']"
46,80,46_降降温_降温_降热_发热,"['降降温', '降温', '降热', '发热', '过热', '太热', '感冒', '温差', '热坏', '中暑']","['发热，需要降温', '还需要降温[失望R]', '好物理的降温方式[笑哭R]']"
47,77,47_机器人_未来战士_战场_无人机,"['机器人', '未来战士', '战场', '无人机', '玩过', '打仗', '作战', '比人强', '机枪', '打得']","['试试长时间运动的机械性能 为了以后战场上人形机器人长线作战啊 这些有的是遥控 有的是自主 你想想以后 巷战战场上 人形机器人背个炸药来个盾 跑21公里 逮你 不怕不怕 不吃不喝也不累', '确实，未来有战争也不用人了直接机器人上', '我看到的是未来战场的杀戮机器']"
48,76,48_汽車_汽车_车上_猜车,"['汽車', '汽车', '车上', '猜车', '有轮', '电动汽车', '轮子', '过车', '机动车', '叫车']","['俊熹那是汽车', '那汽车怎么不叫汽人', '还是汽车人[暗中观察R]']"
49,76,49_好笑_坐地_好好笑_坐在,"['好笑', '坐地', '好好笑', '坐在', '坐上', '地上', '搞笑', '笑死人', '转过', '坐下']","['镜头一转有个坐地上的[失望R]', '镜头一转一个坐在地上的，有点想笑，哈哈哈哈哈哈', '@小心我咬你屁股 笑死我了镜头一转一个坐地上的']"
50,75,50_小黑_黑黑_小黑子_黑色,"['小黑', '黑黑', '小黑子', '黑色', '小小的', '小子', '黑鬼', '挺好玩', '小个子', '黑人']","['小黑会轻功', '这小黑跑姿挺好的', '嘿嘿嘿，小黑真酷']"
51,68,51_wd40_40_w40_wd,"['wd40', '40', 'w40', 'wd', '一款', '得用', '好几', '都行', '万能', '两瓶']","['wd40，机器人的杜蕾斯[doge]', 'WD40管够', 'WD40 当水喷[惊恐R]']"
52,67,52_站不稳_站不住_不稳_站稳,"['站不稳', '站不住', '不稳', '站稳', '站住', '不动', '费劲', '停下', '停下来', '累着']","['站不稳，是不是累了', '为什么站不稳啊', '停下来为啥站不稳？']"
53,66,53_吓人_吓一跳_吓死_恐怖,"['吓人', '吓一跳', '吓死', '恐怖', '可怕', '毛骨悚然', '诡异', '害怕', '这大', '还吵']","['大晚上的回家路上看到这玩意儿确实有点吓人[笑哭R]', '哈哈哈大晚上怪吓人的', '[萌萌哒R]大晚上的还挺吓人']"
54,65,54_降温_降热_喷雾_喷雾剂,"['降温', '降热', '喷雾', '喷雾剂', '喷出来', '雾气', '喷剂', '喷到', '高温', '吸热']","['应该是降温的喷雾吧', '降温喷雾，', '压缩空气不能降温吧，一般是烷基降温，比如打火机用的丁烷气喷出来就是冰的']"
55,61,55_火车_有人_当时_马车,"['火车', '有人', '当时', '马车', '车是', '以前', '要造', '如此', '为什么', '跑不过']","['这个评论像极了最开始火车刚出来还没马车快，人们问这东西有啥用的时候', '火车刚出来还没马车跑得快，现在呢', '以前驾马车的也这样说开火车的']"
56,60,56_评论_好笑_搞笑_有个,"['评论', '好笑', '搞笑', '有个', '好好笑', '这些', '看看', '某些', '如何', '看过']","['评论区都是些什么东西啊[石化R][石化R][石化R]', '好可爱的评论[太阳R][太阳R][太阳R]', '评论区怎么这么多慈禧太后[叹气R]']"
57,59,57_赛车_比赛_赛车场_赛事,"['赛车', '比赛', '赛车场', '赛事', '观赛', '赛道', '大赛', '比快', '看过', '车子']","['那叫赛车比赛[笑哭R]', '你说的是赛车比赛么[呃R]', '因为有赛车比赛了[捂脸R]']"
58,58,58_机器人_小机器人_跑步_起跑,"['机器人', '小机器人', '跑步', '起跑', '搞笑', '姿势', '跑道', '滑稽', '踉踉跄跄', '夜跑']","['我才发现每家的机器人跑步姿势都不一样嗳[呃R]', '机器人跑步的姿态好舒展', '前面几个感觉都是坐着跑的样子 很迷惑 后两个才能看出身体前倾的趋势 难道机器人和人类跑步的姿势设定不一样吗 蹲个懂的讲讲[石化R]']"
59,56,59_未成年_参赛_参加_参与,"['未成年', '参赛', '参加', '参与', '成年', '报名', '主办方', '成人', '小朋友', '比赛']","['这个应该去参加未成年机器人组', '咋还有未成年也参加啊@徐福记牌沙琪玛', '以后参加未成年组吧哈哈']"
60,55,60_补给_快补_补给点_补充,"['补给', '快补', '补给点', '补充', '补给站', '私补', '弥补', '有个', '送餐', '怎么样']","['这个补给很燃[点赞R] [哇R]，', '高冷补给[笑哭R]', '补给好帅气[点赞R]']"
61,55,61_赶蝉_八步_三步_来个,"['赶蝉', '八步', '三步', '来个', '越快', '起来', '学会', '稳哈', '姿势', '不少']","['八步赶蝉？！[汗颜R][汗颜R][汗颜R]', '这不八步赶蝉么', '都学的八步赶蝉？']"
62,53,62_跑步_续航_性能_机器,"['跑步', '续航', '性能', '机器', '长跑', '机器人', '能力', '运动', '锻炼', '局限性']","['跑步肯定不是最终目的啊，为什么总有人来问这一点呢，我觉得好奇怪，在研发过程中不得经过测试吗，长跑就是测试的一种啊。就类似于人类的一种训练手段，运动员也要练体能，机器人通过跑步来测试续航、散热、平衡和避障，这些都是未来干更复杂活的基础能力。另外，你说的最强大脑而不是四肢那是计算机。', '那就是你认知的局限性了，跑步考验的不仅仅是续航，还有动态平衡，机械耐久，散热，环境感知，自主决策，跑步对于人体来说是一个可以锻炼到平衡与协调，耐力以及全身大部分肌群的运动，对于检验机器人的状态一样试用，跑步跑好了才是叠被子烹饪去工厂的基础', '之前做过这方面的相关研究，你这个问题是别人最常问的。一个最直接了当的回答就是：跑步看似很简单，实际上这个跑步的动作包含了非常强大的算力、算法精简度、还有硬件的支撑，这一些都为将来机器人越来越强打下基础。\n而跑步就是一个很简单的体现方式，看似对人类来讲是简单的动作，但是各种扭距的极限，角度，还有平衡的保持，速度的提升都需要非常强大的算力支持。短短几年内国内的人型机器人就发展的这么快，真的很厉害了']"
63,53,63_结束_结尾_停止_结局,"['结束', '结尾', '停止', '结局', '开始', '不早', '结果', '开局', '太早', '未捷']","['还没开始呢[笑哭R]  就已经结束了', '还没开始就结束了[捂脸R]', '还没开始就结束了[笑哭R]']"
64,51,64_无人驾驶_驾驶_自动_电动汽车,"['无人驾驶', '驾驶', '自动', '电动汽车', '汽车', '智驾', '开车', '全自动', '智能', '这话']","['那叫自动驾驶[笑哭R]', '那是自动驾驶汽车吧[捂脸R]', '你说的是自动驾驶汽车吗']"
65,50,65_润滑油_润滑_润滑剂_润滑液,"['润滑油', '润滑', '润滑剂', '润滑液', '关节', '机油', '磨损', '喷过', '摩擦', '喷上去']","['关节润滑油', '关节是在喷润滑油吗？', '很可能是关节处的润滑油']"
66,49,66_就业_就业机会_工作岗位_岗位,"['就业', '就业机会', '工作岗位', '岗位', '就业率', '失业', '工作', '支持', '增加', '提供']","['这就业岗位不就来了吗', '这是增加就业岗位？[笑哭R]', '增加就业岗位']"
67,48,67_防晒霜_防晒_晒黑_用防,"['防晒霜', '防晒', '晒黑', '用防', '润肤', '喷雾', '防蚊', '防水', '喷上', '效果']","['夺笋 防晒 [偷笑R][偷笑R][偷笑R][偷笑R]', '防晒，保湿，护肤[偷笑R]', '面霜，防晒']"
68,47,68_豆包_豆脚_小豆_豆角,"['豆包', '豆脚', '小豆', '豆角', '搞笑', '可爱', '超萌', '脑袋', '一个头', '喜欢']","['豆包你阴不阴@秃头大河马', '那颗头呢，豆包那个', '叫豆脚是因为…脸是豆包的脸吗？[doge][捂脸R]']"
69,45,69_鲁班_王者_有个_小家伙,"['鲁班', '王者', '有个', '小家伙', '上班', '有点像', '我操', '这小', '参加', '挺快']","['小鲁班，一抓一死', '峡谷鲁班的胞弟[笑哭R]', '小鲁班这是有刺客在追[笑哭R]']"
70,45,70_春晚_好看_小品_表演,"['春晚', '好看', '小品', '表演', '这场', '这波', '挺慢', '舞台', '五花八门', '晚上']","['谁还记得去年春晚还得人扶着[汗颜R]', '你们不觉得这个如果上春晚，收视率会更高吗', '哈哈哈哈哈哈哈，等下春晚又要被骂为什么要机器人表演[doge]']"
71,44,71_蚊子_苍蝇_蟑螂_蜈蚣,"['蚊子', '苍蝇', '蟑螂', '蜈蚣', '老鼠', '蜘蛛', '一只', '病毒', '细菌', '毛毛虫']","['蚊子，苍蝇，蛆', '对  苍蝇  蚊子 老鼠小时候都可爱[笑哭R]', '除了蚊子苍蝇蟑螂[抽泣R]']"
72,44,72_倒数_第一名_第一_前三名,"['倒数', '第一名', '第一', '前三名', '一名', '好像', '哪个', '第二个', '摔倒', '人家']","['是倒数第一啊。�', '倒数第一吗？[捂脸R]', '那个倒数第一你看到了吗？巨萌[笑哭R]']"
73,43,73_吃饱_太饱_撑得_吃成,"['吃饱', '太饱', '撑得', '吃成', '吃个', '吃到', '吃饭', '费劲', '胖子', '不吃']","['吃饱的撑得[抠鼻R]', '一口吃成胖子吗', '真是吃饱了撑得']"
74,43,74_小鼻嘎_小鼻嘎好_这小鼻_可爱,"['小鼻嘎', '小鼻嘎好', '这小鼻', '可爱', '嘎子', '可爱多', '好乖', '喜欢', '好玩', '喜爱']","['小鼻嘎有点可爱呢', '那个小鼻嘎很可爱', '最可爱的就是这个小鼻嘎']"
75,43,75_姿势_最后_最像_姿态,"['姿势', '最后', '最像', '姿态', '最好', '后边', '动作', '挺帅', '体态', '第三个']","['最后一个姿态不错，最像人', '最后一个姿态最好，最像人[doge]', '最后一个的姿态最顺']"
76,42,76_诡异_好笑_幽默_搞笑,"['诡异', '好笑', '幽默', '搞笑', '看起来', '为什么', '为何', '这人', '这好', '有些']","['为什么感觉这么诡异呢[doge]', '哈哈哈哈哈哈哈我倒不觉得诡异，蛮有意思的', '哈哈哈哈哈哈服啦 好诡异']"
77,42,77_鸡好_大湾_白鸡_一只,"['鸡好', '大湾', '白鸡', '一只', '烤鸡', '参加', '湾湾传', '挺快', '机器人', '机器']","['有鸡冠，是大湾鸡', '不是！怎么还有只假的大湾鸡哈哈哈哈哈[大笑R]', '粤港澳大湾区[doge]']"
78,41,78_地形_人形_瘸腿_过不去,"['地形', '人形', '瘸腿', '过不去', '适应能力', '轮子', '适应', '形态', '双脚', '条腿']","['人形不适应全地形[笑哭R]', '人形也可以加轮子，有些复杂地形光轮子不行', '看了评论，说说观点，多足，双足，轮式，履带式，这些都是为了以后不同的应用场景，没有谁优谁劣。至于为什么跑马拉松，不是用它去竞技的，任何技术都是需要应对一系列复杂环境与突发状况，马拉松就是一个标准的户外情况，之前刚开的时候不也摔坏了一批人形，跑的还慢，现在则是虽然也有摔，但从协调性，速度等方面也有进步，这就是它们参加的意义，为了下一阶段的进步。']"
79,41,79_轮子_赛车_有轮_赛道,"['轮子', '赛车', '有轮', '赛道', '赛车场', '比赛', '跑得快', '汽车', '轮椅', '拉力赛']","['有轮子那叫赛车。', '轮子那就是赛车了[暗中观察R]', '有轮子的那叫赛车！']"
80,41,80_机器人_加油_机器_人喊,"['机器人', '加油', '机器', '人喊', '有人', '加电', '加啥', '加油站', '鼓励', '参加']","['跟机器人说加油？', '给机器人加油哈哈哈', '给机器人喊加油[捂脸R]']"
81,40,81_机器人_追不上_有人_追上来,"['机器人', '追不上', '有人', '追上来', '追着', '失控', '跟着', '飞快', '追人', '追上']","['有一个视频是一个机器人失控自己跑了，后面两个程序员玩命追[偷笑R]', '呃，确实，我当时看了一个视频，一个机器人失控了，疯狂的跑后边，俩人疯狂的追一个，拿着电脑，另一个直接窜了出去，但是好像还是没追上', '我刚刷到了有个机器人失控跑巨快，不知道是工程师还是程序员抱着电脑在后面狂追[笑哭R]']"
82,40,82_五年_三五年_几年_十年,"['五年', '三五年', '几年', '十年', '两年', '三年', '期待', '一年', '看看', '超过']","['希望您能以后健康平安快乐的生活着，再过五年十年再来一次新疆，一定会看到变化的❤️', '五年后记得@我来看[偷笑R]', '何须五年，就看这一年来的变化[点赞R]不出两年，绝对质的飞跃！']"
83,39,83_测试_稳定性_测试数据_测试工具,"['测试', '稳定性', '测试数据', '测试工具', '综合测试', '这算测', '考试', '检验', '考验', '极限']","['测试稳定性', '测试稳定性，采集数据，测试极限性能，意义重大。', '测试机器极限稳定性啊']"
84,38,84_摆臂_手臂_摆手_摆动,"['摆臂', '手臂', '摆手', '摆动', '胳膊', '双臂', '跑不了', '不动', '必要', '几步']","['应该不需要摆臂吧[笑哭R]', '人跑步为啥要摆臂？', '机器人跑步也要摆臂吗？']"
85,38,85_小派_可爱_喜欢_高兴,"['小派', '可爱', '喜欢', '高兴', '真想給', '热闹', '小朋友', '欢迎', '起来', '也好']","['哈哈哈哈哈我们现在的小派跑起来就是哒哒哒的[害羞R]', '小派真的好可爱呀[飞吻R]', '小派好可爱']"
86,38,86_加油_有人_鼓励_欢呼,"['加油', '有人', '鼓励', '欢呼', '人喊', '鼓掌', '好快', '加电', '希望', '听得懂']","['还有人叫加油[失望R]', '加油，罗伯特！', '还有人给他加油[笑哭R][笑哭R]']"
