comment_id,帖子id,post_category,robot_status,human_role,content,topic
69e70c390000000014018807,69e43a5a000000001d01dcc7,常态|观众,常态,观众,有人遥控的吧？,2
69e45cd4000000001401e02e,69e43a5a000000001d01dcc7,常态|观众,常态,观众,禁止嘲讽！黄牌警告,5
69e4fe40000000001401e41c,69e43a5a000000001d01dcc7,常态|观众,常态,观众,穿鞋的果然比不穿鞋的厉害哈,2
69e574db000000001401c412,69e43a5a000000001d01dcc7,常态|观众,常态,观众,周末还加班，牛马都不干[斜眼R]更何况机器人呢。,1
69e45ecd000000001401c426,69e43a5a000000001d01dcc7,常态|观众,常态,观众,建议明年春晚演这个,0
69e443db000000001401cc2d,69e43a5a000000001d01dcc7,常态|观众,常态,观众,这72还去围观了小宝宝，还嘲笑拍手[捂脸R],0
69e60cea000000001401a82d,69e43a5a000000001d01dcc7,常态|观众,常态,观众,拿走吱一声。,0
69e83e1e0000000014019808,69e43a5a000000001d01dcc7,常态|观众,常态,观众,“幸灾乐祸”若不是遥控，真的很吓人[失望R],2
69e60a440000000014018810,69e43a5a000000001d01dcc7,常态|观众,常态,观众,"告别昨天周末的欣喜与惬意
新的一周
带着好心情出发[哇R]
更加积极，更加努力
更加珍惜，更加快乐
生活或许平凡[喝奶茶R][黄金薯R]
但只要心怀热爱
眼里就会有光
脚下就会有路
不负每一个清晨，不弃每一份努力
保持微笑
万事皆可期[doge][哇R][飞吻R]
我们一起向阳而行[赞R]",4
69e86dc80000000014018c0f,69e43a5a000000001d01dcc7,常态|观众,常态,观众,这是刚从演唱会下来就参加体育活动了，档期接的好紧啊[笑哭R],0
69e46737000000001401bc0d,69e43a5a000000001d01dcc7,常态|观众,常态,观众,加电啊。机器人还加油吗。[黑薯问号R],1
69e73555000000001401a40e,69e43a5a000000001d01dcc7,常态|观众,常态,观众,他还给小派鼓过掌，不放过任何一个嘲讽对手的机会[偷笑R][偷笑R],0
69e646550000000014018000,69e43a5a000000001d01dcc7,常态|观众,常态,观众,跑的跟慢动作一样,0
69e462f30000000014018c1b,69e43a5a000000001d01dcc7,常态|观众,常态,观众,机器人加啥油[失望R],1
69e4597c000000001401dc30,69e43a5a000000001d01dcc7,常态|观众,常态,观众,他是鼓励吧，在鼓掌,0
69e4add9000000001401e043,69e43a5a000000001d01dcc7,常态|观众,常态,观众,人类戏精,3
69ea0c26000000001401bc0b,69e43a5a000000001d01dcc7,常态|观众,常态,观众,这不就是很好的题材吗？拍一部电影肯定大卖，哎，那些个所谓的电影制作公司，太差劲了。[暗中观察R],1
69e5f3d7000000001401a012,69e43a5a000000001d01dcc7,常态|观众,常态,观众,还鼓掌太坏了[doge],0
69e58127000000001401c431,69e43a5a000000001d01dcc7,常态|观众,常态,观众,说好的友谊第一，比赛第二你呢，还鼓掌喝倒彩[笑哭R][笑哭R][笑哭R][笑哭R]体育精神何在[偷笑R][偷笑R][偷笑R],0
69e57fff000000001401c006,69e43a5a000000001d01dcc7,常态|观众,常态,观众,这么嚣张？扣它电池[doge],2
69e4ded6000000001401a021,69e43a5a000000001d01dcc7,常态|观众,常态,观众,问题你也跑的不快啊？好意思笑别人，而且还是遥控的，有啥好得瑟的,2
69e4bbb3000000001401bc16,69e43a5a000000001d01dcc7,常态|观众,常态,观众,已经看到他给几个摔倒的小伙伴鼓掌了，真是个好家伙,0
69e45c350000000014019419,69e44f3a000000002301079c,常态|观众,常态,观众,感谢关注[派对R]小派亲友团发来贺电,4
69eec5080000000028037a56,69e44f3a000000002301079c,常态|观众,常态,观众,我真绝了，第一张图片乍一看我还以为是p图的[笑哭R][笑哭R][笑哭R],0
69e8b250000000001401c032,69e44f3a000000002301079c,常态|观众,常态,观众,这不叫豆包，这叫豆角。,5
69e77365000000001401d82f,69e40352000000002102fc75,常态|服务者,常态,服务者,遥控玩具而已,2
69e55ff30000000014019000,69e40352000000002102fc75,常态|服务者,常态,服务者,豆脚加油,5
69e4f7ac000000001401ac0c,69e40352000000002102fc75,常态|服务者,常态,服务者,为什么要让机器人跑步呢？难道没人了吗？,1
69e558ce000000001401c803,69e40352000000002102fc75,常态|服务者,常态,服务者,坐地上这几个小的干嘛的，为啥给人脑袋摁下去[笑哭R],2
69e41e73000000001401980a,69e40352000000002102fc75,常态|服务者,常态,服务者,这不叫机器人大赛，应更名叫仿生人马拉松。因为机器人要快，它就不用人类的跑步方式，更是换上高速引挺滑轮，看谁快。只有仿生人才会这样。无论那一种，都是人类科学的进步，加油加油！,1
69e42201000000001401940b,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人能帮我做日常清洁煮饭就好了,3
69e55d4b0000000014019408,69e40352000000002102fc75,常态|服务者,常态,服务者,干嘛全掉着、他站不住吗,2
69e56a33000000001401980a,69e40352000000002102fc75,常态|服务者,常态,服务者,搞一次机器人搏斗赛,1
69e4f9ab000000001401d829,69e40352000000002102fc75,常态|服务者,常态,服务者,想知道机器人是遥控的还是自己跑的,2
69e51e620000000014019002,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人的应用不能应用在更有意义的事情上吗？比如帮助人类插秧种田？,3
69e51bf3000000001401ac09,69e40352000000002102fc75,常态|服务者,常态,服务者,卖吊机器人架子的厂家可是大赚特赚了。,1
69e51abb000000001401cc0d,69e40352000000002102fc75,常态|服务者,常态,服务者,都是年轻人啊，感觉真好，看各式各样得机器人,4
69e50ce6000000001401880a,69e40352000000002102fc75,常态|服务者,常态,服务者,到时候让机器人跑着去送外卖,3
69e50a82000000001401c014,69e40352000000002102fc75,常态|服务者,常态,服务者,全欧洲所有搞机器人的公司加起来估计都没有这里的多。 [捂脸R] 太牛了。[赞R],1
69e509d30000000014019401,69e40352000000002102fc75,常态|服务者,常态,服务者,喜欢很慢很慢的，那个就负责卖萌的小人人,3
69e50940000000001401a810,69e40352000000002102fc75,常态|服务者,常态,服务者,看着是马拉松，其实比的是机器人的：避障反应（分软障碍和硬障碍）、机械强度和韧性、软件驱动的随机灵活性、自我平衡能力、电池的供电能力和能效。。。。太多的综合性能了。,1
69e504b6000000001401a803,69e40352000000002102fc75,常态|服务者,常态,服务者,我对那个豆包印象深刻[捂嘴笑R],5
69e50493000000001401a404,69e40352000000002102fc75,常态|服务者,常态,服务者,都一个架子样，会不会在互相借鉴。当然了，读书人不能说是抄袭哈。,0
69e50242000000001401d803,69e40352000000002102fc75,常态|服务者,常态,服务者,未来机器人：大家看这就是我们老祖和它的仆人门,3
69e50093000000001401901b,69e40352000000002102fc75,常态|服务者,常态,服务者,感觉那个吊死鬼的架子以后很有市场啊，可挂吊各类机器人，兼容性100%，很稳，自带充电线，以后就可以卖得很好,1
69e500840000000014018c15,69e40352000000002102fc75,常态|服务者,常态,服务者,上今天的新闻周刊了，我觉得特别有意思,0
69e4fc10000000001401e40c,69e40352000000002102fc75,常态|服务者,常态,服务者,我一直在等一个两脚豆包但没看到[偷笑R],5
69e4fa9a000000001401c030,69e40352000000002102fc75,常态|服务者,常态,服务者,当年火车和马比赛，嘲笑火车的人，转世穿越，来嘲笑机器人了，(评论区),1
69e4f804000000001401a80d,69e40352000000002102fc75,常态|服务者,常态,服务者,都是哪些公司,1
69e4f511000000001401cc2a,69e40352000000002102fc75,常态|服务者,常态,服务者,还有两只大湾鸡[doge],0
69e4f3ed000000001401b806,69e40352000000002102fc75,常态|服务者,常态,服务者,[害羞R]有没有同样是大一大二的同学一起备考四六级，大学不想太摆烂[捂脸R]，本人想找个大一或大二的搭子一起相互督促，本人超绝  ENFJ  ，会规划，现阶段打算准备学习备考英语四六级，可以每天打卡互相监督[飞吻R],4
69e4f30e000000001401c428,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人来代替人类跑步了？,1
69e4f23a000000001401d835,69e40352000000002102fc75,常态|服务者,常态,服务者,学这个的女生是不是很少啊，视频里几乎都是男生[扯脸H],0
69e4f0e6000000001401bc01,69e40352000000002102fc75,常态|服务者,常态,服务者,宝贝机器人赢了是吗,1
69e4efdb0000000014018c21,69e40352000000002102fc75,常态|服务者,常态,服务者,我跑是为了锻炼身体照顾情绪，机器人跑是为了什么,1
69e4edca000000001401ac19,69e40352000000002102fc75,常态|服务者,常态,服务者,为啥静止时都要吊着？几百斤重，放下挂起来都不容易,2
69e4ece5000000001401b82d,69e40352000000002102fc75,常态|服务者,常态,服务者,去干不适合人类的危险，繁重的工作，不需要会跑，会跳！,2
69e4eba2000000001401980a,69e40352000000002102fc75,常态|服务者,常态,服务者,这里是不是还有个豆包？,5
69e4eb36000000001401d418,69e40352000000002102fc75,常态|服务者,常态,服务者,第一名自主的好厉害,2
69e4eb1b000000001401a406,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人利好！,3
69e4ea8f000000001401981a,69e40352000000002102fc75,常态|服务者,常态,服务者,没电了怎么办,2
69e4e9c1000000001401ac09,69e40352000000002102fc75,常态|服务者,常态,服务者,什么时候，能机器人自己充电，自己维修，自己更换零件！,1
69e4e955000000001401b00c,69e40352000000002102fc75,常态|服务者,常态,服务者,有人腿长有人腿短,0
69e4e5ac000000001401881f,69e40352000000002102fc75,常态|服务者,常态,服务者,中国机器人已经next level了,1
69e4e593000000001401b824,69e40352000000002102fc75,常态|服务者,常态,服务者,灭火机器人比赛什么时候举办,1
69e4e55c000000001401a413,69e40352000000002102fc75,常态|服务者,常态,服务者,晋升上吊,2
69e4e545000000001401ac12,69e40352000000002102fc75,常态|服务者,常态,服务者,卖吊架的是哪家公司？,1
69e4e4de000000001401e036,69e40352000000002102fc75,常态|服务者,常态,服务者,没几个女生呢,0
69e4e457000000001401d829,69e40352000000002102fc75,常态|服务者,常态,服务者,这么多所谓研发机器人的团队或公司，98%都是骗骗补贴骗投资，不是我说。我们影视行业也是如此，何况那些有技术含量的。,1
69e4e31c000000002d031fc6,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人也有尊严。看他们都选择运动员，演员的工种。做厨师，佣人，有点低级。去打仗，有点危险。,1
69e4e2f10000000014019827,69e40352000000002102fc75,常态|服务者,常态,服务者,亦庄场地足够大，真适合搞这些活动。,0
69e4e2db000000001401e430,69e40352000000002102fc75,常态|服务者,常态,服务者,这是哪家公司研发的？,1
69e4e2c6000000001401e415,69e40352000000002102fc75,常态|服务者,常态,服务者,这些机器人🤖好高大上！,1
69e4e29b000000001401e435,69e40352000000002102fc75,常态|服务者,常态,服务者,作者你的名字听起来好命苦[偷笑R],0
69e4e288000000001401b800,69e40352000000002102fc75,常态|服务者,常态,服务者,"杭州有喝酒搭子嘛
一起小酌一下聊聊天
去去班味",0
69e4e252000000001401e402,69e40352000000002102fc75,常态|服务者,常态,服务者,纯粹木偶转角了！,2
69e4e120000000001401941b,69e40352000000002102fc75,常态|服务者,常态,服务者,能不能不要搞得跟一个个吊死鬼一样的[偷笑R],2
69e4e0fb000000001401b80b,69e40352000000002102fc75,常态|服务者,常态,服务者,低效重复,0
69e4dff0000000001401bc02,69e40352000000002102fc75,常态|服务者,常态,服务者,现场好壮观,0
69e4deaf000000001401b00a,69e40352000000002102fc75,常态|服务者,常态,服务者,我们是不是快失业了[偷笑R],4
69e4de2c000000001401a829,69e40352000000002102fc75,常态|服务者,常态,服务者,以后可以给机器人办奥运会了,1
69e4de09000000001401d805,69e40352000000002102fc75,常态|服务者,常态,服务者,那现在马拉松都不用人跑了,1
69e4dddf0000000014019c0b,69e40352000000002102fc75,常态|服务者,常态,服务者,wow this is so cool,0
69e4dd85000000001401d406,69e40352000000002102fc75,常态|服务者,常态,服务者,能不能明年搞一个机器人泼水节呀？我其实挺好奇的，然后最好就逮着那个bro泼,1
69e4dc28000000001401bc0b,69e40352000000002102fc75,常态|服务者,常态,服务者,豆脚呢 咋没看见啊[嘻嘻R],5
69e4db330000000014018819,69e40352000000002102fc75,常态|服务者,常态,服务者,奶瓶哥 在哪里,0
69e4db0d000000001401d80b,69e40352000000002102fc75,常态|服务者,常态,服务者,向机器人研发人员、生产人员、大赛组织人员致敬！[玫瑰R][玫瑰R][玫瑰R][玫瑰R][玫瑰R][玫瑰R],1
69e4dabe000000001401e412,69e40352000000002102fc75,常态|服务者,常态,服务者,别的我不知道 我就知道我女朋友他们群里每个人都让投票不投票的通报[笑哭R],5
69e4d7ea000000001401c831,69e40352000000002102fc75,常态|服务者,常态,服务者,社会真的在不断变化[笑哭R],4
69e4d654000000001401c035,69e40352000000002102fc75,常态|服务者,常态,服务者,都是遥控玩具,2
69e4d624000000001401c046,69e40352000000002102fc75,常态|服务者,常态,服务者,现场观众还是很多的，堵成一片，去晚了都没看到[捂脸R],0
69e4d590000000001401cc09,69e40352000000002102fc75,常态|服务者,常态,服务者,这些个吊机器人的架子学名叫啥啊？,1
69e4d2f5000000001401c81d,69e40352000000002102fc75,常态|服务者,常态,服务者,多少参加的单位,0
69e4d2d0000000001401a037,69e40352000000002102fc75,常态|服务者,常态,服务者,科技在进步[飞吻R],4
69e4d1630000000014018821,69e40352000000002102fc75,常态|服务者,常态,服务者,整点能日常应用的能干家务的，能扫描检查人身体的，整点实际的，净整跳舞，跑步有毛用。,4
69e4d102000000001401b803,69e40352000000002102fc75,常态|服务者,常态,服务者,不是，那个豆包机器人呢。,1
69e4cf76000000001401b01d,69e40352000000002102fc75,常态|服务者,常态,服务者,想要能带娃的机器人,1
69e4cdbd000000001401cc02,69e40352000000002102fc75,常态|服务者,常态,服务者,乱跑的兵马俑宝宝呢,2
69e4ccec000000001401dc14,69e40352000000002102fc75,常态|服务者,常态,服务者,真的有自主吗[捂脸R][捂脸R][捂脸R],2
69e4ccc3000000001401c031,69e40352000000002102fc75,常态|服务者,常态,服务者,这是在哪儿拍的？求个定位,0
69e4cbff000000001401ac0d,69e40352000000002102fc75,常态|服务者,常态,服务者,这怎么做到的啊，求个教程,2
69e4cbfb000000001401cc29,69e40352000000002102fc75,常态|服务者,常态,服务者,这阵仗，比我公司年会人多,0
69e4cbee000000001401dc0f,69e40352000000002102fc75,常态|服务者,常态,服务者,这是在哪儿拍的？想去现场看看,0
69e4cb2e000000001401b01d,69e40352000000002102fc75,常态|服务者,常态,服务者,啥时候科研不用鲜活的生命了，机器人也能代替就好了,3
69e4cb13000000001401a028,69e40352000000002102fc75,常态|服务者,常态,服务者,救火去，水下作业，井下作业，掏粪去，对人有危险的机器人上,1
69e4cafa000000001401c40e,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人不会累跑快一点,1
69e4cae30000000014018815,69e40352000000002102fc75,常态|服务者,常态,服务者,怎么燃气热水器长脚就跑出来了的感觉[笑哭R],2
69e4cad00000000014018808,69e40352000000002102fc75,常态|服务者,常态,服务者,哪里啊？下次想去看[笑哭R],0
69e4c9a3000000001401dc32,69e40352000000002102fc75,常态|服务者,常态,服务者,玩具出街啦,2
69e4c917000000001401e409,69e40352000000002102fc75,常态|服务者,常态,服务者,100多家？,0
69e4c775000000001401b003,69e40352000000002102fc75,常态|服务者,常态,服务者,小时候照进了现实,4
69e4c677000000001401c84d,69e40352000000002102fc75,常态|服务者,常态,服务者,全部在打吊瓶,2
69e4c60f000000001401e821,69e40352000000002102fc75,常态|服务者,常态,服务者,这怎么做到的啊，全是自动跑的吗,2
69e4c5c0000000001401d817,69e40352000000002102fc75,常态|服务者,常态,服务者,有点密集恐惧症犯了,0
69e4c5980000000014019c22,69e40352000000002102fc75,常态|服务者,常态,服务者,真开心啊，早点代替我，就可以有更多的时间生活了[哇R][哇R][哇R][哇R],4
69e4c4cc000000001401a022,69e40352000000002102fc75,常态|服务者,常态,服务者,前面的跑太快了吧，后面那个是在散步吗哈哈,2
69e4c46d000000001401b023,69e40352000000002102fc75,常态|服务者,常态,服务者,所以最后是谁赢了？蹲个结果,0
69e4c44e000000001401ac0e,69e40352000000002102fc75,常态|服务者,常态,服务者,有点意思，先收藏等决赛,0
69e4c3cc000000001401c00f,69e40352000000002102fc75,常态|服务者,常态,服务者,攒钱买一个给自己养老送终，这不比小孩强[偷笑R],4
69e4c3bd0000000014019814,69e40352000000002102fc75,常态|服务者,常态,服务者,[失望R]天大玩笑，应该叫机器，不能叫机器人,1
69e4c2dc000000001401ac1c,69e40352000000002102fc75,常态|服务者,常态,服务者,不是，我想问一下豆脚呢？意思就是豆包,5
69e4c1ec000000001401bc22,69e40352000000002102fc75,常态|服务者,常态,服务者,总而言之我们就是要在没人玩的领域里遥遥领先[害羞R][害羞R],4
69e4c19f0000000014018c14,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人能照顾人吗？能代替护工吗？,3
69e4c110000000001401941e,69e40352000000002102fc75,常态|服务者,常态,服务者,牛逼👍，全是小青年。,4
69e4c05d000000001401e80b,69e40352000000002102fc75,常态|服务者,常态,服务者,都是自主的吗？车饰一帮人跟在后面用遥控器[笑哭R],2
69e4be74000000001401e009,69e40352000000002102fc75,常态|服务者,常态,服务者,期待机器人越野跑[微笑R],1
69e4bda30000000014018c00,69e40352000000002102fc75,常态|服务者,常态,服务者,好玩，都是年轻人，朝气蓬勃。,4
69e4bd6b000000001401e407,69e40352000000002102fc75,常态|服务者,常态,服务者,我想到那个豆包[doge],5
69e4bd5b000000001401ac02,69e40352000000002102fc75,常态|服务者,常态,服务者,不懂我就问，为什么国内做机器人并不好的公司那么多，他们还在坚持在这个赛道陪跑呢？,1
69e4bd120000000014019413,69e40352000000002102fc75,常态|服务者,常态,服务者,努力拟人,1
69e4bc9d000000001401e00a,69e40352000000002102fc75,常态|服务者,常态,服务者,年青人的天下[鼓掌R][鼓掌R][鼓掌R],4
69e4bb520000000014019c2b,69e40352000000002102fc75,常态|服务者,常态,服务者,这2款好可爱！像没断奶的小孩一样[偷笑R],0
69e4ba91000000001401b834,69e40352000000002102fc75,常态|服务者,常态,服务者,看上去是比谁最后一个摔倒,0
69e4b9e9000000001401e836,69e40352000000002102fc75,常态|服务者,常态,服务者,难怪前几天公司楼下有几个机器人在跑步,1
69e4b9a9000000001401d80f,69e40352000000002102fc75,常态|服务者,常态,服务者,注意到第一个机器人上的两个字了吗？雷霆,1
69e4b98b000000001401a004,69e40352000000002102fc75,常态|服务者,常态,服务者,科技的进步及运用啊,4
69e4b985000000001401dc11,69e40352000000002102fc75,常态|服务者,常态,服务者,注意到第一个机器人上两个字了吗？,1
69e4b8e2000000001401dc24,69e40352000000002102fc75,常态|服务者,常态,服务者,还记得那个豆包只有脚的,5
69e4b8220000000014019822,69e40352000000002102fc75,常态|服务者,常态,服务者,"大公司资金多，技术强，但也没法绝对垄断，小公司可以从一些特殊应用场景着手，专精专攻，主打自己的特色，人形机器人行业现在还是百家争鸣的阶段。
再就是这个行业，科技技术属性很强，不是纯靠资金优势就能独占，这就有众多中小厂家发挥的空间。
这个赛事非常好，参赛厂家越来越多，参赛机器人越来越先进，给众多参赛者一个展示的平台，公平竞争，场景公开，结果又非常直观，是骡子是马，拉出来溜溜，纯靠硬实力，这就为那些有技术实力的团队，为后期发展招商融资直接拉满广告效应，这种良性竞争模式，坚持几年，中国的机器人行业将可以预见突飞猛进！",1
69e4b6b6000000001401c016,69e40352000000002102fc75,常态|服务者,常态,服务者,都是用开源软件做的贴牌货，骗补贴的,4
69e4b6830000000014019821,69e40352000000002102fc75,常态|服务者,常态,服务者,原来有这么多公司都在做机器人了啊,1
69e4b669000000001401c80a,69e40352000000002102fc75,常态|服务者,常态,服务者,豆脚在哪里,5
69e4b5f8000000001401e443,69e40352000000002102fc75,常态|服务者,常态,服务者,突然觉得理工男可可爱爱的了[笑哭R],0
69e4b5e80000000014019009,69e40352000000002102fc75,常态|服务者,常态,服务者,暴瘦暴富,0
69e4b58c000000001401dc0e,69e40352000000002102fc75,常态|服务者,常态,服务者,今年马拉松，明年足球赛，期待,0
69e4b545000000001401e012,69e40352000000002102fc75,常态|服务者,常态,服务者,比较好奇做这个是为了测试机器人灵敏性？应用于家政吗？不然这个的是干嘛的,1
69e4b419000000001401e41a,69e40352000000002102fc75,常态|服务者,常态,服务者,希望到12月汕头马拉松的时候，像北京马拉松那样有机器人跑[害羞R][偷笑R],1
69e4b33d000000001401cc11,69e40352000000002102fc75,常态|服务者,常态,服务者,想看人形驾驶机器人，但不想要战争[笑哭R],1
69e4b232000000001401b80a,69e40352000000002102fc75,常态|服务者,常态,服务者,跑着跑着没电了怎么办？,2
69e4b2290000000014019c08,69e40352000000002102fc75,常态|服务者,常态,服务者,小孩玩具[捂脸R],0
69e4afca000000001401a010,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人跑马拉松的意义是什么？,1
69e4ae810000000014018c13,69e40352000000002102fc75,常态|服务者,常态,服务者,参加比赛的很踊跃啊 [笑哭R],0
69e4ae2c0000000014019c02,69e40352000000002102fc75,常态|服务者,常态,服务者,铁甲小宝要成为现实了，人与机器共存的时代到来了,1
69e4a7ef000000001401d405,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人半路还有人喷润滑油还加冰块，牛马都没有这个待遇,1
69e4a6b30000000014013801,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人半马跑48分19秒，比人类世界纪录快近10分钟，电机和算法哪个更关键？,1
69e4a5f8000000001401c00d,69e40352000000002102fc75,常态|服务者,常态,服务者,这么多晾衣杆，标配的吗,2
69e4a5c3000000001401a80a,69e40352000000002102fc75,常态|服务者,常态,服务者,你可以质疑 但总有人要迈开第一步,0
69e4a461000000001401e821,69e40352000000002102fc75,常态|服务者,常态,服务者,穿衣服的真讲究[偷笑R],0
69e4a406000000001401ac20,69e40352000000002102fc75,常态|服务者,常态,服务者,看个豆角的集合。[doge][doge],5
69e4a3f2000000001401a828,69e40352000000002102fc75,常态|服务者,常态,服务者,今天在现场看了，很有意思啊，时代发展科技进步，期待更多好玩的事物出现。,0
69e4a371000000001401b807,69e40352000000002102fc75,常态|服务者,常态,服务者,我刚看过那个豆脚的[黄金薯R],5
69e4a25e000000001401bc1a,69e40352000000002102fc75,常态|服务者,常态,服务者,多少公里这玩意赛？,1
69e4a205000000001401a016,69e40352000000002102fc75,常态|服务者,常态,服务者,机器人还穿跑鞋哈哈哈哈哈哈哈,1
