Topic,ctfidf_top_terms
28,"wd40,润滑,关节,润滑油,润滑剂,wd,40,除锈,以为,部位,防止,磨损,轴承,黄油,w40"
29,"理解,认知,问题,不了,提问,说法,局限,什么样,问问,道理,思维,知识,自问自答,敏感,实话"
30,"比赛,选手,参赛,参加,以赛,这位,而已,多练,象棋,形式,争取,成绩,只是,其他,观赛"
31,"投资,补贴,股票,公司,圈钱,产品,掏钱,经费,国家,骗钱,股民,资本,到手,有钱人,知道"
32,"低血糖,头晕,缺氧,晕倒,赶紧,两下,缓缓,明显,停下来,往后,高个,太像,站不稳,一模一样,66"
33,"担架,抬担架,抬走,扫把,拿个,单架,扫帚,塑料袋,垃圾桶,多余,过来,搞笑,簸箕,还用,有模有样"
34,"换电池,降温,换电,润滑,加冰,润滑剂,电池,润滑油,冰块,冷却,散热,补电,电机,关节,冷却液"
35,"散热,问题,系统,cpu,解决,主板,人体,方式,淳朴,金刚石,不行,固态,过热,最大,外壳"
36,"镜头,地上,一转,坐在,转过,坐下,最后,好笑,出现,原地,不住,憋不住,扫到,本来,蚌埠"
37,"亦庄,鸵鸟,义庄,神奇,几天,马路上,无人驾驶,地方,古代,前两天,以前,大街,白天,慈善机构,上周"
38,"终结者,t800,t1000,超能,查派,到来,电影,很快,进化,不远,参考,800,六部,雏形,1000"
39,"云南白药,气雾剂,喷雾剂,云南,喷剂,跌打损伤,酸痛,防止,喷雾,消肿,神药,压缩饼干,雲南,红药,白藥"
40,"轮子,奔跑,做成,为什么,两条腿,机器人,明明,四肢,非要,更快,移动,双腿,四条,一定,行走"
41,"ai,是否,视频,生成,谢谢,以为,图片,文字,人物,观察,物体,细节,自然,碎成,每次"
42,"真快,速度,第一个,挺快,很快,太慢,好快,一阵风,手速,喘气,基普,不带,超级,关键,别说"
43,"膝盖,钛合金,膝关节,没事,半月板,髋关节,保护,做手术,人家,置换,胯部,指导,免费,没开,注意"
44,"赛车,比赛,那不就,赛车场,赛道,摩托车,f1,轮子,那特,赛马,为什么,不开,不成,飞机,区别"
45,"裤裆,对着,一直,裆部,人家,部位,隐私,弟弟,那里,jj,延时,一顿,前列腺,私密,喷裆"
46,"人类,地球,星际,造物主,世界,科幻片,生命,统治,活不了,科幻电影,死亡,物种,真牛,食物链,星球"
47,"降温,发热,物理,方式,问题,中暑,朴素,解决,需要,还要,难题,朴实无华,看来,突破,过热"
48,"小黑,黑人,可爱,小黑子,黑色,努力,不错,喜欢,黑黑,娃儿,小个子,挺好玩,厉害,跑得快,搞笑"
49,"战场,战争,打仗,未来,敌人,机器人,自爆,想想,合成,未来战士,填线,炸弹,废墟,对面,坦克"
50,"机器人,裆部,降温,中暑,喝水,李明,怕热,冰淇淋,喷药,蛋蛋,需要,..,喷雾,冰块,还要"
51,"马车,火车,发明,汽车,飞机,人们,当年,年前,富兰克林,如此,蒸汽机,有人,嘲笑,质疑,蒸汽"
52,"喷雾,丁烷,降温,打火机,压缩空气,二氧化碳,快速,喷出来,可燃,气体,夏天,摩擦,清凉,石油气,液化"
53,"跑步,姿势,搞笑,机器人,姿态,样子,看出,我妈,夜跑,妈呀,起来,这堆,热崩,看破,这货来"
54,"小孩,孩子,精力旺盛,长大,心血,小孩子,戏精,那桌,淘气,妈妈,三口,带娃,自家,爸爸,努力"
55,"未成年,参加,参赛,儿童组,成人,禁止,幼儿,小朋友,儿童,公平,童工,组委会,欺负,雇佣,报名"
56,"补给,太慢,扣分,补给点,停下,送餐,中途,一边,真弱,滴水,知道,人员,忙碌,投胎,每隔"
57,"八步,赶蝉,底盘,稳哈,三步,下盘,学会,来个,似的,盗用,压低,幸存者,搜寻,货车,越低"
