Topic,Count,Name,Representation,Representative_Docs
32,82,32_人形_人型_人脸_人样,"['人形', '人型', '人脸', '人样', '人体', '人类', '人皮', '供人', '成人型', '怪怪的']","['对，不一定是人形', '为啥一定要人形。。[捂脸R]', '玩的是人形，不是人形的也有[捂脸R]']"
33,82,33_马拉松_跑步_别跑_不玩,"['马拉松', '跑步', '别跑', '不玩', '参加', '几公里', '有意义', '不早', '有些', '几十公里']","['你以为它跑马拉松测试的就是能不能跑步？[笑哭R]', '狗屁马拉松松，这不是跑！这是走！', '这是马拉松吗 这不一百米吗？']"
34,81,34_战场_打仗_机器人_武器,"['战场', '打仗', '机器人', '武器', '未来战士', '敌人', '战争', '无人机', '开枪', '场面']","['战场上的自爆机器人', '我看到的是未来战场的杀戮机器', '放佛看到了末日战场']"
35,81,35_喷裆_裤裆_喷到_喷好,"['喷裆', '裤裆', '喷到', '喷好', '裆部', '喷水', '喷点', '裤档', '屁屁', '喷油']","['给人家裤裆喷', '往人家裤裆喷什么嘛[doge]', '裤裆有点刺挠[笑哭R]']"
36,81,36_散热_过热_热坏_蛮大,"['散热', '过热', '热坏', '蛮大', '解决不了', '技术难题', '高温', '内存', '死机', '问题']","['散热大问题', '散热还是个问题', '直接加半导体散热不可以。']"
37,72,37_降温_降热_喷雾_喷雾剂,"['降温', '降热', '喷雾', '喷雾剂', '喷出来', '雾气', '喷剂', '喷到', '高温', '吸热']","['压缩空气不能降温吧，一般是烷基降温，比如打火机用的丁烷气喷出来就是冰的', '应该是降温的喷雾吧', '降温喷雾，']"
38,69,38_一口口_吃饱_一口_胖子,"['一口口', '吃饱', '一口', '胖子', '吃个', '吃成', '太饱', '不吃', '吃饭', '喝点']","['一口吃个胖子？', '你能一口吃成胖子吗？你生下来就一口吃成大人吗？', '一口吃成胖子吗']"
39,63,39_轮子_有轮_赛车_賽車,"['轮子', '有轮', '赛车', '賽車', '跑得快', '赛道', '跑步', '轮滑', '马拉松', '长跑']","['用轮子那是赛车，不是跑步[doge]', '因为有轮子的不叫跑步，叫赛车[笑哭R][笑哭R][笑哭R]', '有轮子还叫跑步？那不是赛车？[失望R]']"
40,62,40_吓人_吓到_吓一跳_吓死,"['吓人', '吓到', '吓一跳', '吓死', '晚上', '恐怖', '大半夜', '夜里', '这大', '昨晚']","['大晚上的回家路上看到这玩意儿确实有点吓人[笑哭R]', '哈哈哈大晚上怪吓人的', '[萌萌哒R]大晚上的还挺吓人']"
41,59,41_赛车_比赛_看赛_赛车场,"['赛车', '比赛', '看赛', '赛车场', '参赛', '赛道', '大赛', '比快', '看过', '车子']","['那你去看赛车比赛去啊[汗颜R]', '你说的是赛车比赛么[呃R]', '[笑哭R]那不是赛车�比赛吗']"
42,58,42_膝盖_膝关节_换个_一换,"['膝盖', '膝关节', '换个', '一换', '换新', '伤不起', '不伤', '更换', '关节', '人家']","['你要知道它膝盖伤了可以换，但是人的膝盖不可以[doge]', '别怕 我铁的膝盖，而且有备胎', '铁膝盖就是牛杯']"
43,55,43_最稳_跑步_最后_后面,"['最稳', '跑步', '最后', '后面', '姿势', '短跑', '长跑', '最像', '最好', '第三名']","['最后两个跑姿最好', '最后两个很像人类跑步了', '最后一个跑姿牛逼']"
44,55,44_补给_補給_补给点_快补,"['补给', '補給', '补给点', '快补', '补上', '补充', '不补会', '补给站', '弥补', '私补']","['@极品圆脸微胖小美女 他们也需要补给', '这个补给很燃[点赞R] [哇R]，', '补给好帅气[点赞R]']"
45,53,45_润滑_润滑油_润滑剂_润滑液,"['润滑', '润滑油', '润滑剂', '润滑液', '关节', '机油', '磨损', '摩擦', '喷过', '作用']","['润滑关节的？', '对啊，我也觉得是关节润滑用的，', '应该是润滑的，喷关节']"
46,48,46_最佳_姿势_最后_姿态,"['最佳', '姿势', '最后', '姿态', '最有', '最像', '最好', '后面', '第四个', '前面']","['最后那个机器人姿态最好', '最后一个姿态最好', '最后一个的姿态最顺']"
47,47,47_低血糖_头晕_站不稳_不太稳,"['低血糖', '头晕', '站不稳', '不太稳', '晕倒', '迷糊', '好像', '症状', '正常', '似的']","['真的像低血糖', '是不是有点低血糖了', '和我低血糖的时候一样']"
48,47,48_防晒霜_防晒_喷雾_喷上,"['防晒霜', '防晒', '喷雾', '喷上', '晒黑', '面霜', '保湿', '防蚊', '喷点', '美白']","['防晒喷雾吗', '防晒喷雾[捂脸R]', '防晒喷雾[偷笑R][偷笑R]']"
49,46,49_人类_进化_造物主_灭绝,"['人类', '进化', '造物主', '灭绝', '造人', '活不了', '地球', '灭亡', '物种', '毁灭']","['人类一败涂地', '人类拉完了[偷笑R]', '他可能是人类叛徒']"
50,45,50_补给_机器人_机器_补给站,"['补给', '机器人', '机器', '补给站', '补电', '小机器人', '人形机器人', '人要', '跟不上', '快补']","['不应该是换补给，也是用机器人吗？', '应该让机器人自己补给', '机器人也得“补给”啊[笑哭R]']"
51,44,51_跑得慢_火车_当时_跑不过,"['跑得慢', '火车', '当时', '跑不过', '有人', '马车', '人急', '交通工具', '第一辆', '以前']","['这个评论像极了最开始火车刚出来还没马车快，人们问这东西有啥用的时候', '最早的火车没有马车快', '火车刚出来还没马车跑得快，现在呢']"
52,43,52_投资人_投资_圈钱_骗钱,"['投资人', '投资', '圈钱', '骗钱', '融资', '炒作', '噱头', '经费', '上市', '有钱']","['投资不过山海关', '让有钱人投资', '制造这些东西就是为了上市圈钱']"
53,43,53_我怕_真怕_好怕_吓人,"['我怕', '真怕', '好怕', '吓人', '不怕', '担心', '摔了一跤', '有脚', '它会', '疼死']","['我怕它一急眼，给他们来一脚[捂脸R]', '我不行了真怕他一屁股坐地上了。', '我真怕它会一头磕在地上[笑哭R]']"
54,43,54_赶蝉法_赶蝉_赶蝉式_八步,"['赶蝉法', '赶蝉', '赶蝉式', '八步', '八个', '赶蚕', '三步', '马步', '来个', '试试']","['用八步赶蝉跑啊', '都学的八步赶蝉？', '八步赶蝉？！[汗颜R][汗颜R][汗颜R]']"
55,42,55_机器人_站不稳_站不住_機器,"['机器人', '站不稳', '站不住', '機器', '机器', '累得', '要累', '累着', '扛不住', '有人']","['机器人都跑累了，站都站不稳[偷笑R]', '瞧把机器人累的，站都站不稳了', '机器人站不稳，要倒了']"
56,40,56_ai_人工智能_智能_人有,"['ai', '人工智能', '智能', '人有', '软件', '智能手机', '确定', '聪明', '生成', '某些']","['姐妹你是 AI ？[doge]', '转ai（指正）', '以后会不会有ai奥义[doge][doge][自拍R]']"
57,40,57_摆臂_不摆臂_手臂_摆手,"['摆臂', '不摆臂', '手臂', '摆手', '摆动', '胳膊', '双臂', '跑不了', '不动', '必要']","['应该不需要摆臂吧[笑哭R]', '人跑步为啥要摆臂？', '机器人跑步也要摆臂吗？']"
58,39,58_工作岗位_岗位_就业_增加,"['工作岗位', '岗位', '就业', '增加', '就业机会', '失业', '工作', '提高', '支持', '就业率']","['这不增加岗位了嘛', '这是增加就业岗位？[笑哭R]', '增加就业岗位']"
59,38,59_机器人_加油_机器_人喊,"['机器人', '加油', '机器', '人喊', '有人', '参加', '充电', '汽油', '努力', '鼓掌']","['给机器人喊加油[捂脸R]', '跟机器人说加油？', '给机器人喊加油的来了']"
60,37,60_评论_留言_搞笑_神评,"['评论', '留言', '搞笑', '神评', '这些', '有个', '看过', '这条', '这样', '好多']","['哈哈哈 评论区都是神人[笑哭R]', '评论区都是些什么东西啊[石化R][石化R][石化R]', '评论区怎么这么多慈禧太后[叹气R]']"
61,34,61_无人机_更快_飞机_无线,"['无人机', '更快', '飞机', '无线', '有人', '能运', '飞过来', '军用', '空中', '能用']","['送物资能用无人机吗，不是你禁了无人机，无人机就不能用了[偷笑R]', '无人机不行吗？', '无人机更快[doge]']"
62,33,62_代替_替代_替换_取代,"['代替', '替代', '替换', '取代', '人类', '变成', '派上用场', '为了', '至少', '为什么']","['代替你这种不动脑子的[doge]', '代替人类又不是代替车的', '因为是准备代替人，不是代替车']"
63,33,63_背着_上班_骑着_上下班,"['背着', '上班', '骑着', '上下班', '我能', '就行了', '能到', '下班', '能否', '行不行']","['以后上班就让它背着或抱着我去。', '可以让他背着我去上班吗[doge]', '它能飞一样背着我去上班就好了']"
64,33,64_加油_有人_听得懂_人喊,"['加油', '有人', '听得懂', '人喊', '听懂', '能看懂', '听到', '不喊', '加电', '听见']","['还有人给他加油[笑哭R][笑哭R]', '还有人叫加油[失望R]', '还有人叫加油。。。']"
65,33,65_追不上_跑不过_跑不掉_跑不了,"['追不上', '跑不过', '跑不掉', '跑不了', '逃不掉', '追上', '追着', '逃掉', '停不下来', '追人']","['不是开车追不上，是开车逃不掉[doge]', '更本追不上', '造反了是你逃不掉不是追不上[笑哭R]']"
66,30,66_膝盖_跑步_膝关节_跑法,"['膝盖', '跑步', '膝关节', '跑法', '不伤', '伤到', '不对', '不够', '姿势', '不好']","['所以膝盖疼不能怪跑姿，只能怪自己膝盖不够硬[doge]', '这样跑对膝盖不好[doge]', '这么跑对膝盖不好。[偷笑R]']"
