Topic,Count,Name,Representation,Representative_Docs
18,237,18_机器人_评论_留言_支持,"['机器人', '评论', '留言', '支持', '人类', '其他人', '投名', '本人', '地球', '很差']","['本人将严肃的在此评论，并在机器人统治地球之后当做投名状@微型鲨鱼饲养员', '@啊啊啊阿菱 本人将严肃的在此评论，并在机器人统治地球之后当做投名状', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状。。。@呆昂纳哆']"
19,237,19_好笑_好好笑_见过_好玩,"['好笑', '好好笑', '见过', '好玩', '笑哈哈', '搞笑', '有意思', '莫名', '爆笑', '啊哈']","['@麦麦麦乐蒂吖（见过虞书欣版） @momo 我真服了[笑哭R]', '@红叶紫苏🔮（见过朋朋4次）毒唯 怎么这么好笑[大笑R]', '@暖风(见过茉莉奶白版) 哈哈哈哈哈哈']"
20,220,20_好笑_好好笑_好玩_搞笑,"['好笑', '好好笑', '好玩', '搞笑', '有意思', '真逗', '逗笑', '幽默', '笑死人', '笑点']","['有点好笑有点孩怕', '真的很好笑[笑哭R]', '这真的太好笑了']"
21,220,21_奶瓶_有奶_喝奶_喝口奶,"['奶瓶', '有奶', '喝奶', '喝口奶', '吃奶', '奶嘴', '可爱', '我奶', '还拿个', '小可爱']","['不是怎么还有拿着奶瓶的小土豆', '笑死了小个儿的还拿个奶瓶[笑哭R]', '手拿着奶瓶[偷笑R]']"
22,215,22_马拉松_跑步_长跑_有人,"['马拉松', '跑步', '长跑', '有人', '费劲', '锻炼', '人有', '比赛', '没意义', '赛事']","['狗屁马拉松松，这不是跑！这是走！', '马拉松都有这个，记时用的', '马拉松已经走火入魔[笑哭R]']"
23,210,23_ai_人工智能_智能_chatgpt,"['ai', '人工智能', '智能', 'chatgpt', '算法', '具身智能', '大脑', '哪个', '目前', '人工']","['ai太强大了', '我的ai什么时候涨涨', '以后会不会有ai奥义[doge][doge][自拍R]']"
24,205,24_汽车_电动汽车_一辆_车上,"['汽车', '电动汽车', '一辆', '车上', '驾驶', '无人驾驶', '特斯拉', '机动车', '遥控车', '是不是']","['您是否是想搜：汽车？', '那是自动驾驶汽车吧[捂脸R]', '你说的是自动驾驶汽车吗']"
25,193,25_鞋子_穿鞋_脚太_太大,"['鞋子', '穿鞋', '脚太', '太大', '太重', '挺大', '这大', '运动鞋', '双鞋', '没穿']","['孩子鞋子太大了[皱眉R]', '給孩子換雙輕便一點的鞋子吧[捂脸R]', '谁给孩子穿那么大的鞋子[失望R][失望R]']"
26,191,26_外卖_送餐_配送_机器人,"['外卖', '送餐', '配送', '机器人', '美团', '这送', '快递', '人工', '跑腿', '很快']","['以后送外卖就机器人跑着来', '跟跑外卖的抢单', '送外卖快，还带声响的']"
27,172,27_三人_机器人_三个_机器人三定律,"['三人', '机器人', '三个', '机器人三定律', '機器', '三四个', '机器', '伺候', '几个', '四个']","['一个机器人三个人伺候', '一个机器人，配三个伺候的', '一个机器人三个人伺候[doge]']"
28,166,28_还跟着_跟着_跟紧_有人,"['还跟着', '跟着', '跟紧', '有人', '人要', '跑动', '乱跑', '跑跑步', '背着', '跑步']","['人为啥跟着跑', '人也跟着跑', '人也要跟着跑吗[笑哭R]']"
29,163,29_短腿_腿短_这腿_太短,"['短腿', '腿短', '这腿', '太短', '这小', '小腿', '这脚', '长腿', '小脚', '蹬腿']","['小短腿倒腾的……', '这小短腿其实倒腾挺快的[笑哭R][笑哭R]', '这小短腿，紧着倒腾']"
30,151,30_荣耀_荣光_华为_牌子,"['荣耀', '荣光', '华为', '牌子', '第一名', '第一', '官方', '厉害', '手机', '获胜']","['此荣耀是彼荣耀吗？', '荣耀荣耀，天下第一', '荣耀赞赞的']"
31,148,31_有何意义_意义_有意义_意思,"['有何意义', '意义', '有意义', '意思', '没意义', '实际意义', '玩意', '毫无意义', '有人', '为什么']","['扛个rpg意义不就来了[doge]', '有什麼意义', '意义意义意义，意nm义']"
32,139,32_换电池_换电_降温_补电,"['换电池', '换电', '降温', '补电', '电池', '加电', '充电', '加热', '冷却', '发热']","['降温➕换电池吗', '又降温又换电池的', '又是换电池，又是降温，又是润滑[偷笑R]']"
33,134,33_解说_解说词_好笑_好玩,"['解说', '解说词', '好笑', '好玩', '精彩', '搞笑', '了解', '有趣', '有意思', '好好笑']","['这个解说，也解压', '解说精辟', '解说好绝[笑哭R][笑哭R]']"
34,134,34_诡异_吓人_恐怖_奇奇怪怪,"['诡异', '吓人', '恐怖', '奇奇怪怪', '荒诞', '毛骨悚然', '吓到', '吓死人', '诡秘', '吓死']","['哈哈哈哈哈哈服啦 好诡异', '这好诡异。', '@B 叉车小田 好诡异啊哈哈哈哈哈哈']"
35,130,35_养老_养个_你老_依靠,"['养老', '养个', '你老', '依靠', '照顾', '防老', '没活', '退休', '想用', '指望']","['这样我还怎么养老', '还能给我养老吗？我47了', '我等着它给我养老呢 可别唱衰']"
36,122,36_降降温_降温_降热_发热,"['降降温', '降温', '降热', '发热', '发烧', '过热', '清凉', '温度', '凉快', '太热']","['加把油啊给它降温', '笑死我了给ka降温', '降温 冷静[笑哭R][笑哭R]']"
37,119,37_f1_赛车_赛事_比赛,"['f1', '赛车', '赛事', '比赛', '赛场', '方程式赛车', '一辆车', '感覺', '激动', '堪比']","['马拉松跑出f1的感觉', 'F1 赛机手[汗颜R][汗颜R]', '哈比为啥要有F1？']"
38,114,38_低血糖_头晕_晕倒_站不稳,"['低血糖', '头晕', '晕倒', '站不稳', '晕厥', '迷糊', '低电压', '糖水', '有点像', '装糖']","['66号低血糖了', '有点低血糖，站不太稳', '039也低血糖']"
39,113,39_机器人_机器_轮子_两条腿,"['机器人', '机器', '轮子', '两条腿', '机器狗', '不稳', '有四足', '两腿', '更快', '人形']","['为什么机器人都得是两条腿，不能是履带的，送外卖那个不就是轮子吗', '人类的奔跑速度在自然界并不快，因为人类是双腿奔跑，动物是四腿奔跑，奔跑方式决定了双腿就是比四腿慢，但是人类为什么可以站在食物链顶端，就是因为人类会制造和使用工具，这是人类区别于动物最大的地方。我们既然已经学会制造机器人了，我想不明白为什么还要用一个并不占优势的移动方式。做成轮子不是更加快速移动么，平时缩进去，用轮子移动，需要腿型的时候再把两条腿伸出来不也可以么。', '机器人是不是不一定要两条腿，弄轮子不是更好吗[黑薯问号R]']"
40,112,40_机器人_人形机器人_战斗_战场,"['机器人', '人形机器人', '战斗', '战场', '戰場', '打仗', '机枪', '机械', '作战', '未来战士']","['能上战场才是能干的机器人', '这样的机械人能干啥，打仗送东西没被敌人搞死自己就死了。', '我看到的是未来战场的杀戮机器']"
41,110,41_云南白药_喷药_喷上_白藥,"['云南白药', '喷药', '喷上', '白藥', '喷剂', '喷雾剂', '喷雾', '神药', '抽筋', '雲南']","['扭到了？喷云南白药呢？[笑哭R]', '云南白药喷起来[偷笑R][偷笑R][偷笑R]', '六六六  还喷云南白药[doge]（抽）']"
42,109,42_散热_散热器_发热_过热,"['散热', '散热器', '发热', '过热', '热坏', '主板', '发烫', 'cpu', '电池', '解决不了']","['散热刚需', '直接加半导体散热不可以。', '散热[捂脸R]快买英维克']"
43,108,43_抬担架_担架_担架队_架子,"['抬担架', '担架', '担架队', '架子', '抬着', '还拿个', '放在', '带上', '抬走', '举着']","['这，找蛇皮袋往里弄呀，整啥担架呢', '太人性化了，还有担架[笑哭R][笑哭R]', '还有人拿担架[doge]']"
44,107,44_股价_炒股_股票_股民,"['股价', '炒股', '股票', '股民', '骗钱', '股东', '投资', '重仓', '掏钱', '投机']","['别人买的股票 自选的股票 我买的股票', '………是不是该把股票全抛了', '扑的和我的股票一样']"
45,104,45_春晚_小品_差远了_这不比,"['春晚', '小品', '差远了', '这不比', '这波', '表演', '舞台', '上过', '那批', '假扮']","['你们不觉得这个如果上春晚，收视率会更高吗', '春晚那小子来了么？', '怎么和春晚的机器人判若两人？']"
46,102,46_亦庄_地方_那儿_偶尔,"['亦庄', '地方', '那儿', '偶尔', '鸵鸟', '这里', '刚跑', '不如', '关于', '房子']","['@Zhukawa 你们亦庄不是跑鸵鸟就是跑机器人', '亦庄还有鸵鸟呢[doge]', '可以和亦庄鸵鸟pk']"
47,101,47_裤裆_喷个_裆部_喷喷,"['裤裆', '喷个', '裆部', '喷喷', '喷药', '喷水', '喷子', '喷点', '瘙痒', '屁屁']","['为什么喷裤裆', '裤裆有点刺挠[笑哭R]', '怎么老往裤裆喷']"
48,99,48_机器人_降温_发热_高温作业,"['机器人', '降温', '发热', '高温作业', '过热', '散热', '高温', '温度', '发烧', '体温']","['今天看到很多机器人都需要开始或者半路喷降温喷雾冷却电机，我想明年是不是可以学马拉松补给站那样，让机器人自己进去补给站拿降温喷雾自主降温。', '降温机器人', '降温的，喷的位置都是轴承部位，说明材料遇高温性能会明显下降，从视频开头机器人退的几步就能看出来，高温导致锁紧功能下降，所以会不受控制后仰，平衡功能修正导致踉跄，后背放冰防止电子元件过热，整体看主要是材料问题，当然也可以说是设计问题，毕竟摩擦生热是常识，但是设计还是死磕人形的结构，导致双腿和胯骨轴承一直运动没办法很好的散热来进行持续运转，完全可以用八条腿交替运动降低运动频率，延长散热时间，在材料无法突破的情况下拉长使用寿命……不过也能理解，死磕人形态的设计后续才有市场，才好拉投资……']"
49,98,49_小黑_黑黑_小黑子_黑哥,"['小黑', '黑黑', '小黑子', '黑哥', '黢黑', '黑色', '黑成', '小小的', '黑鬼', '跑得快']","['这小黑跑姿挺好的', '小黑会轻功', '嘿嘿嘿，小黑真酷']"
50,96,50_宇树_说宇树_那宇树_宇树家,"['宇树', '说宇树', '那宇树', '宇树家', '第二名', '树上', '别人', '蛮帅', '参加', '记错']","['肯定不是宇树科技[捂脸R]', '宇树姿势太漂亮', '宇树是干嘛来的[笑哭R]']"
51,92,51_坐地_好笑_地上_好好笑,"['坐地', '好笑', '地上', '好好笑', '真笑', '坐在', '转过', '笑死人', '坐下', '搞笑']","['@小心我咬你屁股 笑死我了镜头一转一个坐地上的', '镜头一转一个坐地上的给我笑死了', '镜头一转地上那个笑死我了']"
52,92,52_五年_三五年_若干年_几年,"['五年', '三五年', '若干年', '几年', '两年', '三年', '十年', '一年', '明年', '等过']","['五年后记得@我来看[偷笑R]', '用不了五年，可能就有新变化了，只过了一年，发展已经超过我的想象。', '你们喷好了，再过五年让你喷不起！']"
53,91,53_机器人_小机器人_赛跑_开跑,"['机器人', '小机器人', '赛跑', '开跑', '搞笑', '跑步', '领跑', '赛道', '玩吧', '挺快']","['机器人版龟兔赛跑[doge]', '感觉是搞笑机器人赛跑', '看机器人跑步看哭了[笑哭R]']"
54,89,54_wd40_40_wd_喷剂,"['wd40', '40', 'wd', '喷剂', '一款', '得用', '一顿', '都行', '东西', '效果']","['喷了好几罐WD40[doge]', 'WD40 当水喷[惊恐R]', '多囤点 wd40 以后能涨价']"
55,88,55_代替_替代_人类_取代,"['代替', '替代', '人类', '取代', '替换', '全人类', '灭绝', '淘汰', '活不了', '人类文明']","['代替人类又不是代替车的', '代替人类啊，', '代替人类。以后不需要人类了']"
56,86,56_豆包_豆脚_豆角_小豆,"['豆包', '豆脚', '豆角', '小豆', '豆德', '一个头', '脑袋', '不如', '咋样', '发了']","['那颗头呢，豆包那个', '豆包你阴不阴@秃头大河马', '豆包 豆脚']"
57,83,57_防晒霜_防晒_喷雾_喷个,"['防晒霜', '防晒', '喷雾', '喷个', '喷上', '晒黑', '防蚊', '痱子粉', '防止', '防水']","['他也喷防晒喷雾啊[偷笑R]', '防晒喷雾[偷笑R][偷笑R]', '防晒喷雾[doge]']"
58,83,58_终结者_终极_结局_看过,"['终结者', '终极', '结局', '看过', '更强', '最初', '不停', '看样子', '看来', '修复']","['终结者t800[暗中观察R]', '最后一个成终结者了[笑哭R]', '有什么意义呢？为什么不直接造终结者？']"
59,83,59_评论_热评_评价_有意思,"['评论', '热评', '评价', '有意思', '搞笑', '点赞', '好玩', '你好', '帖子', '好好笑']","['好可爱的评论[太阳R][太阳R][太阳R]', '评论区怎么这么多慈禧太后[叹气R]', '@彬彬 评论确诊']"
60,82,60_凉面_拌面_凉皮_麻辣,"['凉面', '拌面', '凉皮', '麻辣', '麻酱', '酸辣', '鸡丝', '好吃', '辣椒', '这方面']","['凉面要吃麻酱鸡丝的', '麻酱鸡丝凉面[萌萌哒R]', '凉面我只吃麻酱鸡丝凉面']"
61,80,61_膝盖_膝关节_不伤_换个,"['膝盖', '膝关节', '不伤', '换个', '关节', '搞不好', '就行了', '换新', '更换', '不错']","['你要知道它膝盖伤了可以换，但是人的膝盖不可以[doge]', '别怕 我铁的膝盖，而且有备胎', '铁膝盖就是牛杯']"
62,75,62_发动机_日系_本田_比不上,"['发动机', '日系', '本田', '比不上', '国产', '马力', '日本', '不差', '奇瑞', '车快']","['嗯现在国产发动机也碾压日本', '日本发动机很牛逼，我们开新能源车', '嗯感觉现在国产发动机比日本好']"
63,74,63_赛车_赛车场_比赛_赛事,"['赛车', '赛车场', '比赛', '赛事', '车是', '赛道', '大赛', '观赛', '赛跑', '开车']","['那你去看赛车比赛去啊[汗颜R]', '[笑哭R]那不是赛车🏎比赛吗', '那个归类赛车']"
64,71,64_丁烷_丙烷_降热_降温,"['丁烷', '丙烷', '降热', '降温', '液化气', '冷却液', '吸热', '冷却剂', '液化', '可燃']","['丁烷也就是打火机里面的气，喷了之后是降温的', '类似于丁烷，可快速降温', '压缩空气不能降温吧，一般是烷基降温，比如打火机用的丁烷气喷出来就是冰的']"
65,70,65_小鼻嘎_小鼻嘎好_这小鼻_嘎嘎,"['小鼻嘎', '小鼻嘎好', '这小鼻', '嘎嘎', '可爱', '鼻子', '嘎子', '可爱多', '鼻屎', '最萌']","['小鼻嘎可爱', '最可爱的就是这个小鼻嘎', '这个小鼻嘎还挺可爱[哇R]']"
66,68,66_润滑油_润滑剂_润滑_润滑液,"['润滑油', '润滑剂', '润滑', '润滑液', '机油', '关节', '磨损', '摩擦', '神油', '黄油']","['关节润滑油', '我以为是关节润滑油', '很可能是关节处的润滑油']"
67,67,67_帽子_戴帽子_小帽子_草帽,"['帽子', '戴帽子', '小帽子', '草帽', '安全帽', '戴个', '可爱', '头上', '好看', '好萌']","['它的帽子是奶茶杯托做的吗？？', '戴着帽子好可爱', '帽子这么可爱']"
68,67,68_伺候_三人_三个_这三人,"['伺候', '三人', '三个', '这三人', '照顾', '侍候', '几个', '服侍', '好几个', '多人']","['三个人伺候[笑哭R][笑哭R][笑哭R]', '得三个人伺候着[笑哭R]', '三个伺候一个']"
69,67,69_假酒_喝多_喝醉_喝醉酒,"['假酒', '喝多', '喝醉', '喝醉酒', '喝酒', '喝高', '喝点', '酒吧', '醉成', '一瓶']","['定一个和假酒喝多了', '假酒喝多了', '这是假酒喝多了吧[捂脸R]']"
70,66,70_摆臂_不摆臂_甩臂_手臂,"['摆臂', '不摆臂', '甩臂', '手臂', '摆动', '摆手', '胳膊', '双臂', '机器人', '跑的快']","['人跑步为啥要摆臂？', '机器人跑步也要摆臂吗', '机器人跑步也要摆臂吗？']"
71,64,71_bgm_配乐_好听_配音,"['bgm', '配乐', '好听', '配音', '好笑', '搞笑', '背景音乐', '好看', '很棒', '笑死人']","['BGM应该用一剪梅啊', '配的bgm也太精彩了吧，笑死了[笑哭R]', '配音和音乐完胜[拔草R][拔草R][拔草R]']"
72,64,72_最像_太像_姿势_有点像,"['最像', '太像', '姿势', '有点像', '好看', '挺帅', '看起来', '姿态', '最稳', '最佳']","['这个最像人的姿势', '最后一个姿态最好，最像人[doge]', '最后一个姿态不错，最像人']"
73,62,73_补给_补给点_补上_快补,"['补给', '补给点', '补上', '快补', '补给站', '弥补', '私补', '有个', '送到', '没给']","['补给好帅气[点赞R]', '补给补给', '高冷补给[笑哭R]']"
74,62,74_外国人_外国_国外_老外,"['外国人', '外国', '国外', '老外', '看看', '看不起', '羡慕', '在外', '西方人', '外媒']","['外国人看看中国的发展', '要是外国人搞的，你会说“这就是人类之光，未来在这里”[doge]', '国外就是人类之光[哇R]国内就是意义怪[偷笑R]太喜欢评论区辣[派对R]']"
75,61,75_火车_马车_当时_有人,"['火车', '马车', '当时', '有人', '以前', '跑不过', '要造', '第一辆', '不如', '开在']","['当年火车刚发明的时候你也这么说[doge]', '火车刚出来还没马车跑得快，现在呢', '以前驾马车的也这样说开火车的']"
76,60,76_保安_误伤_一脚_报警,"['保安', '误伤', '一脚', '报警', '安保', '搞笑', '保住', '好笑', '小偷', '工伤']","['保安被踢了一脚[笑哭了R]', '保安一不注意被踢了一脚。。', '保安被踢了一脚算谁的']"
77,60,77_机器人_参赛_比赛_大赛,"['机器人', '参赛', '比赛', '大赛', '不过关', '参加', '这届', '举办', '不高', '太差']","['这机器人根本就不过关，还出来比赛，真丢人呢，不过关就回去好好的给他调整好了，重新编程，让他没有瑕疵再出来秀。科技是严谨的，不是闹着玩儿的。', '以后就是机器人代表人报价比赛了[偷笑R]', '以后全机器人比赛了[捂脸R]']"
78,59,78_猝死_熬夜_死得_更快,"['猝死', '熬夜', '死得', '更快', '跟不上', '担心', '容易', '经常', '加班', '危险']","['这很容易猝死呀', '更容易猝死了[捂脸R]', '就是熬夜+运动容易猝死']"
79,56,79_元气_仔好_好看_最帅,"['元气', '仔好', '好看', '最帅', '最像', '可爱', '看上去', '喜欢', '真人', '样子']","['元气仔很像人啊', '元气仔像人扮的[偷笑R]', '元气仔最顺眼[捂脸R]']"
80,54,80_心酸_心疼_痛苦_真不容易,"['心酸', '心疼', '痛苦', '真不容易', '心情', '努力', '可怜', '感受', '感人', '流泪']","['@安妮 看得好心酸[笑哭R]', '唉 人老了做什么都心酸', '看着老心酸了[捂脸R]']"
81,54,81_机器人_跑不掉_追上来_追着,"['机器人', '跑不掉', '追上来', '追着', '跟着', '追上', '前面', '机器', '有人', '后面']","['（机器）人在前面跑 魂在后面追', '机器人在前面跑，人在后面追[笑哭R]', '机器人前面跑。你们跟着后面跑[扶额R]']"
82,54,82_蚊子_苍蝇_蟑螂_蜈蚣,"['蚊子', '苍蝇', '蟑螂', '蜈蚣', '螳螂', '老鼠', '一只', '细菌', '毛毛虫', '除了']","['[doge]蛆不比苍蝇可爱？孑孓也比蚊子可爱', '除了蚊子苍蝇蟑螂[抽泣R]', '蚊子，苍蝇，蛆']"
83,54,83_加油_有人_用油_继续,"['加油', '有人', '用油', '继续', '加电', '人喊', '希望', '听得懂', '一起', '听到']","['还有人叫加油。。。', '加油，万事开头难', '加油！加油']"
84,53,84_装备_爆一地_自爆_掉落,"['装备', '爆一地', '自爆', '掉落', '东西', '爆率', '厉害', '太高', '碰瓷', '一下']","['爆了一地装备', '装备也太业余了', '怎么导出爆装备啊[笑哭R]']"
85,52,85_就业_就业机会_工作岗位_岗位,"['就业', '就业机会', '工作岗位', '岗位', '失业', '工作', '提供', '增加', '推广', '职业']","['这就业岗位不就来了吗', '这是增加就业岗位？[笑哭R]', '增加就业岗位']"
86,52,86_机器人_加油_机器_人喊,"['机器人', '加油', '机器', '人喊', '有人', '加电', '机油', '鼓励', '参加', '充电']","['还得给机器人喊加油？？', '给机器人喊加油的来了', '向机器人喊快跑加油[失望R][失望R][失望R]']"
87,52,87_鲁班_七号_王者_有个,"['鲁班', '七号', '王者', '有个', '有人', '上班', '', '', '', '']","['鲁班七号？', '@花儿喵 还有鲁班七号', '鲁班七号[笑哭了R]']"
88,52,88_机器人_基金_股票_人形机器人,"['机器人', '基金', '股票', '人形机器人', '人工智能', '大跌', '涨停', '玩意', '大涨', '机械']","['机器人基金又该跌了[doge]', '所以买机器人的股票和基金是不是很有前景[扯脸H]', '因为我买的人工智能基金股票要涨了[doge]']"
89,50,89_骑着_骑车_骑个_跟车,"['骑着', '骑车', '骑个', '跟车', '有车', '跟着', '开车', '不让', '坐骑', '电动车']","['那也可以骑车追啊，或者电瓶车', '骑个车不行吗[偷笑R]', '咱就不能骑个车跟着吗？[笑哭R]']"
