Topic,Count,Name,Representation,Representative_Docs
22,180,22_好可爱_好可爱啊_这小的还怪可爱的_什么东西小小的都很可爱,"['好可爱', '好可爱啊', '这小的还怪可爱的', '什么东西小小的都很可爱', '小小的也很可爱', '喝奶茶r', '实在是太可爱了', '有点可爱', '果然', '太可爱了']","['好可爱，跟个鬼一样', '好可爱，好努力的背影[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']"
23,176,23_忽然好奇_我也是_嗯嗯_你好,"['忽然好奇', '我也是', '嗯嗯', '你好', '站的位置决定眼光', '真的吗', '现在开始你不许提问了', '活在你自己的世界中', '看见一条就怼', '现在大伙都以为你在说真话']","['忽然好奇，你们昨天咋说的？', '我也是，你好，请问，请帮忙分析，谢谢[笑哭R]', '我也是，我还说讲案例的时候融入进去[捂脸R][捂脸R][捂脸R]']"
24,168,24_一个机器人_三个人服务一个机器人_意义何在_一个机器人三个人伺候,"['一个机器人', '三个人服务一个机器人', '意义何在', '一个机器人三个人伺候', '一台机器人', '一个机器人要三个人伺候', '一个机器人要3个人伺候', '一个机器人三个保姆', 'it', '一个机器人跑']","['一个机器人 三个人照顾吗', '一个机器人🤖3个人类伺候[doge]', '解决待业[偷笑R] 一个机器人 一车人伺候']"
25,165,25_黑薯问号r_意义在哪里_这有什么意义啊_意义何在,"['黑薯问号r', '意义在哪里', '这有什么意义啊', '意义何在', '有什么意义', '你活着的意义是什么', '有何意义', '毫无意义', '意义在哪', '深究起来']","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']"
26,149,26_人类一败涂地_很快_看来人类的耐力在蓝星是遥遥领先_明年就要奴役人类了,"['人类一败涂地', '很快', '看来人类的耐力在蓝星是遥遥领先', '明年就要奴役人类了', '真的觉得人类可能是这世界上最复杂的生物了', '神创造了人', '研究在极端情况下替代人类的可能性', '科技毁灭人类', '生物', '看来未来人类可以']","['三年以后就是。它们看我们：人类一败涂地[捂脸R]', 'Even then need some humans love [害羞R]', '现在看是笑话，以后呢，疯狂的，盲目的，无底线的发展最后一定反噬人类。']"
27,148,27_荣耀_黑宇树_红荣耀_荣耀厉害啊,"['荣耀', '黑宇树', '红荣耀', '荣耀厉害啊', '白天工', '闪电', '荣耀的', '真人都没那么快', '第一个是遥控的荣耀', '等于是本次比赛定制版本']","['荣耀，冠亚季军啥意思？', '[暗中观察R]荣耀，橘色小闪电', '荣耀？是那个做手机的荣耀吗？']"
28,146,28_都是骗补贴的_方便骗钱_炒这玩意儿有什么意义啊_炒作股价的东西而已,"['都是骗补贴的', '方便骗钱', '炒这玩意儿有什么意义啊', '炒作股价的东西而已', '是否就是为了骗国家补贴吧', '是为了骗补贴还是想割韭菜', '是不是该把股票全抛了', '是不是被概念股套牢了', '明知不成熟的产品拿出来干嘛呢', '既然有人掏钱']","['这是急着搞投！没弄好硬上赌一把！[汗颜R][汗颜R][吧唧R][吧唧R]', '人控制，都是骗补贴的', '都是骗补贴的，参加这个就是给领导一个交代[捂脸R]']"
29,138,29_人要跟着跑_人也跟着跑_人也要跟着跑吗_人跟着跑,"['人要跟着跑', '人也跟着跑', '人也要跟着跑吗', '人跟着跑', '人还得跟着跑', '人也要跟着跑', '有意义吗', '旁边那个赛道是陪跑', '现在陪跑了', '物理跟紧这个项目']","['人要跟着跑？', '重点是， 人要跟着跑', '人要跟着跑?']"
30,133,30_等我老了_哇r_加油啊_加油,"['等我老了', '哇r', '加油啊', '加油', '比这玩意', '真开心啊', '现在正在10分这里突破', '病了没人照顾', '照顾宠物就完美了', '照顾老人是辛苦活']","['等我老了，这两个就扮演我孙子', '等我老了，他能背着我逛街吗？[微笑R]', '真开心啊，早点代替我，就可以有更多的时间生活了[哇R][哇R][哇R][哇R]']"
31,133,31_换电池_换电_润滑_降温,"['换电池', '换电', '润滑', '降温', '加冰', '电机过热', '喷润滑剂', '冷却', '加冰降温', '换电瓶']","['这是降温，换电池', '换电池 喷液氮降温啊', '一个干冰降温，一个关节润滑，换电池']"
32,127,32_f1_法拉利_好像f1_太慢了,"['f1', '法拉利', '好像f1', '太慢了', '没f1赛车换轮胎快', '方程豹謝謝你', '法拉利的', '法拉利换胎工再就业方向指导视频', '没通网', '没见过f1赛车吗']","['F1 赛机手[汗颜R][汗颜R]', 'F1 机器人', '你是否在查找：F1？']"
33,121,33_超级拆解_赞r_大笑r_笑死我了,"['超级拆解', '赞r', '大笑r', '笑死我了', '解说太逗了', '解说太有趣了', '解说', '解说有意思', '玫瑰r', '哈哈哈哈哈哈哈']","['超级拆解（JPG）', '超级拆解[抓狂R]', '机器人：超级拆解']"
34,120,34_低血糖_都低血糖了_有点低血糖_低血糖了,"['低血糖', '都低血糖了', '有点低血糖', '低血糖了', '低电压', '气血不足哦', '电没给充够啊', '没吃饭', '没想到地上还有一个', '电学糖低了点']","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']"
35,115,35_还要降温_过热了_物理降温_太热了,"['还要降温', '过热了', '物理降温', '太热了', '快降温', '还需要降温', '降降温', '降温', '物理降温吗', '看起来发热严重']","['还要降温[捂脸R]', '过热了，降温[笑哭R][笑哭R][笑哭R][笑哭R]', '太热了。降降温[笑哭R]']"
36,114,36_什么时候铁甲钢拳_斜眼r_黑薯问号r_再过几年,"['什么时候铁甲钢拳', '斜眼r', '黑薯问号r', '再过几年', '现在是一个机器人', '直接上战场', '登陆美国就有意义了', '相控阵雷达和机枪', '直奔敌军基地', '没见过钢铁侠']","['第一步就是让机器人动起来，后面再更多功能，甚至防卫家园，牛逼克拉斯', '什么时候铁甲钢拳', '什么时候铁甲钢拳[doge]']"
37,110,37_wd40_40_男人的香水_wd,"['wd40', '40', '男人的香水', 'wd', 'wd40吧', '喷的wd40', '只能通过反复喷涂wd40防止干燥', '降温的', '百公里两瓶wd40', '看见机器就wd40']","['国产机器人会不会有一天被 wd40 卡脖子', 'wd40，给缝隙处除锈除污的[笑哭R]', 'wd40，机器人的杜蕾斯[doge]']"
38,110,38_云南白药_云南白药气雾剂_喷点云南白药_云南白药喷雾剂,"['云南白药', '云南白药气雾剂', '喷点云南白药', '云南白药喷雾剂', '抽筋了', '云南白药喷雾', '防止跌打损伤', '红花油或者云南白药', '治疗关节痛的喷剂', '沈阳红药']","['云南白药，膝盖疼了[笑哭R][笑哭R]', '云南白药，喷上去凉凉的[doge]', '云南白药，马拉松都喷这个[doge]']"
39,109,39_好恐怖_好诡异_有点诡异_妈呀,"['好恐怖', '好诡异', '有点诡异', '妈呀', '照相机还被说是摄魂的', '突然想到巨型蜘蛛', '突然感觉场面很魔性', '笑死我了诡异得很搞笑', '方便电话机传进中国的时候', '日本的果然诡异']","['哈哈哈哈哈哈服啦 好诡异', '好恐怖！怎么这么脆弱离我远点', '好诡异 好好笑哈哈哈哈哈哈']"
40,107,40_散热不行_散热_没装外壳就得这么人工散热_等上了固态电池看看呢,"['散热不行', '散热', '没装外壳就得这么人工散热', '等上了固态电池看看呢', '现阶段的技术散热跟不上', '用在军工方面就还很遥远', '液冷散热搞起来', '算是同根同源了', '没法端电脑', '水冷散热安排上啊']","['散热不行？？', '散热不行[笑哭R]', '散热不行[偷笑R]']"
41,106,41_慢慢来_用不了五年_很快了_快了,"['慢慢来', '用不了五年', '很快了', '快了', '既然知道事物的发展有个过程', '等过几年你就不会这莫说了', '等不了多久', '无敌了', '看这样发展下去50年后', '看到这些也会感慨就像个人的发展一样']","['慢慢来，发展需要时间[红色心形R]', '没事哒，再过几年就有了，慢慢来', '还得努力 从强度上开始 慢慢来']"
42,105,42_裆部散热_液体伟哥_真的为了赶时间啊_热了还得让人给喷屁股,"['裆部散热', '液体伟哥', '真的为了赶时间啊', '热了还得让人给喷屁股', '没看到喷jj上了吗', '紧哒对胯里喷做么子', '猛而刚', '笑了', '鄙视r', '扶墙r']","['裆部散热[微笑R]', '裆部散热[偷笑R]', '裆部散热']"
43,104,43_还有担架_用编织袋不好么_昨天的_没想到是担架啊,"['还有担架', '用编织袋不好么', '昨天的', '没想到是担架啊', '最后担架我是没绷住', '竟然还有担架', '等会儿是不是拿扫把', '没等抬呢自己先报废了', '派个大号扫地机器人', '用担架确实有点搞笑了']","['还有担架…不应该是塑料袋么', '还有担架，我绷不住了[笑哭R]', '太人性化了，还有担架[笑哭R][笑哭R]']"
44,103,44_比春晚好看_这波贪了_春晚那些会跳舞的机器人哪去了_没买营销但也做的挺好的,"['比春晚好看', '这波贪了', '春晚那些会跳舞的机器人哪去了', '没买营销但也做的挺好的', '最后宇树机器人', '春晚里的也不是这熊样啊', '活在这个时代真好啊能看到整个发展过程哈哈哈', '真的比春晚好看', '看这些笨拙的机器人和春晚表演武术的机器人', '目前我们百姓知道的就是上春晚的宇树牌子']","['这波贪了，应该留着春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']"
45,102,45_皱眉r_黑色吸热_小黑加油_小黑太可爱了,"['皱眉r', '黑色吸热', '小黑加油', '小黑太可爱了', '小黑真厉害', '礼貌吗叫人小黑', '矮小黑跑得不错', '目测比老黑快了', '用这小黑子陪小孩跑步会有趣点', '现实中明明黑人跑得最快']","['早知道涂白色吧 黑色吸热', '这小黑娃谁研究的呢 好可爱[皱眉R]', '图二好像黑蛋啊[皱眉R][皱眉R][皱眉R]好可爱[皱眉R][皱眉R][皱眉R]']"
46,99,46_亦庄_义庄_扯脸h_亦庄真是个神奇的地方,"['亦庄', '义庄', '扯脸h', '亦庄真是个神奇的地方', '亦庄这个地方还是太复杂了', '奕字庄', '简化为了', '是不是举办地方有点说法', '没事溜溜鸵鸟', '没事别开车去亦庄']","['果然是“亦庄”', '名字就很诡异 亦庄[捂脸R][捂脸R]', '不是\n“亦庄”和“义庄”不是一回事，只是读音相同，但字和意思都完全不同。亦庄的名字由来和古代的“义庄”（宗族慈善机构或停尸房）没有关系。\n关于“亦庄”名字的由来，流传最广且有史料支持的说法是，这里曾是清代“奕字营”的兵营所在地。清末，一位姓祁的富商在此买地建庄园，取名为“奕字庄”。后来，人们为了书写方便，逐渐将“奕字庄”简化为了“亦庄”。\n“义庄”在古代其实是一种慈善机构，由宗族或乡绅创办，主要功能是救济族人、资助教育、办理婚丧等，并非只是影视剧里演的停尸房。将亦庄和义庄联系起来，更多是民间的一种谐音附会。']"
47,95,47_压缩空气_快速降温喷雾_降温用的_降温,"['压缩空气', '快速降温喷雾', '降温用的', '降温', '降温喷雾', '炸了就舒服了', '类似于丁烷', '淘宝搜降温喷雾就行', '液氮降温', '液氮罐降温的']","['快速降温喷雾，实际上是LPG，易燃易爆[捂脸R]', '压缩空气 无所谓的', '压缩空气，气化吸热']"
48,90,48_比赛不重要_看脑袋就是宇树_春晚的武bot_纯是过来整活的,"['比赛不重要', '看脑袋就是宇树', '春晚的武bot', '纯是过来整活的', '最后反正是全军覆没', '然后自己编程灌软件参赛', '玉树第几', '现在进化到10m', '看了他们采访', '是北京天九的']","['其实了解下来，这个马拉松考验的更多人机器人的耐力，就是使用时长、耐不耐摔，我觉得宇树在精细动作领域很好啊。就像手机一样，有拍照好看，有耐用的。荣耀的，看了他们采访，散热、视像这些都用的手机的，肯定有优势嘛。我觉得能参加的团队都是机器人领域顶尖了[派对R]', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]', '不是，5个外国参赛队，都是德法之类的大学，但是他们还无法完成硬件制造，买的是宇树的机器人，然后自己编程灌软件参赛。最后反正是全军覆没，这行业现在也是只有中美在正经在赛道上，其他的国家现在是气氛组。']"
49,85,49_钛合金膝盖_伤膝盖_没事_注意保护膝盖,"['钛合金膝盖', '伤膝盖', '没事', '注意保护膝盖', '新膝盖', '无所畏了', '真正的物理铁膝盖', '氨糖', '没事马上就能有机器人医生给换膝盖', '没有恢复期']","['姿势不标准 伤膝盖', '真·钛合金膝盖', '工程师：真·钛合金膝盖，小子']"
50,85,50_防晒喷雾_防晒_防蚊喷雾_都晒黑了,"['防晒喷雾', '防晒', '防蚊喷雾', '都晒黑了', '还要喷防晒', '晒黑了', '捂嘴笑r', '痱子粉', '早干嘛', '既然怕热回去给孩子改成浅色吧']","['防晒喷雾[doge]', '防晒喷雾，隔绝紫外线[doge]', '防晒喷雾[偷笑R][偷笑R]']"
51,84,51_汽车_那不就是汽车吗_那tm叫汽车_那不就是电动车吗,"['汽车', '那不就是汽车吗', '那tm叫汽车', '那不就是电动车吗', '有轮子的叫电动车', '注意不错马上量产', '汽车也不是一天成现在这样的', '汽车早就发明出来了', '早发明了', '汽车早就有']","['汽车：请好好看着我', '那不是早就有了吗，汽车[暗中观察R]', '您是否是想搜：汽车？']"
52,82,52_豆包_疑似猪圈_笑得我肚子啊啊啊啊啊_突然想起来了那个豆脚,"['豆包', '疑似猪圈', '笑得我肚子啊啊啊啊啊', '突然想起来了那个豆脚', '看见豆脚没', '看到了一个长脚豆包的作者发了一个视频', '看个豆角的集合', '疑似豆包小号', '啥意思', '好吓人啊']","['看个豆角的集合。[doge][doge]', '底特律：豆包', '豆包 豆脚']"
53,80,53_我以为是润滑油_印度神油_关节润滑剂吗_润滑剂吧,"['我以为是润滑油', '印度神油', '关节润滑剂吗', '润滑剂吧', '是不是润滑油', '润滑关节的', '润滑油', '气态润滑油', '类似除锈剂这样的东西', '润滑的']","['我以为是润滑油[捂脸R]', '我以为是润滑油[笑哭R]', '我以为是润滑油']"
54,78,54_终结者_这进化速度_很快_现在想想那是不是他们广告部拍的大片,"['终结者', '这进化速度', '很快', '现在想想那是不是他们广告部拍的大片', '看来咱们离终结者的到来不远了', '现实版终结者啊', '画面详见终结者', '没歇菜之前就是个t800', '没有进化过程的', '看来t800很快就会出来了']","['此事《终结者》一至六部均有记录', '去年还需要支架 今年就健步如飞，这进化速度，很快《终结者》就会实现。', '这进化速度，很快《终结者》就会出现']"
55,77,55_发动机_发动机不差_没有一个品牌不被黑的_是全面碾压,"['发动机', '发动机不差', '没有一个品牌不被黑的', '是全面碾压', '现在换成10式1200马力的了', '现在15年过去了', '现在日本除了动漫和那方面之外已经没啥了吧', '现在国产几乎都是电车', '民用的也不差', '现在新能源汽车用的是电机']","['发动机不差，是专利墙绕不过去，军工不在乎专利，你看看军工发动机', '汽车领域已经开始了，可以看一下刚结束的曼谷车展，泰国之前一直是日系车领地，在当地有很多工厂，今年国产车拿下了7成的单子。这波石油价格起飞，新能源车大卖，石油用来当燃料太可惜了，工业必需品。', '发动机部分领域已经超过日本了，比如1500马力柴油机国产坦克大列装好多年没啥问题，日本的还在流大姨妈，现在换成10式1200马力的了。潍柴的500马力柴油机热效率全球一流，燃气轮机，喷气式发动机世界前三，这些高端发动机不知道甩日本几条街，汽车发动机快发展到头了，全世界的汽车大厂基本指标都大差不差']"
56,73,56_还回来吃饭吗_看来虽然不吃大米_然后再跑_直接吃最后一口饭不就行了,"['还回来吃饭吗', '看来虽然不吃大米', '然后再跑', '直接吃最后一口饭不就行了', '累坏了工作人员', '直接吃最后一口不就饱了', '米饭馒头不是更饱', '直接用手抓不更灵活', '科学的镜头就是世界的毁灭', '真的很敬业了']","['去哪啊 还回来吃饭吗', '还回来吃饭吗？', '还回来吃饭吗！！！']"
57,72,57_要花生米_没有凉皮派吗_真的美滋滋_派留给我中不中,"['要花生米', '没有凉皮派吗', '真的美滋滋', '派留给我中不中', '笑死我了评论区', '工程师', '皱眉r', '萌萌哒r', '捂嘴笑r', '色色r']","['笑死我了评论区，我决定也当凉面派', 's还有白砂糖，真的美滋滋', '要花生米！要花生米！']"
