Topic,Count,Name,Representation,Representative_Docs
12,148,12_荣耀_闪电_白天工_红荣耀,"['荣耀', '闪电', '白天工', '红荣耀', '黑宇树', '荣耀厉害啊', '荣耀的', '看来还是荣耀厉害', '等于是本次比赛定制版本', '系统给我推']","['荣耀，冠亚季军啥意思？', '荣耀？是那个做手机的荣耀吗？', '[暗中观察R]荣耀，橘色小闪电']"
13,120,13_低血糖_有点低血糖_都低血糖了_低血糖了,"['低血糖', '有点低血糖', '都低血糖了', '低血糖了', '低电压', '捂脸r', '睡了一会儿', '真的很像低血糖哈哈啊哈哈哈', '真的像低血糖', '站不太稳']","['是不是快往后倒下了，低血糖？', '低血糖，不！低电压[偷笑R]', '低血糖（低电压）了']"
14,110,14_云南白药_云南白药气雾剂_喷点云南白药_云南白药喷雾剂,"['云南白药', '云南白药气雾剂', '喷点云南白药', '云南白药喷雾剂', '抽筋了', '云南白药喷雾', '防止跌打损伤', '是云南白药气雾剂', '沈阳红药', '治疗关节痛的喷剂']","['云南白药，膝盖疼了[笑哭R][笑哭R]', '云南白药，喷上去凉凉的[doge]', '云南白药，马拉松都喷这个[doge]']"
15,103,15_这波贪了_比春晚好看_派对r_春晚那些会跳舞的机器人哪去了,"['这波贪了', '比春晚好看', '派对r', '春晚那些会跳舞的机器人哪去了', '春晚都不知道淘汰多少个有故障的机器人了', '春晚的机器人都能后空翻了', '最后宇树机器人', '活在这个时代真好啊能看到整个发展过程哈哈哈', '真的比春晚好看', '看这些笨拙的机器人和春晚表演武术的机器人']","['这波贪了，应该留着春晚看的', '比春晚好看[大笑R]', '比春晚好看[笑哭R]']"
16,99,16_亦庄_扯脸h_义庄_亦庄真是个神奇的地方,"['亦庄', '扯脸h', '义庄', '亦庄真是个神奇的地方', '亦庄这个地方还是太复杂了', '奕字庄', '简化为了', '是不是举办地方有点说法', '没事别开车去亦庄', '的和猎场']","['果然是“亦庄”', '不是\n“亦庄”和“义庄”不是一回事，只是读音相同，但字和意思都完全不同。亦庄的名字由来和古代的“义庄”（宗族慈善机构或停尸房）没有关系。\n关于“亦庄”名字的由来，流传最广且有史料支持的说法是，这里曾是清代“奕字营”的兵营所在地。清末，一位姓祁的富商在此买地建庄园，取名为“奕字庄”。后来，人们为了书写方便，逐渐将“奕字庄”简化为了“亦庄”。\n“义庄”在古代其实是一种慈善机构，由宗族或乡绅创办，主要功能是救济族人、资助教育、办理婚丧等，并非只是影视剧里演的停尸房。将亦庄和义庄联系起来，更多是民间的一种谐音附会。', '名字就很诡异 亦庄[捂脸R][捂脸R]']"
17,90,17_比赛不重要_看脑袋就是宇树_纯是过来整活的_最后反正是全军覆没,"['比赛不重要', '看脑袋就是宇树', '纯是过来整活的', '最后反正是全军覆没', '然后自己编程灌软件参赛', '玉树第几', '现在进化到10m', '看了他们采访', '短期内这么多品牌也搓出来了', '是北京天九的']","['其实了解下来，这个马拉松考验的更多人机器人的耐力，就是使用时长、耐不耐摔，我觉得宇树在精细动作领域很好啊。就像手机一样，有拍照好看，有耐用的。荣耀的，看了他们采访，散热、视像这些都用的手机的，肯定有优势嘛。我觉得能参加的团队都是机器人领域顶尖了[派对R]', '破案了 这个就是宇树G1[doge]春晚的武BOT[doge]', '不是，5个外国参赛队，都是德法之类的大学，但是他们还无法完成硬件制造，买的是宇树的机器人，然后自己编程灌软件参赛。最后反正是全军覆没，这行业现在也是只有中美在正经在赛道上，其他的国家现在是气氛组。']"
18,85,18_钛合金膝盖_伤膝盖_没事_注意保护膝盖,"['钛合金膝盖', '伤膝盖', '没事', '注意保护膝盖', '新膝盖', '无所畏了', '真正的物理铁膝盖', '氨糖', '没事马上就能有机器人医生给换膝盖', '没有恢复期']","['伤膝盖，但是锻炼臀肌', '工程师：真·钛合金膝盖，小子', '真·钛合金膝盖']"
19,82,19_豆包_看见豆脚没_突然想起来了那个豆脚_看个豆角的集合,"['豆包', '看见豆脚没', '突然想起来了那个豆脚', '看个豆角的集合', '看到了一个长脚豆包的作者发了一个视频', '疑似豆包小号', '疑似猪圈', '笑得我肚子啊啊啊啊啊', '啥意思', '好吓人啊']","['看个豆角的集合。[doge][doge]', '豆包 豆脚', '底特律：豆包']"
20,72,20_要花生米_没有凉皮派吗_派留给我中不中_笑死我了评论区,"['要花生米', '没有凉皮派吗', '派留给我中不中', '笑死我了评论区', '真的美滋滋', '皱眉r', '萌萌哒r', '工程师', '捂嘴笑r', '色色r']","['s还有白砂糖，真的美滋滋', '凉面他们吃，派留给我中不中', '要花生米！要花生米！']"
21,65,21_你可以尝试一下跑步的时候抱紧双臂_机器人跑步也要摆臂吗_吧唧r_没手臂也得有其它配重平衡啊或是陀螺仪啊,"['你可以尝试一下跑步的时候抱紧双臂', '机器人跑步也要摆臂吗', '吧唧r', '没手臂也得有其它配重平衡啊或是陀螺仪啊', '求问原理', '是不是做了手影响平衡', '甩臂会保持平衡', '甩臂那个是不是后来胳膊还掉了', '甩起来更有助于平衡', '看看不甩臂跑的协调不']","['机器人跑步也要摆臂吗', '机器人跑步也要摆臂吗？', '你可以尝试一下跑步的时候抱紧双臂，就明白了[害羞R]']"
22,65,22_假酒喝多了_大笑r_昨晚上宿醉了_的假酒吧,"['假酒喝多了', '大笑r', '昨晚上宿醉了', '的假酒吧', '是不是都是一场', '昨晚喝多了', '第一个是喝醉酒了', '第一个喝高了', '第一个喝多了吧', '红色那个没喝']","['喝醉了还没醒[大笑R][大笑R]', '假酒喝多了[笑哭R]', '假酒喝多了']"
23,57,23_更容易猝死了_熬夜_很容易猝死_高强度运动,"['更容易猝死了', '熬夜', '很容易猝死', '高强度运动', '完了', '程序猿这个岗位', '既要熬夜', '昨晚熬夜锻炼了一晚上', '活下来的绝对精英', '然后增加猝死概率']","['更容易猝死了[捂脸R]', '熬夜+高强度运动，死得更快了[笑哭R][汗颜R]', '熬夜+高强度运动，咋感觉猝死概率更大了呢[笑哭R]']"
24,56,24_元气仔_元气仔最像人_看到我们家闪电的身影了_特别设立一些单项奖,"['元气仔', '元气仔最像人', '看到我们家闪电的身影了', '特别设立一些单项奖', '特别可爱', '没有双脚腾空', '旺柴', '害羞r', '红色心形r', '哇r']","['元气仔  将获得——动作标准奖！[点赞R]', '元气仔最像人[派对R]', '元气仔最像人[笑哭R]应该在竞速之外，特别设立一些单项奖，比如最像人的[笑哭R]']"
25,54,25_红色闪电_闪电_红色三倍速_红衣教主,"['红色闪电', '闪电', '红色三倍速', '红衣教主', '红色的是honor', '红色的好激情啊', '红色的像自爆兵', '红色的你自己看吧', '红色有角三倍速懂伐', '红色使徒']","['红色闪电，真猛[点赞R]', '红色闪电⚡真的强[点赞R]', '红色闪电']"
26,53,26_加油_加电_还有人叫加油_加油加油,"['加油', '加电', '还有人叫加油', '加油加油', '稳了', '王者听得懂吗', '旁边喊加油', 'mean', 'mrga', '新能源']","['加油 具象化了', '加油！加油', '加油💪中国制造，作者的解读到位']"
27,53,27_鲁班七号_感觉好像小鲁班_小鲁班乒乓小将_小鲁班,"['鲁班七号', '感觉好像小鲁班', '小鲁班乒乓小将', '小鲁班', '是你吗鲁班', '终于有人和我一样觉得像小鲁班了', '王者投一个鲁班七号呗', '智商250', '机器人版', '小短腿好可爱']","['鲁班七号？', '鲁班七号', '鲁...鲁班七号']"
28,52,28_爆一地装备_爆了一地装备_爆了一地的_碰瓷呀,"['爆一地装备', '爆了一地装备', '爆了一地的', '碰瓷呀', '确实爆装备了', '真的是爆了一地装备', '真特么恐怖', '看出来装备党不如裸奔了', '爆率真高啊', '爆率好高一地装备']","['哎呀，爆一地装备，笑死了', '这爆率太高了吧，爆一地装备[偷笑R]', '爆一地装备，可怜的[偷笑R]']"
