comment_id,帖子id,post_category,comment,hit_keywords,match_source,matched_snippet
69e4a853000000001401d425,69e481e8000000002003ad94,强势|服务者,什么时候机器人能发展到为我出去给各位老板打工为我赚工资[doge]，而不是老板自己准备活人或机器人进行劳动创造价值。这才是解放生产力，又不会让人失业没工资而无法幸福地生存[doge]。,失业,manual_keywords,…]，而不是老板自己准备活人或机器人进行劳动创造价值。这才是解放生产力，又不会让人失业没工资而无法幸福地生存[doge]。
69e4a6350000000014018819,69e481e8000000002003ad94,强势|服务者,懂了，以后某些工作岗位被机器人替代以后又会新增一个岗位—机器人维护员,替代,manual_keywords,懂了，以后某些工作岗位被机器人替代以后又会新增一个岗位—机器人维护员
69e4a5b6000000001401b819,69e481e8000000002003ad94,强势|服务者,机器人不会替代人类，因为每个机器人需要好几个人来维护[doge],替代,manual_keywords,机器人不会替代人类，因为每个机器人需要好几个人来维护[doge]
69e4a3da0000000014019821,69e481e8000000002003ad94,强势|服务者,这样看来大家都不再怕失业了，一个机器人需要三个工作人员，就是说一个机器人能带来三个工作岗位[笑哭R][笑哭R],失业,manual_keywords,这样看来大家都不再怕失业了，一个机器人需要三个工作人员，就是说一个机器人能带来三个工作岗位[笑哭R][笑…
69e4a1d6000000001401a42a,69e481e8000000002003ad94,强势|服务者,将来工作可以机器人替代 社保机器人也交吗[笑哭R],替代,manual_keywords,将来工作可以机器人替代 社保机器人也交吗[笑哭R]
69e4a1ce0000000014018c11,69e481e8000000002003ad94,强势|服务者,智能坐席替代了人工客服，AI替代了码农，自动驾驶替代了的士司机，人形机器人要替代外卖小哥了…,替代,manual_keywords,智能坐席替代了人工客服，AI替代了码农，自动驾驶替代了的士司机，人形机器人要替代外卖小哥了…
69e4a0a2000000001401e007,69e481e8000000002003ad94,强势|服务者,认真研究下消防员高危场景代替，比这个更有价值替代,替代,manual_keywords,认真研究下消防员高危场景代替，比这个更有价值替代
69e49ff2000000001401c849,69e481e8000000002003ad94,强势|服务者,感觉很快一线的苦活要被替代很多，摆摊去[汗颜R],替代,manual_keywords,感觉很快一线的苦活要被替代很多，摆摊去[汗颜R]
69e48e1c000000001401c819,69e481e8000000002003ad94,强势|服务者,Ai横行以后，我就失业了，我以后是不是找工作都是服务机器人的，给它们喷裤裆之类的活儿？[捂脸R],失业,manual_keywords,Ai横行以后，我就失业了，我以后是不是找工作都是服务机器人的，给它们喷裤裆之类的活儿？[捂脸R]
69e6a9d00000000014019c03,69e481e8000000002003ad94,强势|服务者,本意替代人工，现在要三个人给他服务[捂脸R],替代,manual_keywords,本意替代人工，现在要三个人给他服务[捂脸R]
69e6f485000000001401bc16,69e481e8000000002003ad94,强势|服务者,尽搞些没用的，不要再追什么机器人了，不要傻了，以后机器人取代人类做事，那不是就有很多人失业了啊，人就都没用了，还追机器人,失业,manual_keywords,…没用的，不要再追什么机器人了，不要傻了，以后机器人取代人类做事，那不是就有很多人失业了啊，人就都没用了，还追机器人
69e5e937000000001401a438,69e481e8000000002003ad94,强势|服务者,真抽象....一个机器人四五个人伺候，要来干啥？机器人造来是伺候人类的，如果不能方便人类，那就是资本又来靠新型科技圈钱了，到最后钱到手直接撤走，留下失业、满目疮痍的社会现状,失业,manual_keywords,…的，如果不能方便人类，那就是资本又来靠新型科技圈钱了，到最后钱到手直接撤走，留下失业、满目疮痍的社会现状
69e52dbf000000001401b003,69e481e8000000002003ad94,强势|服务者,可以跑马拉松的意义是什么？ 不是应该要测试精准度，可以替代工厂工人或危险的工作。,替代,manual_keywords,可以跑马拉松的意义是什么？ 不是应该要测试精准度，可以替代工厂工人或危险的工作。
69e4de36000000001401dc30,69e481e8000000002003ad94,强势|服务者,不知道机器人参加马拉松比赛意义的人要么是真的什么也不知道，要么是注定要被机器人替代的职业人,替代,manual_keywords,不知道机器人参加马拉松比赛意义的人要么是真的什么也不知道，要么是注定要被机器人替代的职业人
69e4948f000000001401d432,69e481e8000000002003ad94,强势|服务者,谁说ai会让人失业？这不一下就创造了三个就业岗位吗,失业,manual_keywords,谁说ai会让人失业？这不一下就创造了三个就业岗位吗
69e49397000000001401c01c,69e481e8000000002003ad94,强势|服务者,这有意思吗？生活不能自理的整他干啥啊？一个机器人替代一个人的工作，然后需要五个人的维护团队,替代,manual_keywords,这有意思吗？生活不能自理的整他干啥啊？一个机器人替代一个人的工作，然后需要五个人的维护团队
69e825f3000000001401c007,69e4426b000000001d01c7ed,中性|观众,@小红薯686A376C 机器人永远替代不了人类哈哈哈,替代,manual_keywords,@小红薯686A376C 机器人永远替代不了人类哈哈哈
69e472d8000000001401e400,69e4426b000000001d01c7ed,中性|观众,因为人形能替代人类做更多人类的家务和工作，比如站在我的厨房了给我备菜炒菜洗碗刷锅，完了还能替我去学校接娃回来完了还能陪娃下楼跑步完了回来洗衣服上阳台晾衣服[笑哭R][笑哭R]哈哈哈哈哈哈我幻想这一天很久了，想来想去只能使人型才能都胜任[笑哭R][笑哭R][笑哭R],替代,manual_keywords,因为人形能替代人类做更多人类的家务和工作，比如站在我的厨房了给我备菜炒菜洗碗刷锅，完了还能替我…
69e8e079000000001401dc12,69e4426b000000001d01c7ed,中性|观众,之前看过一个视频是说之所以那么费力的一定要制造人型机器人是因为生活中大部分设计都是为了方便人类使用的 只有人形机器人才可以更好的替代人类在日常生活或者是其他方面完成任务,替代,manual_keywords,…型机器人是因为生活中大部分设计都是为了方便人类使用的 只有人形机器人才可以更好的替代人类在日常生活或者是其他方面完成任务
69dbadd9000000000d034d8d,69da7e87000000001a03484e,成功|观众,会不会不被允许，不然救护车要失业了,失业,manual_keywords,会不会不被允许，不然救护车要失业了
69de3ff900000000020291ef,69da7e87000000001a03484e,成功|观众,会不会能替代外卖小哥送外卖快递[偷笑R],替代,manual_keywords,会不会能替代外卖小哥送外卖快递[偷笑R]
69db1c610000000015007e3e,69da7e87000000001a03484e,成功|观众,现在都要失业了，还要考虑老了买机器人吗，哪来的钱,失业,manual_keywords,现在都要失业了，还要考虑老了买机器人吗，哪来的钱
69dbd5560000000035008a68,69da7e87000000001a03484e,成功|观众,外卖员，可能大多数30岁以后就会失业了[捂脸R],失业,manual_keywords,外卖员，可能大多数30岁以后就会失业了[捂脸R]
69dc3a29000000000103d160,69da7e87000000001a03484e,成功|观众,机器人多贵！机器人被车撞了你得重新买一个，外卖员被车撞了就赖给外卖员自己不遵守交通规则0成本的[doge][doge][doge]机器人把餐食打翻了平台得赔钱，外卖员打翻了自己垫着[doge][doge][doge]你是老板你选择机器人还是外卖员，就这么说就国内的人力成本除了没有厂里，不然机器人暂时还替代不了人力,替代,manual_keywords,…板你选择机器人还是外卖员，就这么说就国内的人力成本除了没有厂里，不然机器人暂时还替代不了人力
69db863f00000000010041c8,69da7e87000000001a03484e,成功|观众,人形机器人，人能干的事机器人都得能干，这样才能替代人,替代,manual_keywords,人形机器人，人能干的事机器人都得能干，这样才能替代人
69e107b1000000001401b01c,69da7e87000000001a03484e,成功|观众,因为拟人，最直接的就是家政机器人和养老机器人，护理机器人，这些轮子可以替代吗？,替代,manual_keywords,因为拟人，最直接的就是家政机器人和养老机器人，护理机器人，这些轮子可以替代吗？
69db11640000000001004dcc,69da7e87000000001a03484e,成功|观众,很快你就会失业，回家种地种田，科技领先人类,失业,manual_keywords,很快你就会失业，回家种地种田，科技领先人类
69db1ea7000000000d035557,69da7e87000000001a03484e,成功|观众,反正就是取代人类呗  坐办公室的刚被AI取代失业 出来一看连最基础的工作岗位都没了[大笑R],失业,manual_keywords,反正就是取代人类呗  坐办公室的刚被AI取代失业 出来一看连最基础的工作岗位都没了[大笑R]
69dbb5ca000000000103f208,69da7e87000000001a03484e,成功|观众,没准以后外卖员也失业了[汗颜R],失业,manual_keywords,没准以后外卖员也失业了[汗颜R]
69db150300000000350246dc,69da7e87000000001a03484e,成功|观众,以后结合ai就可以替代大量的牛马了[偷笑R],替代,manual_keywords,以后结合ai就可以替代大量的牛马了[偷笑R]
69db15ca000000000c032b5e,69da7e87000000001a03484e,成功|观众,做成人形的目的就是要替代人类干活,替代,manual_keywords,做成人形的目的就是要替代人类干活
69db2a1a000000001400a088,69da7e87000000001a03484e,成功|观众,用处大了好吗，名义上是马拉松实际上是在做技术验证，未来替代危险的事情让机器人上，比方说救火，战争，排雷等,替代,manual_keywords,用处大了好吗，名义上是马拉松实际上是在做技术验证，未来替代危险的事情让机器人上，比方说救火，战争，排雷等
69db10e700000000140098df,69da7e87000000001a03484e,成功|观众,因为可以全场景替代你这样的。,替代,manual_keywords,因为可以全场景替代你这样的。
69db1358000000000103c7a5,69da7e87000000001a03484e,成功|观众,对的，机器人最大作用就应该是替代人类劳动，最大的通用场景应该模仿人类的双手及手指。这两条腿跑步是想干啥？替代我去跑步，替代我爬楼梯？,替代,manual_keywords,对的，机器人最大作用就应该是替代人类劳动，最大的通用场景应该模仿人类的双手及手指。这两条腿跑步是想干啥？替代我去…
69e5a258000000001401a411,69e42cc100000000220001ad,弱势|观众,机器人最需要替代的领域是农业，很多农业场景是无法用单纯的某一个机器替代的，只有通用机器人是出路，比如山里的果园，你不可能每棵树都有能走车的路，只能靠脚走。有些需要依靠经验，比如哪个果子成熟度够了可以采摘这方面要靠AI，单纯的轮式收割机没有用。,替代,manual_keywords,机器人最需要替代的领域是农业，很多农业场景是无法用单纯的某一个机器替代的，只有通用机器人是出路，…
69e61e3a000000001401c82d,69e47f8f000000001f007203,all,会进化的啊，现在可以跑马拉松，等后面再进步了就可以做家务潜水替代高危工作了,替代,manual_keywords,会进化的啊，现在可以跑马拉松，等后面再进步了就可以做家务潜水替代高危工作了
69e79bee000000001401a810,69e47f8f000000001f007203,all,我也是这个意思，为啥不直接让他们开始干活，后来他们说要先测试，稳定了就可以替代,替代,manual_keywords,我也是这个意思，为啥不直接让他们开始干活，后来他们说要先测试，稳定了就可以替代
69e8adac000000001401bc1a,69e47f8f000000001f007203,all,如果技术成熟也许可以用在残障人士替代他们行走更远的路,替代,manual_keywords,如果技术成熟也许可以用在残障人士替代他们行走更远的路
69e6daaa000000001401e412,69e47f8f000000001f007203,all,现在人就是多，无处安放，多少失业了，让这个人有工作不是很好的？有钱的公司想不放过这个风口就投资，你没钱也不关你事,失业,manual_keywords,现在人就是多，无处安放，多少失业了，让这个人有工作不是很好的？有钱的公司想不放过这个风口就投资，你没钱也不关你事
69e56ec00000000014019806,69e47f8f000000001f007203,all,好是啊，人类的灵魂深处，AI替代不了，万一有一天系统崩盘，还无法修复，人类还是需要靠自己啊,替代,manual_keywords,好是啊，人类的灵魂深处，AI替代不了，万一有一天系统崩盘，还无法修复，人类还是需要靠自己啊
69e571ce000000001401a806,69e47f8f000000001f007203,all,对啊，至少我还有一点思想，等完全被机器人替代，连思想都不需要啦，以后大街上看见一个人类，那是很稀奇的行走艺术啊要被个大媒体争相报道吧……[笑哭R],替代,manual_keywords,对啊，至少我还有一点思想，等完全被机器人替代，连思想都不需要啦，以后大街上看见一个人类，那是很稀奇的行走艺术啊要被个大媒体争…
69e58108000000002b02a58d,69e47f8f000000001f007203,all,以后可以送外卖，可以去救人，可以鲨人，然后人类失业啥也不用干,失业,manual_keywords,以后可以送外卖，可以去救人，可以鲨人，然后人类失业啥也不用干
69e8177c000000001401c010,69e47f8f000000001f007203,all,ai只会替代人机 有创造力的人会把ai变成工具,替代,manual_keywords,ai只会替代人机 有创造力的人会把ai变成工具
69e57123000000001401a400,69e47f8f000000001f007203,all,技术的强大会弱化人类的本能……以及思考能力，现在打字替代写字，到现在连打字都不需要了哎……作业用AI就做完了，然后上学教育的意义到底还有没有意义啊，文凭还需要吗？ 只要AI 好像什么都可以又好像什么事都做不了啊[笑哭R],替代,manual_keywords,技术的强大会弱化人类的本能……以及思考能力，现在打字替代写字，到现在连打字都不需要了哎……作业用AI就做完了，然后上学教育的意义到底还有…
69e5744a000000001401e007,69e47f8f000000001f007203,all,你不知道自动化机器其实就是在模仿替代人类要完成的动作吗？机器人指令、平衡……哪项技术是没用的无聊的？现在把机器做个人形，你就看不到内核了，你这挺容易被蒙蔽双眼啊,替代,manual_keywords,你不知道自动化机器其实就是在模仿替代人类要完成的动作吗？机器人指令、平衡……哪项技术是没用的无聊的？现在把机器做个人…
69e49cf9000000001401cc31,69e481e8000000002003ad94,强势|服务者,战场上替代人，巷战用人形机器人，热成像，红外瞄准一体，左肩抗炮，右手端枪。不然到时候你上去打巷战？,替代,manual_keywords,战场上替代人，巷战用人形机器人，热成像，红外瞄准一体，左肩抗炮，右手端枪。不然到时候你上去…
69e51d8e000000001401bc00,69e481e8000000002003ad94,强势|服务者,以后只需要3个人伺候n个机器人就行了，然后替代3n个岗位,替代,manual_keywords,以后只需要3个人伺候n个机器人就行了，然后替代3n个岗位
69e49435000000001401e01f,69e481e8000000002003ad94,强势|服务者,当这个人形能翻山越岭的时候就不是轮子能替代的了,替代,manual_keywords,当这个人形能翻山越岭的时候就不是轮子能替代的了
69e49f7a000000001401d408,69e481e8000000002003ad94,强势|服务者,它要替代的是人，不是替代轮子[doge],替代,manual_keywords,它要替代的是人，不是替代轮子[doge]
69e4a763000000001401cc27,69e481e8000000002003ad94,强势|服务者,但是它要替代你啊,替代,manual_keywords,但是它要替代你啊
69e4a847000000001401a00b,69e481e8000000002003ad94,强势|服务者,[偷笑R]为了替代你，以后你的岗位就变成他的了,替代,manual_keywords,[偷笑R]为了替代你，以后你的岗位就变成他的了
69e4a8ab000000002b028df3,69e481e8000000002003ad94,强势|服务者,替代喔做事，不是非要模仿我我的样子。飞机不像鸟，汽车也不像马,替代,manual_keywords,替代喔做事，不是非要模仿我我的样子。飞机不像鸟，汽车也不像马
69e4a948000000001401dc0a,69e481e8000000002003ad94,强势|服务者,因为服务于人 ，很多场景是为人考虑的，然后替代人。所以是通用机器人是需要设计人形的。,替代,manual_keywords,因为服务于人 ，很多场景是为人考虑的，然后替代人。所以是通用机器人是需要设计人形的。
69e538990000000014019402,69e481e8000000002003ad94,强势|服务者,轮子那是算车辆了，现代机器人考虑人形的根本核心，是致力于未来可以替代人类去做危险的工作，使人类可以不必冒着巨大生命安全风险去做不得不做的工作，比如巡边、巡山、救援、高辐射区域探索、高风险回收采集、机器人一旦建立生产线批量生产，几万块就可以购入一个高硬件配置、高版本系统的一流产品，几千块就可以买一个具备综合家务能力的家庭助理型机器人，甚至可以有专门的AI模型来训练可以照顾老人和残障人士起居生活，当然要警惕资本的深度介入和干扰市场，总之人形机器人并没有网上很多人说的那么不堪，大多都是在恶意攻击而已，手机当年出来时候也是这样的，许多人都有行业、职业被取代的焦虑。,替代,manual_keywords,轮子那是算车辆了，现代机器人考虑人形的根本核心，是致力于未来可以替代人类去做危险的工作，使人类可以不必冒着巨大生命安全风险去做不得不做的工作，比如巡…
69e58cbc000000001401b002,69e481e8000000002003ad94,强势|服务者,人体经过几百万年的进化，对环境适应力是相当强的，拟人可以替代未来很多人类做的体力工作。比如战争、家政和性需求[暗中观察R]。首先轮型的通过能力就不如双足或四足，且人型视野广占地小易隐蔽。,替代,manual_keywords,人体经过几百万年的进化，对环境适应力是相当强的，拟人可以替代未来很多人类做的体力工作。比如战争、家政和性需求[暗中观察R]。首先轮型的通过能…
69e58d7b0000000014018c0c,69e481e8000000002003ad94,强势|服务者,未来战争考虑的首先要能替代人的功能，然后才能找到超越人的功能的机器人。地毯式轰炸固然比人强，但战争只是政治的延续，不等于毁灭，占领一片废土则毫无意义。,替代,manual_keywords,未来战争考虑的首先要能替代人的功能，然后才能找到超越人的功能的机器人。地毯式轰炸固然比人强，但战争只是政治…
69e58ecf000000001401cc12,69e481e8000000002003ad94,强势|服务者,人型才能无损替代人[doge],替代,manual_keywords,人型才能无损替代人[doge]
69e598c9000000001401c808,69e481e8000000002003ad94,强势|服务者,要替代谁就用谁的样子,替代,manual_keywords,要替代谁就用谁的样子
69e5a7c1000000001401c40f,69e481e8000000002003ad94,强势|服务者,说到底，不就是替代人么[失望R],替代,manual_keywords,说到底，不就是替代人么[失望R]
69e6037f0000000014018c1a,69e481e8000000002003ad94,强势|服务者,技术成熟可以替代人从事高危岗位，像是救援强险之类的,替代,manual_keywords,技术成熟可以替代人从事高危岗位，像是救援强险之类的
69e60f8a000000001401882d,69e481e8000000002003ad94,强势|服务者,很多事可以做啊，比如火灾救援 家政 保洁 工地，可以替代掉一大堆职业，很庞大的市场,替代,manual_keywords,很多事可以做啊，比如火灾救援 家政 保洁 工地，可以替代掉一大堆职业，很庞大的市场
69ec2ca7000000002b02bbe3,69e481e8000000002003ad94,强势|服务者,你猜机器人以后要替代谁[偷笑R],替代,manual_keywords,你猜机器人以后要替代谁[偷笑R]
69e499e1000000001401e80f,69e481e8000000002003ad94,强势|服务者,为了研究替代你的办法，还能为什么？有这么难理解吗？,替代,manual_keywords,为了研究替代你的办法，还能为什么？有这么难理解吗？
69e8b16f000000001401a008,69e481e8000000002003ad94,强势|服务者,不用担心失业了,失业,manual_keywords,不用担心失业了
69e5c0e90000000014019822,69e481e8000000002003ad94,强势|服务者,起鸡皮疙瘩是正常的，按现在机器人的迭代速度，可以乐观的预估，在不长的时间里，人型机器人将参与到人类的日常工作生活中去。低端重复劳动将不开避免的被机器人替代。,替代,manual_keywords,…间里，人型机器人将参与到人类的日常工作生活中去。低端重复劳动将不开避免的被机器人替代。
69e4a0f0000000001401dc33,69e481e8000000002003ad94,强势|服务者,你怎么就知道这不是为了高危场景替代？,替代,manual_keywords,你怎么就知道这不是为了高危场景替代？
69e74e5e000000001401d839,69e481e8000000002003ad94,强势|服务者,替代体力工作[doge],替代,manual_keywords,替代体力工作[doge]
69e735630000000014019808,69e481e8000000002003ad94,强势|服务者,手机带相机的时候你是不是也这么说？思维发散一些，这玩意成熟度越高，在特定危险场景替代人类的可行性就越高，甚至战场,替代,manual_keywords,手机带相机的时候你是不是也这么说？思维发散一些，这玩意成熟度越高，在特定危险场景替代人类的可行性就越高，甚至战场
69e5bd84000000001401c40b,69e481e8000000002003ad94,强势|服务者,想要让它以后真能替代人干活，就要从最基本的走路跑步学起，现阶段如何一直跑的稳、跑的节能还没彻底解决，以后它的工作环境可是相当严苛的，不可靠不廉价肯定是不行的,替代,manual_keywords,想要让它以后真能替代人干活，就要从最基本的走路跑步学起，现阶段如何一直跑的稳、跑的节能还没彻底解决，…
69e5965b000000001401a401,69e481e8000000002003ad94,强势|服务者,替代人，你想想现在的工厂如果改造成自动化那要多少财力物力？类人型机器人研发成功，那么不用改造工厂直接机器人就行，有的还充当打下手的作用，比如一条生产线10个人开机，现在投入了5台机器人，人减少3个，也是赚，,替代,manual_keywords,替代人，你想想现在的工厂如果改造成自动化那要多少财力物力？类人型机器人研发成功，那么…
69e519f8000000001401bc10,69e481e8000000002003ad94,强势|服务者,先别笑，没准以后他会替代你的子孙后代上战场。,替代,manual_keywords,先别笑，没准以后他会替代你的子孙后代上战场。
