comment_id,exclude_reason,content
69e472330000000014018c1d,effective_tokens_lt_min,那个小的太可爱了
69e47227000000001401a414,effective_tokens_lt_min,地上还有个坐着的，[大笑R][大笑R][大笑R][大笑R][大笑R]
69e4721e000000001401901b,effective_tokens_lt_min,内小孩儿[黄金薯R]
69e4721b000000001401b027,effective_tokens_lt_min,好想把小的抱走喂奶
69e472120000000014019808,effective_tokens_lt_min,哈哈哈哈哈哈哈哈哈哈最后那个废的额笑死我了
69e4720d0000000014019818,effective_tokens_lt_min,小的好可爱
69e4720b000000001401e405,effective_tokens_lt_min,还得是小的可爱呀
69e471ae000000001401c82b,effective_tokens_lt_min,怕不是在让着小孩吧？[偷笑R][偷笑R]
69e470810000000014019426,effective_tokens_lt_min,机器人也让赛？
69e47077000000001401dc12,effective_tokens_lt_min,鞋子不跟脚[坏笑R]
69e46fd20000000014018824,effective_tokens_lt_min,大的低血糖了
69e46fc5000000001401b82e,effective_tokens_lt_min,大的还穿跑鞋了
69e46fab000000001401e818,effective_tokens_lt_min,小的好稳[笑哭R]
69e46f98000000001401c002,effective_tokens_lt_min,还以为那个大的是废的[笑哭R]
69e46f96000000001401dc22,effective_tokens_lt_min,骨盆后倾
69e46f95000000001401d421,effective_tokens_lt_min,那么多捡尸车坐的都是谁？
69e46f880000000014019013,empty_or_too_short,好搞笑
69e46f84000000001401a402,effective_tokens_lt_min,血栓了 [石化R]
69e46f83000000001401ac2d,effective_tokens_lt_min,大的要中暑了
69e46f42000000001401a814,effective_tokens_lt_min,豆包头呢
69e46f31000000001401d400,effective_tokens_lt_min,拿的奶瓶儿吗？[笑哭R]
69e46ea8000000001401c02e,effective_tokens_lt_min,以后可以发，这是我的来时路
69e46e55000000001401941b,duplicate_text,龟兔赛跑
69e46e47000000001401941f,effective_tokens_lt_min,打120啊
69e46dfb000000001401bc10,empty_or_too_short,中暑了
69e46cb8000000001401cc1f,effective_tokens_lt_min,还是小的机灵
69e46bee000000001401a804,effective_tokens_lt_min,这个运镜绝了[doge]
69e46ade000000001401d806,effective_tokens_lt_min,要想好。大让小[点赞R][点赞R][点赞R]
69e46ac9000000001401bc01,effective_tokens_lt_min,感觉有点欧亨利
69e46a98000000001401e809,effective_tokens_lt_min,笑死我了
69e46a36000000001401d844,effective_tokens_lt_min,小的像这个
69e469e7000000001401b024,effective_tokens_lt_min,还穿了鞋[笑哭R]
69e469d2000000001401dc28,effective_tokens_lt_min,机器人都有娃了，你呢？[doge]
69e469cd000000001401c41f,effective_tokens_lt_min,我笑出了聲
69e4696f000000001401b818,effective_tokens_lt_min,太诡异了
69e4696e000000001401b012,effective_tokens_lt_min,废的那个为啥穿救生衣啊[偷笑R]
69e4696a000000001401e030,effective_tokens_lt_min,笑死了[笑哭R]
69e46949000000001401d805,empty_or_too_short,小鲁班
69e46937000000001401dc08,effective_tokens_lt_min,小的逗死了
69e468ca0000000014019408,effective_tokens_lt_min,坐着那个发脾气了[笑哭R]
69e46888000000001401d418,effective_tokens_lt_min,还有这个
69e467d7000000001401ac33,effective_tokens_lt_min,小的好可爱啊
69e467af000000001401a02d,effective_tokens_lt_min,那小的走得挺好的[斜眼R]
69e46701000000001401a805,effective_tokens_lt_min,祖孙三代[doge][doge][doge]
69e466dd000000001401cc42,effective_tokens_lt_min,小的拎个奶瓶吧[偷笑R][偷笑R]
69e466ca000000001401e414,effective_tokens_lt_min,最后那个废的笑死了
69e466ba000000001401e405,effective_tokens_lt_min,怎么还有一个跑崩的坐在那[捂脸R]
69e4669e000000001401e416,effective_tokens_lt_min,哈哈，忘充满电了吧？
69e466870000000014019c20,effective_tokens_lt_min,小的可爱
69e46634000000001401a00f,effective_tokens_lt_min,笑死人了
69e465de000000001401942a,effective_tokens_lt_min,小的好可爱啊啊啊啊
69e465dd000000001401dc35,effective_tokens_lt_min,咋还在地上坐着一个[捂脸R]
69e465b6000000001401d811,effective_tokens_lt_min,大的这个脚上是不是穿的是个“对勾”啊哈哈哈哈哈哈
69e46554000000001401e805,empty_or_too_short,太逗了
69e46524000000001401a002,effective_tokens_lt_min,现在去还有吗
69e464e3000000001401901f,effective_tokens_lt_min,是不是喝了
69e4649a0000000014018c15,effective_tokens_lt_min,该不会是尊老爱幼，所以小的先走吧[偷笑R]
69e46497000000001401dc18,effective_tokens_lt_min,是今天吗
69e463e7000000001401a80c,effective_tokens_lt_min,你这配音。哈哈哈哈
69e463d4000000001401b831,effective_tokens_lt_min,哈哈哈哈哈低血糖了[捂脸R]
69e463a8000000001401e81e,effective_tokens_lt_min,撒娇不走了
69e463970000000014019c15,effective_tokens_lt_min,太喜感了
69e46375000000001401b01d,effective_tokens_lt_min,哦[捂脸R]怎么了哦哈哈哈哈
69e4634f0000000014019819,effective_tokens_lt_min,还坐着一个
69e46342000000001401a820,effective_tokens_lt_min,太可爱啦！！！
69e462d0000000001401a81d,duplicate_text,龟兔赛跑
69e462bc000000001401b822,effective_tokens_lt_min,哎呀 哈哈哈
69e4629e000000001401b824,effective_tokens_lt_min,还穿了双耐克
69e46217000000001401dc21,effective_tokens_lt_min,哈哈，大的没跑过小的？[偷笑R]
69e461ad000000001401c044,effective_tokens_lt_min,我也在这儿看的
69e4619d000000001401b801,effective_tokens_lt_min,🍼笑死了
69e4617b000000001401bc10,effective_tokens_lt_min,怎么还有半身不遂的[笑哭R]
69e46176000000001401c024,duplicate_text,龟兔赛跑
69e4612d000000001401c82f,effective_tokens_lt_min,还有个罢工的
69e460a1000000001401dc03,effective_tokens_lt_min,废的那个怎么没人管管呀
69e46094000000001401d43b,effective_tokens_lt_min,小的还拿个奶瓶
69e4608c000000001401ac1c,effective_tokens_lt_min,年轻真好
69e46028000000001401b010,effective_tokens_lt_min,找不到北了[大笑R]
69e45fe7000000001401bc24,effective_tokens_lt_min,一个躺平了[笑哭R]
69e45fe4000000001401dc3c,effective_tokens_lt_min,累瘫一个[捂脸R]
69e45fdc0000000014018814,effective_tokens_lt_min,累了歇会
69e45f82000000001401c83b,effective_tokens_lt_min,哈哈哈 好可爱
69e45f30000000001401cc22,effective_tokens_lt_min,怎么还有跑累了，坐地上了的
69e45f2d000000001401d433,effective_tokens_lt_min,我以为那个要跑吐了呢
69e45f21000000001401e435,duplicate_text,龟兔赛跑
69e45f0f000000001401c01d,effective_tokens_lt_min,还有累坐着的
69e45ef3000000001401981c,effective_tokens_lt_min,那个跑累了？直接摆烂了[偷笑R][偷笑R][偷笑R]
69e45eb9000000001401b828,effective_tokens_lt_min,边坐边跑
69e45eb1000000001401e801,effective_tokens_lt_min,小的太可爱了吧
69e45e7f000000001401a805,effective_tokens_lt_min,还有高手
69e45e68000000001401901e,effective_tokens_lt_min,是个女孩儿[萌萌哒R]
69e45e5a000000001401dc16,effective_tokens_lt_min,都是遥控的...
69e45e420000000014018c07,effective_tokens_lt_min,哟哟哟，那个穿鞋子呢？哈哈哈
69e45e0d000000001401bc1f,effective_tokens_lt_min,太呆了哈哈哈哈哈哈
69e45dbf000000001401c017,effective_tokens_lt_min,坐着那个是跑崩了吗[笑哭R]
69e45d6d000000001401c41a,effective_tokens_lt_min,[笑哭R]中暑了
69e45d05000000001401c024,effective_tokens_lt_min,那个崴脚了吧？所以坐着不起来
69e45ce2000000001401d40a,effective_tokens_lt_min,有什么作用？
69e45c8e000000001401e413,effective_tokens_lt_min,还有划拳的
69e45c56000000001401d423,effective_tokens_lt_min,标题绝了[笑哭R]
69e45c500000000014019407,effective_tokens_lt_min,大的是贴了肌贴吗？[doge]
69e45c4f000000001401e027,effective_tokens_lt_min,笑死我了
69e45bde000000001401b828,effective_tokens_lt_min,大的是朗逸的
69e45bd2000000001401bc00,effective_tokens_lt_min,还有儿童组啊
69e45b400000000014019419,effective_tokens_lt_min,小啾啾小可爱
69e45b0e000000001401bc14,effective_tokens_lt_min,大傻春和小鼻嘎
69e45ab1000000001401ac02,effective_tokens_lt_min,笑死我了
69e45a9c000000001401d81f,effective_tokens_lt_min,小的太可爱了
69e45a3f0000000014019000,effective_tokens_lt_min,笑死我了
69e459dd0000000014019803,effective_tokens_lt_min,废的没人管了[捂脸R]
69e457a7000000001401c815,effective_tokens_lt_min,废的这个好有喜感[笑哭R]
69e45794000000001401a801,effective_tokens_lt_min,遥控的呀
69e45778000000001401b00b,effective_tokens_lt_min,还穿鞋的？
69e4575b000000001401c80d,effective_tokens_lt_min,还有一个坐地上的
69e4569e0000000014019816,effective_tokens_lt_min,哇靠笑死我了
69e455d7000000001401e432,effective_tokens_lt_min,像我犯低血糖
69e44aaf000000001401d40c,effective_tokens_lt_min,还有跑不过它的[微笑R]
69f3649f0000000027029583,effective_tokens_lt_min,[doge]
69f33a7d000000002803da2b,effective_tokens_lt_min,[doge][doge]
69f1d901000000000d021401,effective_tokens_lt_min,[新月R][满月R]
69eb666e0000000028035e4b,duplicate_text,龟兔赛跑
69eb51310000000029011921,effective_tokens_lt_min,咋的？喝麻了？[偷笑R]
69ea25b1000000001401a005,effective_tokens_lt_min,哈哈哈哈哈哈😂
69ea0d2b000000001401c010,effective_tokens_lt_min,[笑哭R]
69e9af30000000001401941a,effective_tokens_lt_min,[偷笑R]
69e99ddd000000001401d401,effective_tokens_lt_min,[笑哭R]
69e84d43000000001401a80c,empty_or_too_short,哈哈哈
69e80cc8000000001401d804,effective_tokens_lt_min,笑死我了
69e7682a000000001401bc39,effective_tokens_lt_min,碰瓷的[笑哭R]
69e6e9a9000000001401dc0c,effective_tokens_lt_min,[偷笑R][偷笑R]
69e6defd0000000014018c04,effective_tokens_lt_min,别闹了行吗
69e6d0be0000000014018c0a,effective_tokens_lt_min,哈哈哈哈😂
69e6a9b10000000014018c05,effective_tokens_lt_min,真特么闹挺，[偷笑R][偷笑R][偷笑R]
69e63af5000000001401e836,duplicate_text,龟兔赛跑？
69e625ed000000001401d435,effective_tokens_lt_min,[笑哭R]
69e604dd000000001401d806,effective_tokens_lt_min,怎么个事儿，讹上了？
69e5f6e4000000001401e01c,effective_tokens_lt_min,哈哈哈哈😄😄
69e5ef51000000001401bc2e,effective_tokens_lt_min,[汗颜R]
69e5e6a3000000001401d81e,effective_tokens_lt_min,笑死啊！咋就低血糖犯了呢？
69e5d7d6000000001401b020,empty_or_too_short,笑死了
69e5c04d000000001401b016,empty_or_too_short,哈哈哈
69e5b8d80000000014018c00,empty_or_too_short,哈哈哈
69e5b3c1000000001401bc12,effective_tokens_lt_min,哈哈哈哈哈🤣
69e5b1ed000000001401bc17,effective_tokens_lt_min,[笑哭R]
69e5a9700000000014018815,effective_tokens_lt_min,哈哈哈哈[捂脸R]
69e5a4ec000000001401e42e,empty_or_too_short,嘿嘿嘿
69e5a4b7000000001401dc04,empty_or_too_short,二
69e5955c000000001401dc1d,effective_tokens_lt_min,莫名其妙
69e58d8f000000001401b007,duplicate_text,龟兔赛跑
69e58cd9000000001401dc0d,empty_or_too_short,哈哈哈
69e58666000000001401b80d,effective_tokens_lt_min,[doge]
69e58176000000001401d807,effective_tokens_lt_min,[偷笑R][偷笑R]
69e578b7000000001401881f,empty_or_too_short,哈哈哈
69e5677a000000001401d80c,effective_tokens_lt_min,[点赞R]
69e531820000000014019404,duplicate_text,龟兔赛跑
69e5193d000000001401e400,pure_digit_id,233333
69e4e981000000001401d823,effective_tokens_lt_min,[捂脸R]
69e4e11f000000001401e412,effective_tokens_lt_min,真的笑死了[笑哭R]
69e4dc26000000001401d412,effective_tokens_lt_min,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈看到这里笑死了哈哈哈哈哈哈哈哈哈哈
69e4d7d7000000001401d426,effective_tokens_lt_min,[偷笑R]
69e4d032000000001401b002,effective_tokens_lt_min,废的这个咋了[汗颜R]
69e4ce270000000014019409,effective_tokens_lt_min,[笑哭R][笑哭R][笑哭R]好好笑啊
69e4c06c000000001401d40b,effective_tokens_lt_min,这是想表达什么呢
69e4bc46000000001401e40f,effective_tokens_lt_min,哈哈哈哈[笑哭R]
69e4bc29000000001401d41a,effective_tokens_lt_min,[害羞R]
69e4b95e000000001401cc2c,effective_tokens_lt_min,[笑哭R]
69e4b716000000001401d808,effective_tokens_lt_min,哈哈哈哈哈哈哈[笑哭R]
69e4b1d0000000001401a80b,effective_tokens_lt_min,哈哈哈哈哈[大笑R]
69e4b149000000001401e016,effective_tokens_lt_min,[大笑R]
69e4b0a2000000001401a007,duplicate_text,龟兔赛跑
69e4ac79000000001401d846,effective_tokens_lt_min,[笑哭R]笑点一个又一个的哈哈哈
69e4a8e2000000001401e43d,duplicate_text,龟兔赛跑
69e4a5b6000000001401e428,effective_tokens_lt_min,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[笑哭R]
69e49ee40000000014019c17,effective_tokens_lt_min,这[哭惹R]
69e498dc000000001401e406,effective_tokens_lt_min,坐着这个碰瓷儿呢
69e49829000000001401e819,effective_tokens_lt_min,真的好吹啊
69e494ee000000001401e82e,effective_tokens_lt_min,净闹笑话
69e494550000000014019c16,effective_tokens_lt_min,[笑哭R]
69e493aa000000001401c00d,effective_tokens_lt_min,笑死我了
69e48e11000000001401e02c,effective_tokens_lt_min,哈哈哈[笑哭R]
69e48d79000000001401cc27,effective_tokens_lt_min,跟鬼一样
69e48811000000001401b008,empty_or_too_short,？
69e48660000000001401c827,effective_tokens_lt_min,[doge][doge][doge][嘻嘻R]
69e484b6000000001401bc30,effective_tokens_lt_min,[笑哭R]
69e483a2000000001401a822,effective_tokens_lt_min,[偷笑R]哈哈哈
69e48189000000001401d41b,effective_tokens_lt_min,[笑哭R][笑哭R][笑哭R]笑死
69e47946000000001401d829,effective_tokens_lt_min,[汗颜R]
69e47573000000001401e40e,empty_or_too_short,好荒谬
69e47444000000001401cc01,effective_tokens_lt_min,为啥删我评论
69e47223000000001401c011,effective_tokens_lt_min,120[偷笑R]
69e46f3c000000002b02872f,effective_tokens_lt_min,坐地上生谁气了？
69e46d64000000001401d41d,empty_or_too_short,哈哈哈
69e46bcb000000001401e01c,effective_tokens_lt_min,哈哈哈哈[捂脸R]
69e46686000000001401b821,effective_tokens_lt_min,坐地上想啥呢？
69e46534000000001401cc0b,effective_tokens_lt_min,哈哈哈哈哈哈哈[笑哭R]
69e45dcb000000001401dc26,effective_tokens_lt_min,哈哈哈😁
69e45c21000000001401c81e,effective_tokens_lt_min,这位坐这干啥呢
69e45557000000001401e007,effective_tokens_lt_min,哈哈哈[笑哭R]
69e9ef800000000014019c0f,effective_tokens_lt_min,丢人现眼
69e3bdb4000000001401d815,effective_tokens_lt_min,直接解体了[捂脸R][捂脸R][捂脸R][捂脸R][笑哭R][笑哭R][笑哭R][笑哭R]
69e2ebe5000000001401d833,effective_tokens_lt_min,输在了起跑线上[捂脸R]
69f59a690000000029012bc3,empty_or_too_short,厉害
69f1a6880000000027021f1e,effective_tokens_lt_min,多鸠余。。。
69edbfa4000000002900ebab,empty_or_too_short,真人机
69ebc9c8000000002902d98d,effective_tokens_lt_min,多了4个岗位
69eb600c000000002803842e,effective_tokens_lt_min,哈哈。结束带
69e36ff6000000001401cc32,effective_tokens_lt_min,工作人员：你说我是扫还是捡[doge]
69eb6b9e000000002902cd74,empty_or_too_short,太惨了
69eb5e71000000002803ac5c,effective_tokens_lt_min,一次性的[笑哭R]
69eb4626000000002800b826,effective_tokens_lt_min,爆装备了[笑哭R]
69eb4605000000002900c9e9,effective_tokens_lt_min,卫生员！！！！！
69eb3d6c000000002803d9a0,effective_tokens_lt_min,哎呀我的天
69eb346c000000001401cc37,effective_tokens_lt_min,这是爆装备了吗[偷笑R]
69eb345c000000001401dc0d,empty_or_too_short,跑散了
69eb25d1000000001401d804,empty_or_too_short,稀碎啊
69eb1a24000000001401bc24,effective_tokens_lt_min,我笑死了
69eb1851000000001401c82e,effective_tokens_lt_min,跑个步[微笑R]把自己爆了
69eaecbf0000000014019405,effective_tokens_lt_min,这装备爆🉐
69eae3ad000000001401c01b,effective_tokens_lt_min,这么碎，什么做的[笑哭R]
69ead9dd000000001401a007,empty_or_too_short,不结实
69eac7bc000000001401a402,effective_tokens_lt_min,憋了个大的
69eac295000000001401d430,effective_tokens_lt_min,都是遥控器，
69ea45270000000014019017,effective_tokens_lt_min,好可怜🥺
69e9f596000000001401e007,effective_tokens_lt_min,开局就拉了[石化R]
69e9d510000000001401e813,effective_tokens_lt_min,哈哈哈哈，又遥遥领先啦
69e9d0cd000000001401e006,effective_tokens_lt_min,这不试一下再跑吗
69e9bf950000000014019825,effective_tokens_lt_min,这叫马拉松啊。。。[扶墙R]
69e9b9eb000000001401d816,effective_tokens_lt_min,AI吧[笑哭R]
69e9b5a1000000001401a411,effective_tokens_lt_min,你们在哪里笑[捂脸R][捂脸R]
69e9ad0a000000001401b009,effective_tokens_lt_min,脑梗吗？
69e9a9d7000000001401e826,effective_tokens_lt_min,年终奖没了[捂脸R]
69e9a6c3000000001401980d,effective_tokens_lt_min,难怪那么绿
69e9a1e0000000001401941a,effective_tokens_lt_min,这是AI吧，怎么一摔就碎了
69e9a142000000001401d80f,effective_tokens_lt_min,大学生做的？
69e99f43000000001401c411,empty_or_too_short,太拉
69e99e95000000001401cc04,empty_or_too_short,何必呢
69e9978f000000001401902b,effective_tokens_lt_min,爆装备啦......
69e98dbb000000001401d41a,effective_tokens_lt_min,输在了起跑线上[笑哭R][捂脸R][捂脸R]
69e97dc7000000001401cc15,effective_tokens_lt_min,看着就痛～
69e97adc000000001401bc24,effective_tokens_lt_min,这只太脆了
69e96d68000000001401c40a,effective_tokens_lt_min,脑浆都摔出来了
69e965d7000000001401e015,empty_or_too_short,摔死了
69e96362000000001401c011,effective_tokens_lt_min,还蹬蹬腿
69e95723000000001401e806,effective_tokens_lt_min,摔疼了吧
69e94fe7000000001401b80a,empty_or_too_short,心疼
69e8f907000000001401bc06,duplicate_text,粉身碎骨浑不怕
69e8e94b000000001401b019,effective_tokens_lt_min,爆装备了[汗颜R]
69e8e6570000000014018c1a,effective_tokens_lt_min,好脆[偷笑R]
69e8e2ac000000001401bc11,effective_tokens_lt_min,这是自尽了吗
69e8d3ac000000001401a009,effective_tokens_lt_min,居然能摔的这么碎！
69e8ce1b000000001401a426,effective_tokens_lt_min,粉身碎骨啊
69e8cc8f000000001401d82e,effective_tokens_lt_min,遥遥领先[点赞R]
