topic_id,sample_rank,sample_source,comment_id,帖子id,comment_level,like_count,reply_count,robot_status,human_role,content
2,3,top_like,69e6e48a000000001401ac18,69e42cc100000000220001ad,2,168.0,,弱势,观众,"人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。

同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。
所以，人形态是最好的选择。"
2,4,cross_post,69e49974000000001401c404,69e48341000000001a02d0c4,2,80.0,,强势,观众,还有问为啥要做成人形的
2,5,cross_post,69e032c6000000003500aec3,69df625d0000000021005c63,2,69.0,,失败,观众,因为叫机器人啊，做成狗的叫机器狗，做成蜘蛛的叫机器蜘蛛。。这就是中文基本的表达方法。。又不像英文出现个啥就创造一个单词出来。。。。
2,6,cross_post,69db0336000000000d036d47,69da7e87000000001a03484e,2,62.0,,强势,观众,做成人形，就是各行各业通用
2,7,cross_post,69e42842000000001401dc18,69e40352000000002102fc75,2,38.0,,常态,服务者,仿生人不就是仿生机器人[doge]
2,8,random,69e61988000000001401e815,69e4426b000000001d01c7ed,2,0.0,,混合,观众,我觉得这种比完全像人一样的好[失望R]那种太恐怖了
2,9,random,69e5c0e90000000014019822,69e481e8000000002003ad94,2,0.0,,强势,服务者,起鸡皮疙瘩是正常的，按现在机器人的迭代速度，可以乐观的预估，在不长的时间里，人型机器人将参与到人类的日常工作生活中去。低端重复劳动将不开避免的被机器人替代。
2,10,random,69e0320a0000000002037885,69df625d0000000021005c63,2,19.0,,失败,观众,问了下豆包，人形机器人的核心优势是可以无缝适配人类世界[飞吻R]
3,1,top_like,69e48647000000001401c03c,69e481e8000000002003ad94,2,8645.0,,强势,服务者,快速散热的，但是可燃，有火花就直接烧
3,2,top_like,69e462de000000001401b01d,69e4426b000000001d01c7ed,2,547.0,,混合,观众,天气太热，中暑了吧
3,3,top_like,69e4898c000000001401b002,69e481e8000000002003ad94,2,335.0,,强势,服务者,感觉是压缩空气，降温用
3,4,cross_post,69e438c3000000001401e427,69e41e24000000001a025f1a,2,110.0,,失败,观众,背后加入冷却冰块，后面车上人有冰桶，过一阵就往里面倒，挺好玩的
3,5,cross_post,69e49c21000000001401b828,69e4551e000000001f005895,2,46.0,,强势,被超越者,会自焚的降温跟不上的话[捂脸R]
3,6,cross_post,69e734fa000000001401ac18,69e634590000000022003bb5,2,37.0,,常态,观众,自主，喷的是降温用的
3,7,cross_post,69ea3f340000000014013803,69e48b0b000000001a02578c,2,25.0,,失败,服务者,时间一长，什么不需要额外降温
3,8,random,69e633820000000014018831,69e481e8000000002003ad94,2,0.0,,强势,服务者,防冻液不行么
3,9,random,69e56feb000000001401a80e,69e481e8000000002003ad94,2,1.0,,强势,服务者,液氮或者液化二氧化碳
3,10,random,69e46d3a000000001401ac20,69e43b14000000001a02e095,2,0.0,,弱势,服务者,润一下关节[笑哭R]
4,1,top_like,69e58a710000000014018c12,69e47f8f000000001f007203,2,559.0,,混合,观众,其实就和摩托车，赛车比赛一样。对普通观众来说，不过是速度与激情的玩物。但会大力提升，刺激  汽车，摩托等相关产业部件的发展 。而一个稳定强，续航性强，可以翻山越岭的，无视地形的机器人  如果作为国防力量[doge]
4,2,top_like,69e4b1fa000000001401c82c,69e48341000000001a02d0c4,2,251.0,,强势,观众,现在迭代这么快，应该十年内就能实现。上一届机器人马拉松这群玩意儿还是连滚带爬的，一年就超过人类了。
4,3,top_like,69e58d6f000000001401a401,69e47f8f000000001f007203,2,209.0,,混合,观众,跑步考验机器人的稳定性，连贯性，散热，电池续航，是以后开发更多功能的基础。
4,4,cross_post,69e70ae9000000001401bc23,69e634590000000022003bb5,2,160.0,,常态,观众,我也觉得[捂脸R]外面的视频都是营销号剪的娱乐版 看多了审美疲劳。机器人半马明明是一件很有意义的事情，感谢你们国家的科技树长出了新的枝叶
4,5,cross_post,69e43e82000000001401ac0b,69e40352000000002102fc75,2,144.0,,常态,服务者,机器人跑步能保持平衡不摔，机动灵活，方向，续航，散热，就是技术的巨大进步，展现优势，未来能上战场必备的基本条件，这是一种技术展示[捂脸R]和比拼，
4,6,cross_post,69e46760000000001401d835,69e447d2000000001d01aa01,2,100.0,,强势,服务者,这就是一个公开的、实景路况测试，也是一个机器人企业“功夫”是否到家、软件硬件是否耐造以及数据采集的机会，行不行，拉出来溜溜，让所有企业有机会实打实的与同行较量比较，争取下次更好，有助于国产机器人的加速进步，
4,7,cross_post,69e4f759000000001401bc11,69e463df000000001b003017,2,92.0,,强势,服务者,其实稳定性、耐久性、灵活性等基础打好，智能化、AI等加进去真的不难，今年的人形机器人跟去年相比进步太多了
4,8,random,69db3457000000000c030e96,69da7e87000000001a03484e,2,0.0,,强势,观众,冷知识机器人也可以坐车，去月球应该适应坑洼不平的地，而不是比赛谁跑得快
4,9,random,69e659e30000000014018802,69df625d0000000021005c63,2,1.0,,失败,观众,谈不上作弊，这不过就是跑步特化机器人
4,10,random,69e8224d0000000014019814,69e47f8f000000001f007203,2,0.0,,混合,观众,这参加机器人马拉松还得有摩托车驾驶证
5,1,top_like,69e4b81d000000001401c836,69e48d54000000002102e178,2,634.0,,弱势,保护者,这小机器人坐得略显拘谨啊[笑哭R]
5,2,top_like,69e55e7b000000001401e40c,69e47f8f000000001f007203,2,634.0,,混合,观众,机器人也是人[大笑R]
5,3,top_like,69e433680000000014018c0d,69e42cc100000000220001ad,2,426.0,,弱势,观众,这个小机器人摔倒还能自己起来呢[派对R]
5,4,cross_post,69e45a6c000000001401a412,69e447d2000000001d01aa01,2,402.0,,强势,服务者,[扶墙R][扶墙R]机器人现在就有自己想法了吗，好高级[扶墙R]
5,5,cross_post,69e96076000000001401e809,69e46032000000001f002048,2,390.0,,常态,保护者,[doge]你完了，机器人崛起了要找你算账了
5,6,cross_post,69e44f7d000000001401c032,69e429b4000000001b00037a,2,161.0,,常态,观众,哈哈哈哈哈哈机器人也有自己的adhd
5,7,cross_post,69e586210000000014019813,69e481e8000000002003ad94,2,114.0,,强势,服务者,没事 机器人发展比你大脑发展快的多[doge][doge]
5,8,random,69dc67880000000035010328,69da7e87000000001a03484e,2,3.0,,强势,观众,哈哈哈哈机器人有自主意识了 ，也需要情绪价值
5,9,random,69e5c209000000001401dc0c,69e4426b000000001d01c7ed,2,0.0,,混合,观众,我可爱看这种机器人，好搞笑
5,10,random,69e838a9000000001401c418,69e47f8f000000001f007203,2,0.0,,混合,观众,很快他就能照顾你了，未来真有一天机器人投入家政行业就真的不用生孩子了
6,1,top_like,69e4da6a000000001401dc1f,69e4b08d000000001d01c1bc,2,713.0,,混合,观众,看到是压力测试下，长时间保持平衡的能力。可以双足行走不难，能双足行走四十公里，就很能耐了。
6,2,top_like,69e30add000000001401d834,69e2583b00000000230211ea,2,115.0,,失败,抢救者,[doge]先把那些楼梯都不会上的筛掉
6,3,top_like,69e48c50000000001401b81b,69e481e8000000002003ad94,2,50.0,,强势,服务者,比赛要求是两只脚倒蹬[doge][doge]
6,4,cross_post,69e43a95000000001401c805,69da7e87000000001a03484e,2,48.0,,强势,观众,科技发展啊，双腿更容易应对复杂地形啊。
6,5,cross_post,69e6e9f6000000001401bc1c,69e634590000000022003bb5,2,43.0,,常态,观众,因为距离长，都是单一动作～
6,6,cross_post,69e49b2a000000001401cc25,69e48341000000001a02d0c4,2,38.0,,强势,观众,不可以，必须两足，身高75至180cm
6,7,cross_post,69e46204000000001401e043,69e4426b000000001d01c7ed,2,34.0,,混合,观众,人类生活环境有不少阶梯和上下坡，四轮的可走不了这些路[doge]
6,8,random,69e5b2df000000001401b00f,69e481e8000000002003ad94,2,0.0,,强势,服务者,轮子没有补贴
6,9,random,69e6007b000000001401d426,69e481e8000000002003ad94,2,0.0,,强势,服务者,你想想在国家紧急时刻特殊地形的使用[doge]
6,10,random,69e4e940000000001401cc21,69e481e8000000002003ad94,2,1.0,,强势,服务者,给所有要动的都装上喷气式发动机和翅膀，否则没意义。
7,1,top_like,69e71e44000000001401a023,69e481e8000000002003ad94,2,290.0,,强势,服务者,打仗时候可以绑炸弹冲在前面，火场救援，灾区救援
7,2,top_like,69e493050000000014019008,69e481e8000000002003ad94,2,217.0,,强势,服务者,为巷战、为丛林战做准备。
7,3,top_like,69e72678000000001401d80c,69e481e8000000002003ad94,2,83.0,,强势,服务者,自由遐想一下战争前线突然窜出来这个东西，身上全是热武器冲你过来 你开了几枪也拦不住......[石化R]
7,4,cross_post,69db0fe10000000014009cfb,69da7e87000000001a03484e,2,63.0,,强势,观众,从火场里救人，咻咻咻的就跑出来了
7,5,cross_post,69e4998e000000001401dc16,69e4551e000000001f005895,2,61.0,,强势,被超越者,在战场上不需要跑死，只要接近就完犊子了[捂脸R]
7,6,cross_post,69e78bc8000000001401e425,69e634590000000022003bb5,2,19.0,,常态,观众,这玩意和火药一个道理，在我们这里是烟花，在别人那里是炮弹！但是我们现在肯定不会这么傻了[doge]
7,7,cross_post,69e4894a000000001401ac24,69e44278000000001a0217bb,2,13.0,,强势,被超越者,你可以想象一下，真正战场，一个机器人摔倒后碰到一群机器人，然后那群机器人应激乱开枪的场面[偷笑R]
7,8,random,69e56ff10000000014019411,69e481e8000000002003ad94,2,0.0,,强势,服务者,不用人上战场了啊
7,9,random,69eac8c6000000001401e81c,69e481e8000000002003ad94,2,6.0,,强势,服务者,他能跑得了马拉松，他就能扛着两把枪再揣着一颗炸弹往前冲
7,10,random,69e7169c000000001401e813,69e481e8000000002003ad94,2,0.0,,强势,服务者,巷战拿捏🤏🏻[doge]
8,1,top_like,69e508c0000000001401d40c,69e4426b000000001d01c7ed,2,815.0,,混合,观众,我服了，没招了[捂脸R][点赞R]
8,2,top_like,69dfd9310000000035019b9d,69df625d0000000021005c63,2,310.0,,失败,观众,哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]
8,3,top_like,69e966b8000000001401e416,69e46032000000001f002048,2,107.0,,常态,保护者,你完了 太君来了你第一个
8,4,cross_post,69e4e06a000000001401941b,69e46730000000001d0199c8,2,73.0,,强势,观众,哎呀我也觉得好好笑，淡淡地说出很疯的话的感觉哈哈哈哈哈
8,5,cross_post,69e49389000000001401902b,69db34bb000000001a0348ae,2,35.0,,失败,抢救者,嘎嘣一下享福去了[完啦R][完啦R]
8,6,cross_post,69e620f7000000001401e438,69e59e520000000022027a90,2,29.0,,弱势,观众,太好笑了 乐了两天 这会儿能笑就笑吧 往后咱可能都没机会笑了[doge]
8,7,cross_post,69e55b72000000001401a401,69e47f8f000000001f007203,2,19.0,,混合,观众,这个好有意思，还能去打招呼
8,8,random,69e46e9e000000001401dc39,69e447d2000000001d01aa01,2,0.0,,强势,服务者,哈哈哈哈，笑亖我算了个球[偷笑R]
8,9,random,69db14ad000000000100533e,69da7e87000000001a03484e,2,0.0,,强势,观众,[微笑R]思之令人发笑。
8,10,random,69eb3944000000001401d42e,69df625d0000000021005c63,2,0.0,,失败,观众,哈哈哈哈过于好笑了
9,1,top_like,69e4da4a000000001401a005,69e4b08d000000001d01c1bc,2,2577.0,,混合,观众,这个是纯展示技术呀
9,2,top_like,69e4e83d000000001401e024,69e47f8f000000001f007203,2,877.0,,混合,观众,技术就在无聊中诞生
9,3,top_like,69e43b18000000001401a01e,69e40352000000002102fc75,2,161.0,,常态,服务者,技术的进步不可能一蹴而就
9,4,cross_post,69db194b000000001500437e,69da7e87000000001a03484e,2,40.0,,强势,观众,就是要一点点研发设计呀。谁也没让他们现在就去[笑哭R]
9,5,cross_post,69e5f953000000001401bc27,69e481e8000000002003ad94,2,30.0,,强势,服务者,比卫浴门帘柜有科技含量点
9,6,cross_post,69e49600000000001401881d,69db34bb000000001a0348ae,2,8.0,,失败,抢救者,到底发明出来什么东西了这素
9,7,cross_post,69e452df000000001401cc2a,69e42cc100000000220001ad,2,7.0,,弱势,观众,技术革新的契机
9,8,random,69dcd0250000000016016413,69da7e87000000001a03484e,2,0.0,,强势,观众,但有芯片呀，不过也只是科幻啦，以后都会设置成有利于百姓的
9,9,random,69e6021c000000001401bc1c,69e47f8f000000001f007203,2,0.0,,混合,观众,科技的展示啊，只有对比了才会知道差距才能继续进步
9,10,random,69edbee2000000002b00180c,69e481e8000000002003ad94,2,0.0,,强势,服务者,一种能力
10,1,top_like,69e4a662000000001401a016,69e48d54000000002102e178,2,4242.0,,弱势,保护者,那也是他的心血和作品，确实跟自己孩子似的
10,2,top_like,69e477c1000000001401d809,69e4426b000000001d01c7ed,2,621.0,,混合,观众,淘气的娃，无力的爷爷，没用的爸
10,3,top_like,69e46fe1000000001401e013,69e44171000000001a026b25,2,341.0,,混合,观众,嫌家里不够乱的可以买一个回去添乱
10,4,cross_post,69e4ee77000000001401cc04,69e48341000000001a02d0c4,2,126.0,,强势,观众,等我老了，这两个就扮演我孙子
10,5,cross_post,69db30b30000000031000110,69da7e87000000001a03484e,2,45.0,,强势,观众,刚出生的小婴儿有啥用？又哭又闹要吃要喝的，还不如扔垃圾堆里是吧？
10,6,cross_post,69e590ad000000001401a406,69e47f8f000000001f007203,2,45.0,,混合,观众,公公爸爸的
10,7,cross_post,69e5aaf9000000001401b019,69e42cc100000000220001ad,2,43.0,,弱势,观众,这个建议不错，再把豆包装进去，可以陪小孩聊天了
10,8,random,69e4e398000000001401a419,69e48341000000001a02d0c4,2,0.0,,强势,观众,我希望快一点，想给我爸妈买一个
10,9,random,69db222b00000000350234ef,69da7e87000000001a03484e,2,1.0,,强势,观众,以后养老有依靠了
10,10,random,69e57748000000001401a80a,69e48341000000001a02d0c4,2,0.0,,强势,观众,买个当儿子挺好
11,1,top_like,69e450ed000000001401e814,69e447d2000000001d01aa01,2,903.0,,强势,服务者,这是一个梗 程序和程序员有一个能跑就行[偷笑R]
11,2,top_like,69e49a6d000000001401dc13,69e481e8000000002003ad94,2,612.0,,强势,服务者,为了让你发出这条评论，也有很多工程师在伺候平台服务器、通讯基站、手机制造、程序编辑~~~
11,3,top_like,69e7aeee000000001401cc0b,69e2583b00000000230211ea,2,254.0,,失败,抢救者,程序员不会心碎 项目经理 硬件结构工程师会崩溃
11,4,cross_post,69e6ed21000000001401880e,69e634590000000022003bb5,2,143.0,,常态,观众,之前看到一个扛着电脑狂奔的程序员，程序员说没想到自己还要跑马拉松[笑哭R]
11,5,cross_post,69e43d72000000001401a41d,69e429b4000000001b00037a,2,114.0,,常态,观众,触发底层代码了[笑哭R]
11,6,cross_post,69e576820000000014019406,69e48d54000000002102e178,2,81.0,,弱势,保护者,我看到工程师那么年轻头发那么多也有点感慨，我们的人才储备真足[偷笑R][偷笑R] 真好啊
11,7,cross_post,69e56450000000001401bc0c,69e47f8f000000001f007203,2,49.0,,混合,观众,或许上面坐的是一排排修复bug的程序员呢
11,8,random,69e5b07b000000001401e427,69e48d54000000002102e178,2,2.0,,弱势,保护者,我本意不是想要杠，因为这个行业也有很多女孩子可能因为不是直接做调试的工程师所以出镜很少，不知道的也少，很感谢你友好的回答
11,9,random,69e59493000000001401e428,69e47f8f000000001f007203,2,0.0,,混合,观众,救碼農的[笑哭R][笑哭R][笑哭R]碼農都在跟跑哈哈哈
11,10,random,69e590cd000000001401bc1d,69e47f8f000000001f007203,2,0.0,,混合,观众,好像说最后一公里，程序员需要跟跑[捂脸R]
12,1,top_like,69e43b43000000001401c03f,69e42cc100000000220001ad,2,387.0,,弱势,观众,工作人员：少爷，比赛已经结束了，我开车送您回家[doge]
12,2,top_like,69e6ba1f0000000014019c0b,69e481e8000000002003ad94,2,101.0,,强势,服务者,换成四个轮子竞速的F1需要十多个人伺候一辆车，这是比赛啊。
12,3,top_like,69e49b14000000001401d807,69e481e8000000002003ad94,2,33.0,,强势,服务者,赛车伺候的人更多
12,4,cross_post,69e46d91000000001401b81e,69e4426b000000001d01c7ed,2,7.0,,混合,观众,那不成赛车了
12,5,cross_post,69db67720000000015006292,69da7e87000000001a03484e,2,5.0,,强势,观众,你想想飞机已经够快了，为什么还会有赛车比赛[doge]
12,6,cross_post,69e43d9e0000000014019400,69e40352000000002102fc75,2,4.0,,常态,服务者,你猜国外为什么经常举办赛车?
12,7,cross_post,69e4b72a000000001401e41d,69e48341000000001a02d0c4,2,4.0,,强势,观众,我想你在问的大概是汽车拉力赛
12,8,random,69e5e1cd000000001401881f,69e4426b000000001d01c7ed,2,0.0,,混合,观众,四驱车比赛我小时候就有了[doge][doge][doge]
12,9,random,69e5139b0000000014019c04,69e481e8000000002003ad94,2,0.0,,强势,服务者,因为有赛车比赛了[捂脸R]
12,10,random,69e563f9000000001401dc01,69e481e8000000002003ad94,2,0.0,,强势,服务者,那你去看赛车比赛去啊[汗颜R]
13,1,top_like,69e49a8a0000000014018c38,69e4551e000000001f005895,2,746.0,,强势,被超越者,您好这位AI，我可没说过AI的坏话，都是他们说的
13,2,top_like,69e4d2ad000000001401d80d,69e4b08d000000001d01c1bc,2,215.0,,混合,观众,就现在发展的趋势，一点该用ai的地方没用，全在抢普通人工作啊[笑哭R]
13,3,top_like,69e4b4740000000014019c1b,69e48d54000000002102e178,2,135.0,,弱势,保护者,是我没错了，每次问AI都会很客气[偷笑R]
13,4,cross_post,69e49ab9000000001401cc3a,69e481e8000000002003ad94,2,76.0,,强势,服务者,一个行业的发展从0到1总是最困难的 ，再过十年，二十年你看到无障碍爬墙手臂切换成武器，一分各种突破人类极限的操作，那个时候你再回过头看看现在[doge]，AI跟机器人的结合才是这个时代的最终王炸，到时候智能体问世才是真正的超级科技大爆发，因为人类的智慧并不能融汇贯通，一个专注于某个领域的老师傅穷集一身的50年以上经验所学，哪怕他想要倾囊相授，传承给下一代也要看弟子悟性，而且还不是一朝一夕，但是智能体时代就不一样了，100个智能体掌握100个不同路径的技能，在共享云端实现技术共享那一刻，这100个智能体就能同时掌握彼此的技能，在依托他们超强的AI智能算法，就会融合出新的科技跟路径[doge]
13,5,cross_post,69e306e5000000001401a802,69e2583b00000000230211ea,2,29.0,,失败,抢救者,"因为是AI,[doge]上面还一堆说不是ai的"
13,6,cross_post,69dc36c10000000014009b65,69da7e87000000001a03484e,2,19.0,,强势,观众,具身智能就是要这样[捂脸R]
13,7,cross_post,69e5d16f000000001401ac03,69e44278000000001a0217bb,2,8.0,,强势,被超越者,白活这么大，ai 都画的比你好
13,8,random,69dcd1ce0000000016014598,69da7e87000000001a03484e,2,0.0,,强势,观众,人脑干不过ai大脑[笑哭R]
13,9,random,69e70ca8000000001401e415,69e42cc100000000220001ad,2,0.0,,弱势,观众,这个世界被ai包围了
13,10,random,69e407a0000000001401b004,69df625d0000000021005c63,2,2.0,,失败,观众,那是大势。机器人和AI早晚会超过大部分普通人，我们也就只能先惊慌然后慢慢接受
14,1,top_like,69e445be000000001401e00e,69da7e87000000001a03484e,2,103.0,,强势,观众,认知差的话据说吃猪脑可以补[大笑R]
14,2,top_like,69e59d68000000001401e42f,69e481e8000000002003ad94,2,98.0,,强势,服务者,应该都比你这个问题含金量高
14,3,top_like,69e724480000000014018806,69e481e8000000002003ad94,2,67.0,,强势,服务者,所以咱是普通人，没有前瞻性
14,4,cross_post,69e4af92000000001401b825,69e447d2000000001d01aa01,2,61.0,,强势,服务者,答案出现了[doge]
14,5,cross_post,69e48467000000001401c42e,69e44278000000001a0217bb,2,12.0,,强势,被超越者,当初游老师要求退出文坛的时候我是强烈反对的
14,6,cross_post,69e49e2e000000001401b832,69e48341000000001a02d0c4,2,12.0,,强势,观众,不需要你知道
14,7,cross_post,69e70582000000001401c816,69e47f8f000000001f007203,2,12.0,,混合,观众,理解不了
14,8,random,69e8a99f000000001401e822,69e4426b000000001d01c7ed,2,0.0,,混合,观众,我前两天艾特过你了[微笑R]
14,9,random,69e5b2cc000000001401b007,69e47f8f000000001f007203,2,0.0,,混合,观众,语文阅读理解文章出自于此[笑哭R]
14,10,random,69db11f70000000015008ef7,69da7e87000000001a03484e,2,0.0,,强势,观众,你人怪好的，我离得近，我去吧
15,1,top_like,69e56015000000001401d802,69e47f8f000000001f007203,2,1060.0,,混合,观众,救人的 旁边在进行人类马拉松[大笑R]
15,2,top_like,69daf95800000000020358f1,69da7e87000000001a03484e,2,228.0,,强势,观众,外骨骼机器人让你自己跑去医院途中顺便给你心肺复苏[doge]
15,3,top_like,69e56704000000001401e80a,69e47f8f000000001f007203,2,66.0,,混合,观众,可能是救被机器人气过去的主人[笑哭R]
15,4,cross_post,69dc9bee000000000d034265,69db34bb000000001a0348ae,2,38.0,,失败,抢救者,服了我以为是无人驾驶救护车。。。。
15,5,cross_post,69e7062c000000001401901c,69e59e520000000022027a90,2,9.0,,弱势,观众,速度快关键时刻可以救乱穿马路的小盆友
15,6,cross_post,69e43dd5000000001401a41b,69e2583b00000000230211ea,2,6.0,,失败,抢救者,别急，一会医生拿着药箱就出来了
15,7,cross_post,69e453d6000000001401e41b,69e42cc100000000220001ad,2,1.0,,弱势,观众,赶紧人工呼吸加心肺复苏[暗中观察R]
15,8,random,69daf9d6000000001400bcc7,69da7e87000000001a03484e,2,0.0,,强势,观众,但是救护车可以闯红灯
15,9,random,69dc597e00000000020340bd,69da7e87000000001a03484e,2,0.0,,强势,观众,我希望他在家直接给我做心肺复苏
15,10,random,69dca852000000000202b595,69db34bb000000001a0348ae,2,5.0,,失败,抢救者,爱护动物的人很多，他们愿意救就会愿意花钱叫救护车
16,1,top_like,69e5610f0000000014019c0c,69e47f8f000000001f007203,2,1651.0,,混合,观众,花蝴蝶，显眼包
16,2,top_like,69e45a81000000001401a408,69e4426b000000001d01c7ed,2,167.0,,混合,观众,天呐你不说我还没注意，好可爱哈哈哈哈
16,3,top_like,69e55e88000000001401a404,69e47f8f000000001f007203,2,111.0,,混合,观众,好可爱，还打扮了一下
16,4,cross_post,69e66b9a000000001401e408,69e634590000000022003bb5,2,52.0,,常态,观众,这个小黑黑好可爱！
16,5,cross_post,69e445ed000000001401c040,69e43b14000000001a02e095,2,39.0,,弱势,服务者,黢黑黢黑的
16,6,cross_post,69e57ce8000000001401c020,69e463df000000001b003017,2,25.0,,强势,服务者,才看到金牌，好可爱啊[红色心形R]
16,7,cross_post,69e55a2f000000001401e407,69e42cc100000000220001ad,2,21.0,,弱势,观众,并不是哈 有个部位小了并不可爱哦[偷笑R]
16,8,random,69e977b7000000001401c000,69e47f8f000000001f007203,2,0.0,,混合,观众,我服了哈哈哈哈哈哈哈，那个草帽好可爱
16,9,random,69ec69d50000000028037e58,69e47f8f000000001f007203,2,0.0,,混合,观众,我喜欢那个小黑
16,10,random,69e79d72000000001401bc0b,69e634590000000022003bb5,2,0.0,,常态,观众,原来戴草帽的这个也是同队的[偷笑R]
17,1,top_like,69e455db000000001401a420,69e44171000000001a026b25,2,707.0,,混合,观众,它倒地都是很温柔的找好角度倒的 不像别个直接一个雷霆大摔 摔的七零八落担架抬走[笑哭R]
17,2,top_like,69e523c1000000001401e401,69e46730000000001d0199c8,2,522.0,,强势,观众,还摔了一跤呢，担架都上来了，但是没用上，扶起来起来又跑了[笑哭R]
17,3,top_like,69e7ac76000000001401a003,69e2583b00000000230211ea,2,307.0,,失败,抢救者,就这么摔一下就散架了，在家就没测试过的吧[笑哭R]
17,4,cross_post,69e48661000000001401c030,69e4551e000000001f005895,2,235.0,,强势,被超越者,它冲线的时候48分多  还是摔了一次的[笑哭R]
17,5,cross_post,69e492270000000014018c16,69db34bb000000001a0348ae,2,88.0,,失败,抢救者,粉碎性骨折啊这是
17,6,cross_post,69e601a3000000001401bc3a,69e59e520000000022027a90,2,64.0,,弱势,观众,它还踹人家一脚[笑哭R][笑哭R][笑哭R]
17,7,cross_post,69e4414a000000001401b002,69e42cc100000000220001ad,2,36.0,,弱势,观众,这个摔烂直接被扔在路边了
17,8,random,69dc76a80000000016017154,69da7e87000000001a03484e,2,0.0,,强势,观众,没到医院颠散架了[笑哭R]
17,9,random,69db931c000000000103c9f7,69da7e87000000001a03484e,2,0.0,,强势,观众,我满脑子都是，被他们撞上我会骨折
17,10,random,69e3a2cc000000002d021c70,69e2583b00000000230211ea,2,0.0,,失败,抢救者,怎么上来就碎成零件儿了[笑哭R][笑哭R][笑哭R][笑哭R]
18,1,top_like,69e45839000000001401e003,69e447d2000000001d01aa01,2,338.0,,强势,服务者,不知道是不是一回事。最后结果是追上断电了。
18,2,top_like,69e57975000000001401bc13,69e481e8000000002003ad94,2,49.0,,强势,服务者,估计是电压不足
