relation_type,comment_id,post_category,comment_level,like_count,hit_count,content,audit_label,audit_note
peer_worker,69e8dc0a000000001401a022,失败|抢救者,1,1.0,1,真的像我的儿子在地上撒泼打滚的样子[偷笑R],,
peer_worker,69e47548000000001401b008,中性|观众,1,0.0,1,上班期间 坐地上休息啊[doge],,
peer_worker,69e4a853000000001401d425,强势|服务者,1,0.0,1,什么时候机器人能发展到为我出去给各位老板打工为我赚工资[doge]，而不是老板自己准备活人或机器人进行劳动创造价值。这才是解放生产力，又不会让人失业没工资而无法幸福地生存[doge]。,,
peer_worker,69e48e1c000000001401c819,强势|服务者,1,0.0,1,Ai横行以后，我就失业了，我以后是不是找工作都是服务机器人的，给它们喷裤裆之类的活儿？[捂脸R],,
peer_worker,69e6f485000000001401bc16,强势|服务者,1,0.0,1,尽搞些没用的，不要再追什么机器人了，不要傻了，以后机器人取代人类做事，那不是就有很多人失业了啊，人就都没用了，还追机器人,,
peer_worker,69e5e937000000001401a438,强势|服务者,1,0.0,1,真抽象....一个机器人四五个人伺候，要来干啥？机器人造来是伺候人类的，如果不能方便人类，那就是资本又来靠新型科技圈钱了，到最后钱到手直接撤走，留下失业、满目疮痍的社会现状,,
peer_worker,69e4948f000000001401d432,强势|服务者,1,0.0,1,谁说ai会让人失业？这不一下就创造了三个就业岗位吗,,
peer_worker,69e5ff11000000001401e01e,成功|被超越者,2,0.0,1,拿着个奶瓶就出来上班了,,
peer_worker,69e518dd000000001401c803,强势|服务者,1,0.0,1,真的有点像我体测停下来的感觉,,
peer_worker,69e5a8da000000001401b009,成功|被超越者,2,0.0,1,[呃R]让它载着我上班,,
peer_worker,69e700460000000014018800,中性|观众,2,0.0,1,直接摆烂很像我,,
peer_worker,69e4a952000000001401c422,中性|观众,2,0.0,1,@今天也不想上班啊 好好笑,,
peer_worker,69e4cfd4000000001401a80e,中性|观众,2,0.0,1,@上班摆烂 [捂脸R][捂脸R],,
peer_worker,69e6ddb4000000001401940c,中性|观众,2,0.0,1,我那个同事就是跳槽去做这玩意儿了,,
peer_worker,69e490500000000014019c12,中性|观众,2,0.0,1,拿着奶瓶就上班啦？,,
peer_worker,69e46c0f000000001401c800,中性|观众,2,0.0,1,像我工作时垂死挣扎,,
peer_worker,69e57f9e000000001401dc18,中性|观众,2,0.0,1,Belike：上班摸鱼被发现了还要发在网上被蛐蛐，而且还要艾特好朋友一起来看,,
peer_worker,69e52d03000000001401d401,强势|服务者,1,1.0,1,人类不会失业……机器人需要人类服务[赞R],,
peer_worker,69e56beb0000000014019803,强势|服务者,1,0.0,1,我以为机器人出来了以后，会有大量人失业。没想到机器人是来创造就业的。一个机器人跑，后面四个人伺候着[飞吻R],,
peer_worker,69e56cd1000000001401dc14,强势|服务者,1,0.0,1,嘿嘿，一个机器人干活三个人在后面保障，以后不怕失业了,,
peer_worker,69e49d7f000000001401e01e,强势|服务者,1,1.0,1,不出三年失业率提高百分之三十,,
peer_worker,69e97d30000000001401c018,强势|服务者,1,1.0,1,等机器人也用机器人维护那人类失业的就更多了,,
peer_worker,69edc89a000000002803ce38,强势|服务者,1,0.0,1,估计这三人以后也会失业,,
pet_cute,69e451fd000000001401c806,中性|观众,1,5607.0,1,太可爱啦还拿着奶瓶�[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R][笑哭R],,
pet_cute,69e46d59000000001401c42a,中性|观众,1,1250.0,1,果然什么东西小了都可爱[喝奶茶R],,
pet_cute,69e7a7150000000014019809,失败|抢救者,1,1030.0,1,只有我心疼这个机器的报废了吗，程序员不心碎了吗,,
pet_cute,69e5d7130000000014018c1a,all,1,336.0,1,停说这是最后一名，好可爱,,
pet_cute,69e453ae0000000014019429,中性|观众,2,323.0,1,小的拿个奶瓶踉踉跄跄得往前冲太可爱了哎哟喂,,
pet_cute,69e72659000000001401e408,弱势|观众,2,275.0,1,哈哈哈哈哈哈哈哈哈哈哈心塞！应该让小朋友先跑，锻炼一下大高个们的避障能力,,
pet_cute,69e45a81000000001401a408,中性|观众,2,167.0,1,天呐你不说我还没注意，好可爱哈哈哈哈,,
pet_cute,69e79dff000000001401a417,弱势|观众,2,133.0,1,[哭惹R] 小朋友被别人嘲笑了,,
pet_cute,69e71ba5000000001401881a,弱势|观众,2,128.0,1,可爱无敌，而且那么多中途挂了的，能跑到终点已经很厉害了[笑哭R],,
pet_cute,69e55e88000000001401a404,all,2,111.0,1,好可爱，还打扮了一下,,
pet_cute,69e45bb0000000001401c014,中性|观众,2,79.0,1,真的诶，好可爱啊，心都化了,,
pet_cute,69e73b0c000000001401e020,弱势|观众,1,75.0,1,真的很想买一个回来当小朋友的玩伴耶[暗中观察R],,
pet_cute,69e73f98000000001401dc2c,弱势|观众,2,47.0,2,太可爱了，小孩组不用拿什么名次，小朋友跟大人一起比太不公平了[笑哭R],,
pet_cute,69e5f9b3000000001401cc27,all,2,45.0,1,她蹲下的时候太像小朋友啦 没能量了  要补充了[偷笑R],,
pet_cute,69e7e90f000000001401c401,失败|抢救者,2,33.0,1,[微笑R]东西都是批量化制造的，程序也是有备份的，换一个新的，把程序拷进去就行了，心疼的只有老板的钱袋子,,
pet_cute,69e460fb000000001401ac08,中性|观众,2,31.0,1,@馥欸 这小孩儿好可爱,,
pet_cute,69e491a6000000001401e80f,中性|观众,2,22.0,1,你确定什么东西小了都可爱[doge],,
pet_cute,69e74122000000001401901a,弱势|观众,2,22.0,1,[大笑R]小朋友没电的时候就是被工程师抱在怀里的,,
pet_cute,69e55a2f000000001401e407,弱势|观众,2,21.0,1,并不是哈 有个部位小了并不可爱哦[偷笑R],,
pet_cute,69e729cc0000000014019816,弱势|观众,2,21.0,1,小朋友打工是不是太早了点[哭惹R],,
pet_cute,69e50a8f000000001401cc07,弱势|观众,2,17.0,1,比拉布布还可爱[doge],,
pet_cute,69e57fda000000001401d80b,all,2,13.0,1,太可爱了，大湾鸡[飞吻R][飞吻R][飞吻R],,
pet_cute,69e709370000000014018c06,强势|服务者,2,12.0,1,是的 你上班其实是因为热爱上班[萌萌哒R],,
pet_cute,69e4720b000000001401e405,中性|观众,1,11.0,1,还得是小的可爱呀,,
pet_cute,69e48233000000001401b826,成功|被超越者,2,11.0,1,哈哈哈哈好可爱啊[笑哭R],,
pet_cute,69e48ae4000000001401bc31,成功|被超越者,1,0.0,1,哈哈 这镜头太可爱,,
pet_cute,69e4dd2e000000001401cc2a,中性|观众,2,1.0,1,@可爱蕊儿,,
pet_cute,69e474ed000000001401ac0b,中性|观众,2,1.0,1,@风情万种的佟湘玉 萌之[完啦R],,
pet_cute,69e4779b000000001401981a,中性|观众,2,0.0,1,@�Sophia- 好可爱,,
pet_cute,69e48cee000000001401cc22,中性|观众,2,1.0,1,@苏小舟 @Iris2417 @七月茉莉雨 好可爱啊,,
pet_cute,69e49a5d000000001401c83b,中性|观众,2,1.0,1,这个小的跑起来很可爱,,
pet_cute,69e4b53d0000000014019c07,中性|观众,2,0.0,1,过于可爱了！,,
pet_cute,69e4b9ab000000001401d432,中性|观众,2,0.0,1,小机器人也忒可爱了叭,,
pet_cute,69e4ba630000000014018c18,中性|观众,2,1.0,1,@小短腿姑娘 这小机器人太可爱了！！！,,
pet_cute,69e61666000000001401dc32,中性|观众,2,0.0,1,这小的还怪可爱的[偷笑R][偷笑R][偷笑R],,
pet_cute,69e4c84d000000001401e431,中性|观众,2,0.0,1,@三短一长选最短 好可爱  那个废的我笑得不行,,
pet_cute,69e4e4b7000000001401ac30,中性|观众,2,0.0,1,@向太阳� 好萌,,
pet_cute,69e587f2000000001401b019,中性|观众,2,0.0,1,这个小鼻嘎还挺可爱[哇R],,
pet_cute,69e588c6000000001401e41d,中性|观众,2,0.0,1,这个太可爱了，不像真人啊[皱眉R],,
pet_cute,69e58a61000000001401d401,中性|观众,2,0.0,1,你说了我才发现，太可爱了[玫瑰R],,
pet_cute,69e6a6040000000014019801,中性|观众,2,0.0,1,@洛樱 好可爱一小孩,,
pet_cute,69e6d394000000001401b814,中性|观众,2,0.0,1,设计师们一定也很可爱[笑哭R],,
pet_cute,69e4b4a6000000001401e831,中性|观众,2,0.0,1,果然什么物种小了都可爱[笑哭R],,
pet_cute,69e49978000000001401a826,中性|观众,2,0.0,1,蓝的最萌[失望R],,
pet_cute,69e5ddfc000000001401a403,中性|观众,2,0.0,1,那小的好可爱,,
pet_cute,69e4d6c2000000001401c031,中性|观众,2,0.0,1,@嗯嗯你说的都对 @momo @hello（一阵劲爆的电吉他���） 我去 这也太可爱了,,
pet_cute,69e4fbb8000000001401d407,中性|观众,2,1.0,1,@被萌晕了咩咩 哈哈哈哈哈哈,,
pet_cute,69e4e8de000000001401cc15,中性|观众,2,0.0,1,小小的好可爱[害羞R],,
pet_cute,69e583420000000014019c1b,中性|观众,2,0.0,1,@全幼儿园最可爱 [捂脸R],,
species_competition,69e4a270000000001401a802,弱势|同伴,1,7973.0,1,这个我懂，在它们统治地球之前，先留一个好印象。,,
species_competition,69e48e000000000014019c10,成功|被超越者,2,4737.0,1,我们人类[微笑R],,
species_competition,69e48d160000000014018c1b,成功|被超越者,1,2825.0,1,这玩意只要有电，能跑死你们人类,,
species_competition,69db30cc000000003500c79d,成功|观众,2,1658.0,1,造反了就不是你去追他了，你应该想想开啥车能逃掉[暗中观察R][doge],,
species_competition,69e4e1f0000000001401a40f,all,1,1076.0,1,其实蛮无聊的啊，人类都怎么啦？[笑哭R],,
species_competition,69e56015000000001401d802,all,2,1060.0,1,救人的 旁边在进行人类马拉松[大笑R],,
species_competition,69db30220000000016016d90,成功|观众,1,537.0,2,假如，我是说假如，某一天，机器人造反了，我们会不会连开车都追不上了[笑哭R],,
species_competition,69e460c2000000001401e82b,中性|观众,2,275.0,1,要通用性，将来要参与到人类的日常生活中的。,,
species_competition,69e48fe70000000014018c0f,成功|被超越者,1,271.0,2,机器人：碳基生物真是太菜了[偷笑R],,
species_competition,69e6e48a000000001401ac18,弱势|观众,2,168.0,1,"人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。

同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。
所以，人形态是最好的选择。",,
species_competition,69ddf62d0000000015007a6c,成功|观众,2,87.0,1,因为整个环境是人居环境，全是匹配人类形体建造的，带轮子的东西已经有了，也早就在路上和家里跑了，比如汽车和扫地机，剩下的位置只能用人形填补,,
species_competition,69e4ae00000000001401cc11,成功|被超越者,2,79.0,2,2小时后，碳基生物：你们硅基生物续航这块还得练,,
species_competition,69e49ab9000000001401cc3a,强势|服务者,2,76.0,1,一个行业的发展从0到1总是最困难的 ，再过十年，二十年你看到无障碍爬墙手臂切换成武器，一分各种突破人类极限的操作，那个时候你再回过头看看现在[doge]，AI跟机器人的结合才是这个时代的最终王炸，到时候智能体问世才是真正的超级科技大爆发，因为人类的智慧并不能融汇贯通，一个专注于某个领域的老师傅穷集一身的50年以上经验所学，哪怕他想要倾囊相授，传承给下一代也要看弟子悟性，而且还不是一朝一夕，但是智能体时代就不一样了，100个智能体掌握100个不同路径的技能，在共享云端实现技术共享那一刻，这100个智能体就能同时掌握彼此的技能，在依托他们超强的AI智能算法，就会融合出新的科技跟路径[doge],,
species_competition,69e49ff80000000014019402,强势|服务者,2,63.0,1,人类跑还有补能补水呢。历史上第一个没有补给跑完全马的人，跑完就嘎了,,
species_competition,69e49df6000000001401d414,成功|被超越者,2,62.0,1,[doge]ai你好，我是人类,,
species_competition,69e459050000000014019c2a,成功|被超越者,2,60.0,1,追不上啊～,,
species_competition,69e4e3310000000014018809,成功|被超越者,1,54.0,1,“多年以后，面对机器人，人类回想起了它在马拉松超过自己的瞬间”,,
species_competition,69e596e0000000001401ac1a,all,2,49.0,1,进化是这样的，人也是先学会走路才学会跑步，而且长跑对人类来说也是一项调动全身协调性的运动，如果机器人学会并且能长时间稳定这种状态，说明技术已经可以开始发展下一阶段了，到后面你我老了，机器人就能代替护工服务你了[doge],,
species_competition,69e4afe3000000001401cc03,弱势|同伴,1,49.0,1,干嘛呢，给机器人上温暖的爱的教育ing[笑哭R][笑哭R]到时候对人类手下留情一下吗,,
species_competition,69db0b33000000003502e0aa,成功|观众,2,41.0,1,它是替人干活的[捂脸R]而所有的工业设备都是适配人类的，机器人人型更方便,,
species_competition,69e4801b000000001401dc2d,成功|被超越者,2,37.0,1,你们都是伟大的人类,,
species_competition,69e47395000000001401e037,成功|被超越者,1,36.0,1,喘气儿的跑不过烧电的！,,
species_competition,69e4a390000000001401cc07,强势|服务者,1,35.0,1,无聊的人类，本来机器人的创造是为了代替人类，去做高风险职业，比如高空作业，，下地下井，外太空等等，但是反过来了,,
species_competition,69e499d3000000001401dc0b,成功|被超越者,1,35.0,1,这个赛道人类认输，建议下回比比照顾老人全套,,
species_competition,69e46204000000001401e043,中性|观众,2,34.0,1,人类生活环境有不少阶梯和上下坡，四轮的可走不了这些路[doge],,
species_competition,69db3e43000000003501f444,成功|观众,2,7.0,1,机器人未来是服务人类代替人类完成一些工作，所以是按照人类外形设计能更好融入场景，比如要去柜子上面取放东西，比如要搀扶照顾老人等等，懂了吧？,,
species_competition,69dafb650000000015002bc4,成功|观众,2,9.0,1,复杂地形呢？障碍物大于轮子半径的时候请问怎么办。虽然说两足机器人不是最优解，但最难的双足机器人的技术难点排除之后做四足六足不是手拿把掐。而且机器人是有家庭服务的需求的，四足六足轮式很多人接受不了，只有和人类一样的双足消费者才会买,,
species_competition,69dafc670000000015001a6f,成功|观众,2,1.0,1,依旧人类跟跑员，但是基普乔格,,
species_competition,69db11da0000000035017ae5,成功|观众,2,0.0,1,這資格也被取代了,,
species_competition,69db0f2b0000000035028e83,成功|观众,2,7.0,1,这要是美鬼日鬼的，那就是人类之光了[doge][doge][doge],,
species_competition,69dc3c23000000001400b975,成功|观众,2,0.0,1,人形设计出来是为了代替人类的，整个世界的各种工具都是人类可以用的，设计成人形是为了造通用型机器人，因为人能很好的让这个世界运转，人形一样能，可以不用改造环境和工具，就可以适配所有人类适应的环境。人形不是为了满足特定场景而设计出来的机器人，而是这个世界的所有场景的通用机器人。特殊场景的机器人，人形也能去控制它，人形机器人算是高纬度的机器人了,,
species_competition,69db09d50000000001005d5d,成功|观众,2,0.0,1,因为你看的电影里，机器人叛变也是因为人类操纵[嘻嘻R],,
species_competition,69db072f000000003500af9a,成功|观众,2,2.0,1,就是很可爱！！后面有些慢一点的观众还喊加油[笑哭了R]人类真的很喜欢共情,,
species_competition,69db31b5000000000202bd1f,成功|观众,2,1.0,1,这应该就是人类的造物主情结吧[doge],,
species_competition,69db11640000000001004dcc,成功|观众,2,0.0,1,很快你就会失业，回家种地种田，科技领先人类,,
species_competition,69db0463000000003501dd7a,成功|观众,2,5.0,1,你以为人类进化成两腿走路在别的物种眼里看着不费劲 ？,,
species_competition,69daeef80000000035015fe4,成功|观众,2,1.0,1,不一样的，模仿人类的形态，很多武器什么不需要重新设计,,
species_competition,69dbc60a000000003501f7ce,成功|观众,2,0.0,1,主要原因是要让机器人融入人类社会，当前大量的公共设施都是为了人类服务的，如果机器人不设计成人型，那就意味着不同公种的机器人都要单独设计，且不可扩展，无论从未来的发展还是方便性上看，设计成人形是最省钱的,,
species_competition,69db272d000000000c033684,成功|观众,2,1.0,1,可以去了解一下具身智能这个词，现在做的这些东西可以理解为为了具身机器人的发展而收集资料，我们确实可以为了每一种工况研究研究一种对应的机器人，但是具身智能的意义在于，主要是人类可以做的，他就可以做，而不需要单独去做其他的适配,,
species_competition,69dadf0f0000000015001efa,成功|观众,2,2.0,1,去年没几个能算跑，今年不开车都追不上了吧,,
species_competition,69dac2ef000000001400ab75,成功|观众,2,4.0,1,前面几个感觉都是坐着跑的样子 很迷惑 后两个才能看出身体前倾的趋势 难道机器人和人类跑步的姿势设定不一样吗 蹲个懂的讲讲[石化R],,
species_competition,69db16b5000000000100444b,成功|观众,2,0.0,1,可能是我没说清楚，我指的是一个人走夜路的时候像恐怖故事一样在你背后朝你冲过来你跑还跑不过它,,
species_competition,69db1c710000000035030662,成功|观众,2,13.0,1,换成波士顿马斯克发这种视频就是人类之光了,,
species_competition,69db0178000000000d035984,成功|观众,2,2.0,1,因为机器人还不太容易做到像人类那样腾空跑（控制更复杂），而且它们这样也不会伤膝盖[笑哭R][笑哭R],,
species_competition,69db3f480000000002028659,成功|观众,2,13.0,1,人类社会是按人的需求建设的，仿生机器人仿人类肯定是主要方向之一，这样最具有泛用性。,,
species_competition,69db2f600000000015007bca,成功|观众,2,0.0,1,而且都要参考人类的话，家用机器人遥遥无期[笑哭R],,
species_competition,69db13020000000015008831,成功|观众,2,5.0,1,通用型机器人最佳参考对象就是人类，毕竟智人出现十万年了，进化总是向完美(适应)趋同的，而人类跑步时摆动双臂是为了抵消腿部产生的角动量，机器人也一样，物理问题。,,
species_competition,69db706e0000000035013e4e,成功|观众,2,0.0,1,机器人造反了第一步就是让新能源汽车自爆[坏笑R],,
species_competition,69db74c800000000160154a8,成功|观众,2,1.0,1,造反了那就改考虑往哪躲了,,
tool_toy,69e4916c0000000014018c09,强势|服务者,2,8904.0,3,为以后做准备，复杂地形，废墟，山地，城市，你懂的[偷笑R]。之后还会有多足机器人，那玩意可就吓人了,,
tool_toy,69daef220000000035024590,成功|观众,1,4613.0,3,你们这些说机器人跑步没用的人。想想你们老的走不动路的时候。突然心梗 机器人就可以飞一样背着去医院。,,
tool_toy,69e504de000000001401bc03,弱势|同伴,1,3268.0,2,这个程序员也长得很小，有点清澈的孩子气，新的人搂着新的机器人，一代年轻人更比一代强，中国一定会越来越好,,
tool_toy,69e494fd000000001401c01e,成功|被超越者,2,3219.0,2,据我今天刷到的不完全统计：在摔倒的机器人对手旁边鼓掌，给观众跳舞，最后没电坐上了救护车,,
tool_toy,69e48d160000000014018c1b,成功|被超越者,1,2825.0,1,这玩意只要有电，能跑死你们人类,,
