帖子id,post_category,human_category,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,帖子标题,content,评估对象,情感,combo,comment_time,location,like_count,reply_count,char_len,post_caption,llm_deepseek_v4_pro_scope_comment_caption,llm_deepseek_v4_pro_scope_comment_caption_reason,llm_deepseek_v4_pro_scope_comment_caption_status
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69e4ae2e0000000014018c11,69e48f1d0000000014019819,5c3885670000000005017178,"机器人抢救现场

",好地狱,无主体,Negative,抢救者+失败,2026.04.19,广西,0,,3,,Negative,"The comment '好地狱' translates to 'very hellish' or 'such a hell', expressing a strongly negative sentiment about a situation or experience, with no positive or mixed elements.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69dccd5c000000003502bf27,69dc73fa00000000350236af,564e8371c2bdeb20807db809,"机器人抢救现场

",我也是哈哈哈哈哈哈哈哈,无主体,Neutral,抢救者+失败,2026.04.13,山西,0,,11,,Positive,"The comment '我也是哈哈哈哈哈哈哈哈' translates to 'Me too hahahahaha', expressing agreement and laughter. The laughter indicates amusement and a positive emotional tone, without any negative or conflicting sentiments.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,1,69dca3f1000000000d034ab9,,5657c4cfa40e1830a978ab8f,"机器人抢救现场

",以后能不能搞一辆机器人开、机器人修的救护车,机器人本身,Mixed,抢救者+失败,2026.04.13,上海,0,0.0,21,,Positive,"The comment envisions a future with robots operating and repairing ambulances, indicating an optimistic and supportive attitude toward robotic technology.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69e457ff000000001401e400,69dcb1ea000000000d03c735,60f44bcf00000000010093d1,"机器人抢救现场

",可能类似儿科，碳基家长很难缠[笑哭R],机器人本身,Negative,抢救者+失败,2026.04.19,甘肃,19,,19,,Mixed,"The comment draws an analogy to pediatrics, stating that human parents are difficult, which implies a challenging situation for robots. The use of the crying laughing emoji ([笑哭R]) adds a humorous, lighthearted tone, creating a mix of negative (acknowledging difficulty) and positive (amused) emotions.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69dcedb00000000002035a9a,69dccd300000000001005f74,60c3211a000000000101fe4f,"机器人抢救现场

",何异味，我不懂，干啥啊,无主体,Mixed,抢救者+失败,2026.04.13,北京,0,,11,,Negative,"The comment expresses confusion and a disapproving tone ('I don't understand, what are you doing'), indicating negative emotion.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69dc9da80000000035029737,69dc88aa000000003501e385,65f3ea7b000000000500a0c9,"机器人抢救现场

",Hhhhh,无主体,Neutral,抢救者+失败,2026.04.13,澳大利亚,0,,5,,Positive,"The comment 'Hhhhh' represents laughter, which typically conveys amusement or a positive emotional response, especially in the absence of any contradictory context.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,1,69dc73fa00000000350236af,,5b825f4d72dd190001eeab6a,"机器人抢救现场

",我还以为是机器人医生来救人[笑哭R],事件,Mixed,抢救者+失败,2026.04.13,北京,2706,62.0,18,,Neutral,"The comment expresses a humorous misunderstanding ('I thought it was a robot doctor coming to save people') with a laughing/crying emoji, indicating lighthearted amusement but no clear positive, negative, or mixed sentiment toward the robot or situation. It is essentially a neutral, joking observation.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69e4ce40000000001401a408,69e48f1d0000000014019819,5c7fe4b40000000011020109,"机器人抢救现场

",太地狱了哈哈哈,无主体,Negative,抢救者+失败,2026.04.19,天津,0,,7,,Mixed,评论中用“地狱”表示极端糟糕的负面评价，但结尾的“哈哈哈”以笑声消解了严肃性，形成了一种黑色幽默或无奈的调侃，情感上兼具负面认知与戏谑化解，构成复杂的分层情感。,ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69dca7eb0000000030027509,69dca7a2000000003500ce1c,631554e600000000120036f6,"机器人抢救现场

",工程师学习一下给机器人心肺复苏,其他人,Mixed,抢救者+失败,2026.04.13,陕西,0,,15,,Neutral,"The comment is a humorous suggestion for engineers to learn CPR for robots, expressing no clear positive or negative emotion; it is an objective, emotionless joke.",ok
69db34bb000000001a0348ae,失败,抢救者,4896.0,1198.0,2,69dcbe3d000000001400bd3b,69dcac4900000000350260dc,5a89825211be103137e88dea,"机器人抢救现场

",笑死了,无主体,Neutral,抢救者+失败,2026.04.13,江苏,0,,3,,Positive,"The comment '笑死了' expresses intense amusement (literally 'laughed to death'), which is a positive emotional reaction to the video, indicating the user found the depicted robot scenario highly entertaining.",ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69e13fb7000000001401a401,,6516a48400000000240166d8,“扶我起来，我还能再跑10公里”,机�人是用在工作上，不是娛樂吧，為什麼執著做人的行為？,机器人本身,Mixed,观众+失败,2026.04.17,加拿大,0,0.0,27,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,"The comment expresses criticism and disapproval of developing robots that mimic human behavior, arguing they should be for work, not entertainment, indicating a pessimistic or disapproving stance toward the technology.",ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69e0153c000000001400b357,,6464a604000000002a009f55,“扶我起来，我还能再跑10公里”,意义在哪？,事件,Negative,观众+失败,2026.04.16,浙江,0,0.0,5,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,评论“意义在哪？”表达了对视频中展示的机器人比赛或演示的质疑和否定，暗示认为没有意义，属于消极情绪。,ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69df95af00000000160165a8,,61a96d53000000001000655f,“扶我起来，我还能再跑10公里”,哈哈哈哈哈哈哈哈，笑死了，二排、杂毛公司的人形机器人烂到家了。,机器人本身,Negative,观众+失败,2026.04.15,贵州,0,0.0,31,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,"The comment explicitly mocks the robot's failure, using derogatory language ('杂毛公司', '烂到家了') and expressing amusement at the incident. This is a clear expression of negative, disapproving emotion toward the robot and its creators.",ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69dfacb000000000020367d5,,59f433064eacab24119374df,“扶我起来，我还能再跑10公里”,我笑死了,无主体,Neutral,观众+失败,2026.04.15,云南,0,0.0,4,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Positive,"The comment '我笑死了' (I'm dying of laughter) expresses amusement and finding the situation hilarious, which is a positive emotional reaction to the humorous robot failure shown in the video.",ok
69df625d0000000021005c63,失败,观众,,9992.0,2,69e1ff6a000000001401e013,69e1c624000000001401c02f,5beb98c2660b8b00019cd777,“扶我起来，我还能再跑10公里”,笑死,无主体,Neutral,观众+失败,2026.04.17,上海,1,,2,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,评论“笑死”表达了对机器人跌倒出丑的嘲讽和觉得滑稽的情绪，隐含对机器人能力的否定，属于消极情感。,ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69df93e000000000350290fb,,5f3e4bea0000000001006bbb,“扶我起来，我还能再跑10公里”,机器人就跟新能源车一样,符号,Negative,观众+失败,2026.04.15,北京,0,0.0,11,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,该评论将机器人比作新能源车，结合视频中机器人跌倒、部件散落的故障场景，暗示两者均为技术不成熟、易出问题的产物，带有贬损、失望的消极意味。,ok
69df625d0000000021005c63,失败,观众,,9992.0,1,69e0eb750000000014018c1a,,6297510c00000000210219ce,“扶我起来，我还能再跑10公里”,在家里不做实验么拿出来现眼,其他人,Negative,观众+失败,2026.04.16,韩国,0,0.0,13,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Negative,"The comment criticizes the robot's public failure and suggests it should have been tested at home instead, using the phrase '丢人现眼' to express disapproval and contempt.",ok
69df625d0000000021005c63,失败,观众,,9992.0,2,69e066940000000002036d1c,69e066750000000002036684,627fa7940000000021022d86,“扶我起来，我还能再跑10公里”,笑的我肚肚疼,无主体,Neutral,观众+失败,2026.04.16,新疆,0,,6,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Positive,评论表达了一种因机器人摔倒而感到滑稽好笑的情感，这种开心的反应属于积极的情绪体验，没有负面或混合含义。,ok
69df625d0000000021005c63,失败,观众,,9992.0,2,69df99b9000000001500254a,69df971b00000000350151b3,5e7ab52200000000010037c8,“扶我起来，我还能再跑10公里”,现在就很好笑，再过几年他们中的很多都没有了[捂脸R],符号,Negative,观众+失败,2026.04.15,浙江,886,,26,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Mixed,"The comment starts with amusement, finding the current robot failure humorous, but then pivots to a somber prediction that many of these robots will be gone in a few years, introducing a layer of bittersweet irony. The facepalm emoji adds a self-deprecating or resigned tone, blending humor with a sense of impending loss, making the overall sentiment complex and conflicted.",ok
69df625d0000000021005c63,失败,观众,,9992.0,2,69e4d1c0000000001401cc08,69dfb3290000000002035b6b,5cedfc810000000018028ccc,“扶我起来，我还能再跑10公里”,火起来[点赞R],无主体,Positive,观众+失败,2026.04.19,重庆,0,,8,夜间，一个双足机器人在铺设的赛道上行走，周围有工作人员和观众在围栏后观看。机器人从画面左侧向右侧移动，随后在赛道上倒地，部分部件散落，现场出现异常。一名身穿蓝色背心的工作人员迅速走向机器人，将其扶起并引导其继续行走。之后，场景切换至另一区域，一名身穿蓝色外套的人员站在一个轮式机器人旁，另一名身穿黄色上衣的人员在赛道边缘弯腰操作地面物体。最后，双足机器人再次出现在赛道上，从画面右侧向左侧行走，多名人员注视着其动作。整个过程展示了机器人在比赛中的运行、故障、人工干预及后续恢复的完整流程。,Positive,"The comment '火起来[点赞R]' means 'become popular' with a thumbs-up emoji, expressing encouragement and positive support for the robot's viral potential despite the fall shown in the video.",ok
69e2583b00000000230211ea,失败,抢救者,,2406.0,2,69e30dd3000000001401e82a,69e30077000000001401b80f,6396dfe500000000260107c4,"

",[黄金薯R],无主体,Neutral,抢救者+失败,2026.04.18,河北,1,,6,视频开始于户外赛道，一个白色人形机器人站在起跑线上，周围有工作人员和观众在护栏后观看，场景处于静止状态。随后，机器人在行进中突然失去平衡，向前摔倒，部件散落一地，形成明显异常。紧接着，三名工作人员迅速向机器人靠近，其中一人手持蓝色担架，准备进行救援。最后，多名工作人员合力将倒地的机器人抬上担架，并捡拾散落的零件，整个过程在赛道上有序进行，背景中可见观众和护栏。,Mixed,"The comment consists solely of the roasted sweet potato emoji [黄金薯R], which in Chinese internet culture can convey playful teasing, embarrassment, or a humorous comparison to a clumsy 'potato'. In the context of the video caption depicting a robot dramatically falling and being carried off on a stretcher, the emoji suggests a lighthearted, mocking yet not overtly negative reaction, blending amusement with gentle ridicule. This layered emotional expression fits the Mixed category.",ok
69e2583b00000000230211ea,失败,抢救者,,2406.0,1,69e816a8000000001401d405,,5c144cf7000000000503b289,"

",稀碎,机器人本身,Negative,抢救者+失败,2026.04.22,河北,0,0.0,2,视频开始于户外赛道，一个白色人形机器人站在起跑线上，周围有工作人员和观众在护栏后观看，场景处于静止状态。随后，机器人在行进中突然失去平衡，向前摔倒，部件散落一地，形成明显异常。紧接着，三名工作人员迅速向机器人靠近，其中一人手持蓝色担架，准备进行救援。最后，多名工作人员合力将倒地的机器人抬上担架，并捡拾散落的零件，整个过程在赛道上有序进行，背景中可见观众和护栏。,Negative,评论“稀碎”字面意为“破碎不堪”，结合视频中机器人摔倒散架的场景，表达了对机器人表现不佳的失望和负面评价，情绪消极。,ok
69e2583b00000000230211ea,失败,抢救者,,2406.0,1,69e2f04d000000001401bc28,,5dcbe2a8000000000100bdf1,"

",输在了起跑线上[笑哭R][笑哭R][笑哭R],机器人本身,Negative,抢救者+失败,2026.04.18,广东,0,0.0,22,视频开始于户外赛道，一个白色人形机器人站在起跑线上，周围有工作人员和观众在护栏后观看，场景处于静止状态。随后，机器人在行进中突然失去平衡，向前摔倒，部件散落一地，形成明显异常。紧接着，三名工作人员迅速向机器人靠近，其中一人手持蓝色担架，准备进行救援。最后，多名工作人员合力将倒地的机器人抬上担架，并捡拾散落的零件，整个过程在赛道上有序进行，背景中可见观众和护栏。,Mixed,"Comment uses the idiom 'lose at the starting line' with laughing-crying emojis, referencing the robot's early fall. It conveys amusement and mockery but also implies failure, creating a mix of humor and mild negativity.",ok
69e2583b00000000230211ea,失败,抢救者,,2406.0,1,69e8e94b000000001401b019,,62e00874000000001e01e952,"

",爆装备了[汗颜R],机器人本身,Negative,抢救者+失败,2026.04.22,河北,0,0.0,9,视频开始于户外赛道，一个白色人形机器人站在起跑线上，周围有工作人员和观众在护栏后观看，场景处于静止状态。随后，机器人在行进中突然失去平衡，向前摔倒，部件散落一地，形成明显异常。紧接着，三名工作人员迅速向机器人靠近，其中一人手持蓝色担架，准备进行救援。最后，多名工作人员合力将倒地的机器人抬上担架，并捡拾散落的零件，整个过程在赛道上有序进行，背景中可见观众和护栏。,Neutral,该评论用游戏术语“爆装备了”以玩笑口吻描述机器人摔倒散架的情景，表情符号[汗颜R]表示尴尬或汗颜，整体语气是轻松调侃的，没有明显的积极或消极情绪，属于无感情色彩的玩笑，符合中性定义。,ok
69e2583b00000000230211ea,失败,抢救者,,2406.0,1,69e87418000000001401a412,,5b7381b8d1dd4100011c9428,"

",心疼程序员一秒钟[捂脸R],其他人,Mixed,抢救者+失败,2026.04.22,陕西,0,0.0,13,视频开始于户外赛道，一个白色人形机器人站在起跑线上，周围有工作人员和观众在护栏后观看，场景处于静止状态。随后，机器人在行进中突然失去平衡，向前摔倒，部件散落一地，形成明显异常。紧接着，三名工作人员迅速向机器人靠近，其中一人手持蓝色担架，准备进行救援。最后，多名工作人员合力将倒地的机器人抬上担架，并捡拾散落的零件，整个过程在赛道上有序进行，背景中可见观众和护栏。,Mixed,"The comment expresses 'heartache for the programmer for one second' (同情) combined with a facepalm emoji (捂脸R) indicating a mix of sympathy, humor, and mild embarrassment over the robot's failure. It is not purely positive, negative, or neutral, but reflects a complex, layered emotional response.",ok
