Topic,Count,Name,Representation,Representative_Docs
32,145,32_人类_代替_替代_全人类,"['人类', '代替', '替代', '全人类', '替换', '造人', '取代', '人类文明', '淘汰', '灭绝']","['人类好忙[笑哭R]', '人类观战[偷笑R]', '代替人类。以后不需要人类了']"
33,139,33_三五年_五年_发展_几年,"['三五年', '五年', '发展', '几年', '两年', '变化', '十年', '不断', '一年', '很快']","['时代需要发展', '用不了五年，可能就有新变化了，只过了一年，发展已经超过我的想象。', '你们喷好了，再过五年让你喷不起！']"
34,138,34_裤裆_裆部_喷个_内裤,"['裤裆', '裆部', '喷个', '内裤', '喷药', '喷喷', '喷水', '止痒', '喷点', '瘙痒']","['为什么喷裤裆', '裤裆有点刺挠[笑哭R]', '怎么老往裤裆喷']"
35,131,35_f1_赛车_赛事_赛道,"['f1', '赛车', '赛事', '赛道', '比赛', '赛场', '方程式赛车', '机器人界', '拉力赛', '一辆车']","['机器人F1[笑哭R]', 'F1 赛机手[汗颜R][汗颜R]', '哈比为啥要有F1？']"
36,129,36_诡异_吓人_恐怖_奇奇怪怪,"['诡异', '吓人', '恐怖', '奇奇怪怪', '毛骨悚然', '可怕', '吓到', '吓死人', '吓死', '吓一跳']","['这好诡异。', '哈哈哈哈哈哈服啦 好诡异', '有点诡异[捂脸R]恐怖谷的感觉']"
37,125,37_机器人_发热_降温_过热,"['机器人', '发热', '降温', '过热', '散热', '停机', '温度', '体温', '发烧', '工作人员']","['降温机器人', '降温的，喷的位置都是轴承部位，说明材料遇高温性能会明显下降，从视频开头机器人退的几步就能看出来，高温导致锁紧功能下降，所以会不受控制后仰，平衡功能修正导致踉跄，后背放冰防止电子元件过热，整体看主要是材料问题，当然也可以说是设计问题，毕竟摩擦生热是常识，但是设计还是死磕人形的结构，导致双腿和胯骨轴承一直运动没办法很好的散热来进行持续运转，完全可以用八条腿交替运动降低运动频率，延长散热时间，在材料无法突破的情况下拉长使用寿命……不过也能理解，死磕人形态的设计后续才有市场，才好拉投资……', '根据笔记内容和相关信息，工作人员给机器人喷的很可能是 用于降温的制冷剂 。在机器人马拉松这种长时间、高强度的运动中，机器人的电机等核心部件容易过热。为了保证机器人能正常运行，工作人员会使用专门的制冷剂对其进行快速物理降温，就像给过热的电子设备散热一样。\n【为什么需要喷制冷剂】\n人形机器人在跑步时，关节处的电机会长时间高负荷工作，产生大量热量。如果热量不能及时散去，可能会导致内部元件损坏或系统过热保护停机。因此，在比赛过程中，就像笔记里看到的，工作人员会适时为机器人喷洒制冷剂，帮助其“退烧”，以维持正常运作。\n【制冷剂是什么】\n这种制冷剂的原理和我们常见的运动冷冻喷雾类似，主要通过液体迅速汽化吸收大量热量，从而达到快速降温的效果。根据一些对机器人备赛的报道，工作人员确实会使用制冷剂来给机器人的电机等部位降温。']"
38,121,38_降温_降降温_降热_发热,"['降温', '降降温', '降热', '发热', '发烧', '高温', '凉快', '过热', '温度', '太热']","['笑死我了给ka降温', '我要化了，快降温', '古法降温']"
39,121,39_解说_解说词_好笑_精彩,"['解说', '解说词', '好笑', '精彩', '好玩', '有意思', '有趣', '了解', '搞笑', '好好笑']","['解说很6，请多解说[派对R]', '这个解说，也解压', '解说精辟']"
40,112,40_降温_喷雾_降热_喷雾剂,"['降温', '喷雾', '降热', '喷雾剂', '雾气', '喷剂', '喷出来', '保温', '高温', '清凉']","['降温喷雾[坏笑R]', '降温喷雾吧 哈哈哈哈哈哈', '就是降温喷雾']"
41,111,41_wd40_40_wd_喷剂,"['wd40', '40', 'wd', '喷剂', '一款', '得用', '一瓶', '一顿', '喷雾', '都行']","['WD40管够', '多囤点 wd40 以后能涨价', 'WD40 当水喷[惊恐R]']"
42,111,42_云南白药_喷药_喷上_白藥,"['云南白药', '喷药', '喷上', '白藥', '喷剂', '喷雾剂', '喷雾', '神药', '抽筋', '云南']","['六六六  还喷云南白药[doge]（抽）', '扭到了？喷云南白药呢？[笑哭R]', '喷得云南白药啊[笑哭R]']"
43,108,43_机器人_人形机器人_战斗_战场,"['机器人', '人形机器人', '战斗', '战场', '戰場', '机枪', '打仗', '无人机', '玩过', '机甲']","['试试长时间运动的机械性能 为了以后战场上人形机器人长线作战啊 这些有的是遥控 有的是自主 你想想以后 巷战战场上 人形机器人背个炸药来个盾 跑21公里 逮你 不怕不怕 不吃不喝也不累', '这样的机械人能干啥，打仗送东西没被敌人搞死自己就死了。', '我看到的是未来战场的杀戮机器']"
44,105,44_散热_散热器_过热_热坏,"['散热', '散热器', '过热', '热坏', '主板', '发烫', 'cpu', '内存', '电池', '外壳']","['散热[捂脸R]快买英维克', '直接加半导体散热不可以。', '散热刚需']"
45,105,45_小黑_黑黑_小黑子_黢黑,"['小黑', '黑黑', '小黑子', '黢黑', '黑皮', '黑色', '黑成', '小小的', '跑得快', '黑衣']","['嘿嘿嘿，小黑真酷', '小黑快还是小红快？', '这小黑跑姿挺好的']"
46,103,46_春晚_小品_差远了_这不比,"['春晚', '小品', '差远了', '这不比', '这场', '这波', '表演', '那批', '机器人', '舞台']","['你们不觉得这个如果上春晚，收视率会更高吗', '春晚里的也不是这熊样啊！', '怎么和春晚的机器人判若两人？']"
47,103,47_抬担架_担架_担架队_架子,"['抬担架', '担架', '担架队', '架子', '抬着', '还拿个', '放在', '带上', '抬走', '举着']","['还有人拿担架[doge]', '太人性化了，还有担架[笑哭R][笑哭R]', '还拿担架，不应该使个筐吗[笑哭R]']"
48,99,48_亦庄_北京_字庄_地方,"['亦庄', '北京', '字庄', '地方', '偶尔', '这里', '房子', '关于', '以前', '玩笑']","['在亦庄办办[笑哭R]', '亦庄还有鸵鸟呢[doge]', '可以和亦庄鸵鸟pk']"
49,99,49_120_急救_救活_得救,"['120', '急救', '救活', '得救', '救治', '救护车', '救护', '急救车', '抢救', '救護車']","['脱水了，120都来了', '不是吧 120救得了吗[捂脸R]', '为什么会有120的救护车？哈哈哈哈哈[捂脸R]']"
50,98,50_命苦_好惨_心酸_心疼,"['命苦', '好惨', '心酸', '心疼', '看着', '痛苦', '可怜', '看起来', '真不容易', '辛苦']","['看着好命苦', '看着老心酸了[捂脸R]', '我说为啥看着这么心酸呢[捂脸R]']"
51,97,51_机器人_小机器人_赛跑_开跑,"['机器人', '小机器人', '赛跑', '开跑', '跑步', '搞笑', '挺快', '领跑', '累着', '感动']","['来搞笑的机器人，真是来比赛跑步的吗[笑哭R]', '感觉是搞笑机器人赛跑', '看机器人跑步看哭了[笑哭R]']"
52,91,52_汽車_汽车_车上_一辆,"['汽車', '汽车', '车上', '一辆', '电动汽车', '家用车', '叫车', '机动车', '电车', '玩意']","['那汽车怎么不叫汽人', '您是否是想搜：汽车？', '俊熹那是汽车']"
53,90,53_宇树_说宇树_宇树用_宇树家,"['宇树', '说宇树', '宇树用', '宇树家', '第二名', '别人', '没刷', '树上', '参加', '其他']","['宇树是干嘛来的[笑哭R]', '宇树姿势太漂亮', '不是宇树吗？我记错了？']"
54,86,54_防晒霜_防晒_喷雾_喷上,"['防晒霜', '防晒', '喷雾', '喷上', '喷个', '晒黑', '防蚊', '喷点', '防水', '防止']","['防晒喷雾？', '还喷防晒喷雾啊', '防晒喷雾[okR]']"
55,83,55_救护车_救護車_机器人_救人,"['救护车', '救護車', '机器人', '救人', '急救车', '救护', '機器', '救援', '救治', '急救']","['还有机器人救护车🚑', '不是，这对吗？[微笑R]救护车连机器人也可以救吗[笑哭R]', '我以为是机器人开救护车来救人']"
56,83,56_评论_热评_评价_有意思,"['评论', '热评', '评价', '有意思', '搞笑', '好玩', '好好笑', '太有', '真多', '点赞']","['评论区怎么这么多慈禧太后[叹气R]', '这层的评论笑死了！你们这么有才！', '评论区要笑死我了']"
57,82,57_豆包_豆脚_豆角_小豆,"['豆包', '豆脚', '豆角', '小豆', '豆德', '脑袋', '两脚', '不如', '看过', '长脚']","['那颗头呢，豆包那个', '不是，我想问一下豆脚呢？意思就是豆包', '豆包 豆脚']"
58,81,58_润滑油_润滑剂_润滑_润滑液,"['润滑油', '润滑剂', '润滑', '润滑液', '机油', '关节', '磨损', '摩擦', '神油', '轮滑']","['关节润滑油', '关节是在喷润滑油吗？', '我以为是关节润滑油']"
59,80,59_机器人_跟着_前面_追上来,"['机器人', '跟着', '前面', '追上来', '后面', '追上', '跑下来', '有人', '机器', '追不上']","['机器人在前面跑，人在后面追[笑哭R]', '这几个后面跟的都是车。还有个视频是机器人在前面跑，', '机器人前面跑。你们跟着后面跑[扶额R]']"
60,79,60_吃饱_吃成_一口口_吃个,"['吃饱', '吃成', '一口口', '吃个', '一口', '胖子', '太饱', '不吃', '吃饭', '累得']","['你吃饭吃一整碗干嘛，直接吃最后一口不就饱了', '你能一口吃成胖子吗？你生下来就一口吃成大人吗？', '一口吃成胖子吗']"
61,79,61_终结者_终极_结局_更强,"['终结者', '终极', '结局', '更强', '看过', '强大', '速度', '最初', '不停', '看样子']","['有什么意义呢？为什么不直接造终结者？', '终结者t800[暗中观察R]', '最后一个成终结者了[笑哭R]']"
62,77,62_发动机_日系_本田_比不上,"['发动机', '日系', '本田', '比不上', '国产', '马力', '日本', '不差', '奇瑞', '汽车']","['嗯现在国产发动机也碾压日本', '日本发动机很牛逼，我们开新能源车', '嗯感觉现在国产发动机比日本好']"
63,73,63_换电池_换电_降温_补电,"['换电池', '换电', '降温', '补电', '电池', '充电', '冷却', '发热', '过热', '补冰']","['又降温又换电池的', '降温换电池', '这是降温，换电池']"
64,72,64_外国人_外国_看不起_国外,"['外国人', '外国', '看不起', '国外', '老外', '看看', '羡慕', '在外', '啥样', '丢人']","['外国人看看中国的发展', '要是外国人搞的，你会说“这就是人类之光，未来在这里”[doge]', '国外就是人类之光[哇R]国内就是意义怪[偷笑R]太喜欢评论区辣[派对R]']"
65,72,65_凉面_麻酱_拌面_凉皮,"['凉面', '麻酱', '拌面', '凉皮', '鸡丝', '好吃', '芝麻', '加一点', '要加', '味道']","['麻酱鸡丝凉面[萌萌哒R]', '凉面要吃麻酱鸡丝的', '凉面我只吃麻酱鸡丝凉面']"
66,71,66_机器人_跑步_性能_续航,"['机器人', '跑步', '性能', '续航', '长跑', '奔跑', '运动', '技术', '机动灵活', '功能']","['之前做过这方面的相关研究，你这个问题是别人最常问的。一个最直接了当的回答就是：跑步看似很简单，实际上这个跑步的动作包含了非常强大的算力、算法精简度、还有硬件的支撑，这一些都为将来机器人越来越强打下基础。\n而跑步就是一个很简单的体现方式，看似对人类来讲是简单的动作，但是各种扭距的极限，角度，还有平衡的保持，速度的提升都需要非常强大的算力支持。短短几年内国内的人型机器人就发展的这么快，真的很厉害了', '机器人跑步能保持平衡不摔，机动灵活，方向，续航，散热，就是技术的巨大进步，展现优势，未来能上战场必备的基本条件，这是一种技术展示[捂脸R]和比拼，', '跑步肯定不是最终目的啊，为什么总有人来问这一点呢，我觉得好奇怪，在研发过程中不得经过测试吗，长跑就是测试的一种啊。就类似于人类的一种训练手段，运动员也要练体能，机器人通过跑步来测试续航、散热、平衡和避障，这些都是未来干更复杂活的基础能力。另外，你说的最强大脑而不是四肢那是计算机。']"
67,70,67_轮子_有轮_赛车_跑得快,"['轮子', '有轮', '赛车', '跑得快', '赛道', '跑步', '轮滑', '坐轮椅', '马拉松', '长跑']","['用轮子那是赛车，不是跑步[doge]', '因为有轮子的不叫跑步，叫赛车[笑哭R][笑哭R][笑哭R]', '用轮子那叫赛车，不叫跑步[笑哭R]']"
68,69,68_小鼻嘎_小鼻嘎好_这小鼻_嘎嘎,"['小鼻嘎', '小鼻嘎好', '这小鼻', '嘎嘎', '可爱', '鼻子', '嘎子', '鼻屎', '最萌', '好乖']","['最可爱的就是这个小鼻嘎', '那个小鼻嘎很可爱', '这个小鼻嘎太可爱了']"
69,67,69_小孩子_小孩儿_小孩_小男孩,"['小孩子', '小孩儿', '小孩', '小男孩', '小朋友', '孩子', '可爱', '小宝宝', '小可爱', '宝宝']","['小孩可爱', '小孩哥挺可愛的', '小孩小孩']"
70,67,70_摆臂_不摆臂_甩臂_手臂,"['摆臂', '不摆臂', '甩臂', '手臂', '摆动', '摆手', '胳膊', '双臂', '机器人', '跑的快']","['人跑步为啥要摆臂？', '机器人跑步也要摆臂吗', '机器人跑步也要摆臂吗？']"
71,67,71_机器人_机器_人类_人工,"['机器人', '机器', '人类', '人工', '服务', '人来', '仆人', '人会', '服务业', '工作']","['人类服务于机器[doge]', '不是 机器人不是服务人类吗 怎么人在服务机器人了[汗颜R]', '所以是机器人服务人类还是人类服务机器人[微笑R]']"
72,66,72_赛车_比赛_赛车场_赛事,"['赛车', '比赛', '赛车场', '赛事', '观赛', '赛道', '大赛', '看过', '拉力赛', '好玩']","['因为有赛车比赛了[捂脸R]', '[笑哭R]那不是赛车🏎比赛吗', '那你去看赛车比赛去啊[汗颜R]']"
73,66,73_有人_当时_火车_车是,"['有人', '当时', '火车', '车是', '马车', '以前', '跑不过', '为什么', '第一辆', '不如']","['你卖车，所以汽车刚发明的时候跑不过马车，有什么意义', '火车刚出来还没马车跑得快，现在呢', '以前驾马车的也这样说开火车的']"
74,65,74_假酒_喝多_喝醉_喝醉酒,"['假酒', '喝多', '喝醉', '喝醉酒', '喝酒', '喝高', '喝点', '宿醉', '一瓶', '没少']","['这是假酒喝多了吧[捂脸R]', '定一个和假酒喝多了', '喝假酒喝多了']"
75,65,75_好笑_坐地_坐在_地上,"['好笑', '坐地', '坐在', '地上', '转过', '好好笑', '搞笑', '一转', '坐下', '转头']","['镜头一转一个坐地上的给我笑死了', '镜头一转一个坐在地上的，有点想笑，哈哈哈哈哈哈', '镜头一转有个坐地上的[失望R]']"
76,65,76_无人驾驶_驾驶_自动_电动汽车,"['无人驾驶', '驾驶', '自动', '电动汽车', '汽车', '特斯拉', '智驾', '遥控车', '人工智能', '智能']","['那叫自动驾驶', '那是自动驾驶汽车吧[捂脸R]', '你说的是自动驾驶汽车吗']"
77,65,77_未成年_参赛_参赛者_参加,"['未成年', '参赛', '参赛者', '参加', '参与', '成年', '成年组', '年纪', '年龄', '儿童']","['未成年可以参赛吗', '这个应该参加儿童组', '这个应该去参加未成年机器人组']"
78,64,78_膝盖_膝关节_换个_一换,"['膝盖', '膝关节', '换个', '一换', '换新', '不伤', '更换', '关节', '人家', '搞不好']","['你要知道它膝盖伤了可以换，但是人的膝盖不可以[doge]', '铁膝盖就是牛杯', '别怕 我铁的膝盖，而且有备胎']"
79,64,79_帽子_戴帽子_小帽子_草帽,"['帽子', '戴帽子', '小帽子', '草帽', '可爱', '安全帽', '戴个', '好看', '太萌', '头上']","['帽子这么可爱', '帽子还怪可爱的呀[笑哭R]', '戴着帽子好可爱']"
80,62,80_真快_好快_飞快_挺快,"['真快', '好快', '飞快', '挺快', '第一个', '超快', '很快', '太快', '越来越快', '真猛']","['第一个速度好快啊', '第一个是真快啊', '我去第一个跑得真快']"
81,61,81_三人_伺候_这三人_三个,"['三人', '伺候', '这三人', '三个', '三個', '照顾', '侍候', '几个', '服侍', '多人']","['三个人伺候一个[捂脸R]', '三个人伺候[笑哭R][笑哭R][笑哭R]', '得三个人伺候？']"
82,59,82_最像_姿势_太像_第三个,"['最像', '姿势', '太像', '第三个', '有点像', '动作', '模仿', '最佳', '看起来', '挺帅']","['这个最像人的姿势', '最后一个姿态最好，最像人[doge]', '最后一个姿态不错，最像人']"
83,59,83_多少钱_价格_想买_买个,"['多少钱', '价格', '想买', '买个', '有钱', '花钱', '不起', '赚钱', '买得起', '不贵']","['喜欢，多少钱一个[偷笑R]', '你想想它多少钱你多少钱[doge]', '想买，多少钱']"
84,59,84_保安_犯了错_误伤_一脚,"['保安', '犯了错', '误伤', '一脚', '报警', '安保', '保住', '搞笑', '小偷', '好笑']","['保安被踢了一脚算谁的', '保安被踢了一脚[笑哭了R]', '保安一不注意被踢了一脚。。']"
85,58,85_bgm_配乐_好听_好笑,"['bgm', '配乐', '好听', '好笑', '配音', '搞笑', '笑死人', '好看', '不正经', '背景音乐']","['BGM应该用一剪梅啊', 'bgm让我笑出皱纹[笑哭R]', '配的bgm也太精彩了吧，笑死了[笑哭R]']"
86,57,86_蚊子_苍蝇_蟑螂_蜈蚣,"['蚊子', '苍蝇', '蟑螂', '蜈蚣', '螳螂', '老鼠', '一只', '细菌', '毛毛虫', '除了']","['蚊子，苍蝇，蛆', '除了蚊子苍蝇蟑螂[抽泣R]', '对  苍蝇  蚊子 老鼠小时候都可爱[笑哭R]']"
87,57,87_猝死_熬夜_死得_更快,"['猝死', '熬夜', '死得', '更快', '容易', '担心', '危险', '好怕', '扛不住', '经常']","['很容易猝死[捂脸R]', '更容易猝死了[捂脸R]', '就是熬夜+运动容易猝死']"
88,56,88_元气_仔好_最像_最帅,"['元气', '仔好', '最像', '最帅', '好看', '可爱', '真人', '看上去', '样子', '好像']","['元气仔最顺眼[捂脸R]', '元气好丝滑', '元气仔像人扮的[偷笑R]']"
89,55,89_机器人_股票_人形机器人_基金,"['机器人', '股票', '人形机器人', '基金', '涨停', '人工智能', '清仓', '上不去', '玩意', '重仓']","['所以买机器人的股票和基金是不是很有前景[扯脸H]', '因为我买的人工智能基金股票要涨了[doge]', '机器人基金又该跌了[doge]']"
90,54,90_机器人_发言_发表_评论,"['机器人', '发言', '发表', '评论', '机器', '留言', '支持', '本人', '投名', '之前']","['本人将严肃的在此评论，并在机器人统治地球之后当做投名状[哭惹R]', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状[飞吻R]', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状\U0001fae1']"
91,54,91_有点累_站不稳_累得_好累,"['有点累', '站不稳', '累得', '好累', '很累', '累到', '站不住', '休息', '太累', '真累']","['站不稳，是不是累了', '[害羞R]累了休息会儿', '累的都站不稳[捂脸R]也不让休息一下']"
92,54,92_加油_用油_希望_有人,"['加油', '用油', '希望', '有人', '继续', '好快', '一起', '夸赞', '加电', '欢呼']","['喊加油他听得见吗', '加油，万事开头难', '加油！加油']"
93,53,93_补给_补上_补给点_快补,"['补给', '补上', '补给点', '快补', '补给站', '弥补', '私补', '有个', '没给', '需要']","['高冷补给[笑哭R]', '补给补给', '补给好帅气[点赞R]']"
94,53,94_鲁班_王者_有个_有人,"['鲁班', '王者', '有个', '有人', '上班', '小家伙', '我操', '想起', '皮肤', '参加']","['悍匪鲁班', '鲁班大师', '鲁班他二爹']"
95,53,95_就业_就业机会_工作岗位_岗位,"['就业', '就业机会', '工作岗位', '岗位', '就业率', '失业', '工作', '支持', '增加', '提供']","['这就业岗位不就来了吗', '这是增加就业岗位？[笑哭R]', '增加就业岗位']"
