Topic,ctfidf_top_terms
65,"凉面,麻酱,加点,好吃,鸡丝,花生米,黄瓜,要加,凉皮,花生,我要,拌面,糖醋,加一点,豆芽"
66,"跑步,测试,展示,技术,续航,为了,无数次,动作,肯定,性能,调整,问题,运行,稳定性,意义"
67,"轮子,赛车,跑步,轮滑,比赛,赛道,轮椅,有轮,汽车,那不就,摩托车,比得,彰显,残奥会,办个"
68,"小鼻嘎,嘎子,小鼻嘎好,可爱,这小鼻,奶瓶,鼻子,喜欢,嘎嘎,小比,度假,半人,挂个,下课,大象"
69,"小孩,长大,孩子,谁家,小朋友,小孩儿,小男孩,可爱,成长,高兴,小可爱,小孩子,宝宝,一看,要面子"
70,"摆臂,摆动,胳膊,双臂,平衡,甩臂,甩手,陀螺仪,不摆臂,跑步,手臂,摆手,有助于,保持平衡,抱紧"
71,"服务,人类,替代,代替,取代,尽早,机器人,不了,思想,一代,人工,探索,时代,人来,一段路"
72,"赛车,比赛,那不就,那特,赛马,汽车,赛道,区别,为什么,摩托车,注意安全,f1,周六,接力赛,赛车场"
73,"马车,火车,发明,飞机,当年,汽车,人们,蒸汽机,年前,富兰克林,如此,第一架,骑马,蒸汽,质疑"
74,"假酒,喝多,喝醉,喝高,喝醉酒,红牛,喝酒,喝点,二两,咖啡,第一位,一瓶,昨晚,再来,哥们"
75,"镜头,一转,地上,坐在,转过,坐下,蚌埠,不住,好笑,没招,路边,出现,语言,这位,本来"
76,"驾驶,自动,无人驾驶,汽车,无人,智驾,那不就,干脆,新能源,方向盘,智能,特斯拉,五年,辅助,参赛"
77,"参加,未成年,儿童组,成人,参赛,幼儿,断奶,小朋友,儿童,禁止,组委会,欺负,成年组,幼儿园,公平"
78,"膝盖,钛合金,膝关节,半月板,做手术,没事,保护,置换,人家,免费,金属,钢铁,换个,不动,注意"
79,"帽子,草帽,戴帽子,红领巾,安全帽,可爱,戴个,小帽子,还给,晒黑,带个,防晒,小子,泰山,父亲"
80,"第一个,真快,速度,好快,看清楚,喘气,飞快,挺快,不带,很快,超级,太快,关键,怪怪的,超快"
81,"伺候,三个,三人,大爷,个人,侍候,保姆,照顾,还要,服侍,服务,多人,陪读,三条,三個"
82,"动作,最像,第三个,姿态,最后,姿势,体态,松弛,比向,优雅,接近,附体,别说,功夫,最好"
83,"多少钱,压岁钱,攒钱,买不起,想买,价格,不买,买得起,不贵,用不上,几十万,有钱,皮肤,这款,的话"
84,"保安,一脚,大爷,大叔,田里,大哥,执勤,jio,叔叔,警察,安保,工伤,草丛,绿化带,那位"
85,"bgm,配音,配乐,音乐,声音,百度,好听,僵尸,听歌,自带,美团,说话,背景,大战,植物"
86,"蟑螂,苍蝇,蚊子,老鼠,除外,广东,螳螂,可爱,幼虫,除了,巨型,恶心,别过来,楼主,小时候"
87,"猝死,熬夜,容易,运动,概率,剧烈运动,高强度,死得,加大,身体,雪峰,晚上,昨晚,加班,危险"
88,"元气,仔跑,优雅,仔好,标准,姿势,接近,姿好,一票,最帅,最像,轻松,好像,闪电,长跑"
89,"基金,明天,股票,板块,etf,周一,不涨,植物,难怪,涨起来,涨停,清仓,一直,回本,怪不得"
90,"名状,当做,严肃,统治,本人,地球,之后,评论,此条,当投,投名,这条,当作,清理,代表"
91,"站不稳,休息,会儿,倒头,站不住,歇会,一晃,太累,累坏,累得,一会,累死,两步,很累,累瘫"
92,"加油,听懂,听得懂,人喊,加电,王者,夸赞,用油,really,有用吗,用电,提速,国人,重在,中国"
93,"补给,太慢,中途,补给点,扣分,私补,换人,停下,补给站,很燃,一段距离,每隔,快补,急得,石子"
94,"鲁班,七号,小将,乒乓,王者,这小,好像,短腿,我操,cos,250,味儿,正好,迈着,书包"
95,"就业,岗位,增加,失业,提供,三个,创造,工作岗位,方向,工资,工作,到位,更多,提高,多人"
96,"工作人员,跟着,操作员,全程,技术人员,操作,保障,操作者,人员,一起,一路,好累,一直,操控,旁边"
97,"骑个,骑车,打车,坐车,骑墙,上班,高铁,跟随,骑着,或者,自行车,摩托,一段,电瓶车,老远"
98,"装备,一地,爆一地,爆率,上来,好好,666,碰瓷,满级,满血,叠满,纸糊,绝尘,跑酷,五公里"
99,"工程师,跟着,技术员,坐车,全程,不少,累死,不管,肥仔,终于,载具,说真的,更累,牛人,活爹"
100,"太像,大张伟,邓超,薛之谦,挺帅,好像,有点像,造型,想到,第二个,眼熟,第二位,由于,惊讶,父亲"
101,"加油,对着,听得懂,听懂,冲着,听见,机器人,快点,有朝一日,闲得,加啥,加油站,油腻,真诚,汽油"
102,"结束,未捷,出师,创业,开始,身先,先帝,闹剧,开局,中道,天崩,未半而,这场,停止,解体"
103,"站不稳,停下,不动,不稳,停下来,上半身,重心,上身,有点像,不足,往后,差点,突然,起伏,磕碜"
104,"中国,美国,日本,水平,国外,美日韩,半成品,国产,德国,阴阳怪气,之光,那些,国内,阶段,领先"
105,"控制,失控,不受,操控,控制不了,咋办,跟着,有人,避让,跑出去,运算,主动,打死,姿态控制,控制器"
106,"八步,赶蝉,赶蚕,三步,学会,更进一步,老祖宗,写入,即视感,相似,理念,终极,智慧,经济,来个"
107,"意义,马拉松,机器人马拉松,何在,何用,哪里,好奇,挑战,参加,骑马,实际意义,不装,机器人,纯属,健身"
108,"跳舞,084,舞蹈,街舞,路人,84,半路,跳街舞,观众,72,娱乐圈,打招呼,模式,功夫,节目"
109,"比赛,整顿,赶尸,大多数,不过关,大赛,乐子,组织,冠军,搞个,回去,负责,同时,干活,小事"
110,"现场,想去,没去,热烈,气氛,请问,消息,哪里,位置,哪儿,下次,今天,每天,武汉,求个"
111,"牛马,骡子,溜溜,马拉,木牛流马,诸葛亮,终究,电子,抗造,老马,真得,很贵,新型,当牛马,养马"
112,"去年,今年,健步如飞,摔跟头,明年,进步,记得,磕磕绊绊,半身不遂,后年,一年,跑的快,卧槽,着手,帕金森"
113,"本科,ppt,欣赏,反复,研究生,毕业论文,本科生,学历,干不了,才行,读研,硕士,本科毕业,文件,85"
114,"测试,稳定性,性能,不同,长时间,协调性,极限,耐久,the,it,安稳,体现,加强,高强度,不然"
115,"测试,极限,耐用性,可靠性,性能,稳定性,老化,机械,考试,考验,耐久性,平衡性,续航,检验,压力"
116,"进化,一年,太快,真快,娇惯,这才,一届,速度,去年,家长,对比,明年,我滴,想进,没少"
117,"章若楠,若楠,像章,张若楠,跟章,好像,姿势,小红,跑步,第一个,模仿,一段时间,上午,竞争对手,闪电"
118,"几步,步态,停下来,减速,两下,步伐,停下,真人,后退,太像,拟人,无异,降速,好帅,动作"
119,"以为,开水,喝水,喝点,暖水壶,口渴,热水,加热,补水,水壶,原来,矿泉水,暖壶,枸杞,尿素"
120,"大湾,鸡好,一只,两只,烤鸡,居然,厘米,挺萌,前边,可爱,啊哈,老板,冲锋,小子,第一次"
121,"质量,太差,废铁,廉价,材料,回收,塑料,结实,散架,一堆,废柴,后门,很差,废材,瓦解"
122,"倒数,第一,第一名,胜利,ta,迈着,记住,矫健,步伐,小孩,期望,算不上,说不说,不要紧,残影"
123,"人形,轮子,仿生,更难,越野跑,复杂,地形,轮式,蜘蛛,负重,不好,照着,技术难度,完美,为什么"
124,"体育,体测,35,重要性,面试,体育精神,以上,怪不得,大学,怎么样,没想到,客气,要考,指标,绿色"
125,"以为,鲤鱼打挺,摔出,塑料袋,火花,要来,开始,忍者,纳闷,阿甘,相声,里装,蝴蝶,忘带,回旋"
126,"穿衣服,衣服,服装,假发,黑衣服,卤蛋,认识,裤子,披头散发,眼熟,不换,换身,换衣服,看不出,第一天"
127,"运动鞋,穿鞋,穿衣服,碳板,耐克,穿着,防止,跑鞋,裤子,声音,温柔,反光,拖慢,安踏,妨碍"
128,"年轻,年轻人,少年,国强,强则,真棒,技术人员,朝气蓬勃,注意,科技人才,小伙子,一群,团队,咱们,少年班"
129,"进步,太快,很大,很快,好大,飞速,不管怎么,真快,再接再厉,稳步,明显,笨拙,极大,搞成,太棒了"
130,"膝盖,不好,不伤,轴子,看得,不对,胯骨,建议,筒子,不困,这样,坏死,一通,二是,一是"
131,"无人机,天上,空中,穿越,飞机,信号,降维,步兵,无线,机上,只想,近距离,90%,好了吗,载重"
132,"电机,过热,冷却,降温,温度,高温,电动机,高负荷,制冷剂,要么,干冰,下会,快速,失灵,高速运转"
133,"小派,查派,超能,宝宝,可爱,想起,专门,不爱,迷你,心中,冰淇淋,桌子,巧克力,订书机,出圈"
134,"地上,地下,睡觉,没人管,坐在,耍脾气,不让,期间,歇歇,没想,力气,这儿,耍赖,高低,赶快"
135,"手机,打电话,小灵通,智能手机,网络,4g,大哥大,bb,只能,以前,网速,挂绳,端的,一无是处,发短信"
136,"闪电,红色,閃電,三倍,闪电侠,視角,不明,真猛,犯规,一道,最棒,猥琐,冠军,他家,火花"
137,"撞到,追杀,责任,杀人,怎么办,突然,警察,大半夜,怕怕,一巴掌,指不定,报复,撞墙,害怕,一脚"
138,"测试,临时,分析,实验室,提前,没发,不试,试验品,瑟瑟,民众,开了个,发抖,现眼,亮相,外空"
139,"屁股,尿不湿,撒尿,纸尿裤,接着,洗洗,尿布,瘙痒,洗个,被套,换尿布,定期,这得,当街,差个"
