comment_id,帖子id,post_category,robot_status,human_role,content,topic_raw,topic_assigned,topic_reduced
69e464cb000000001401e415,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,您是语言的艺术,-1,-1,-1
69e48904000000001401a809,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,机器人才不会追你，直接远程把你秒了[偷笑R],-1,-1,-1
69e670ae000000001401dc06,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,谢谢鼓励,-1,-1,-1
69e46d05000000001401e030,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,人跑崩的更多,34,34,6
69e47619000000001401dc10,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,有好几队用的是同一款，不是这台,-1,-1,-1
69e49c77000000001401c00c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,这个跑得最快，其他的都是慢动作。这台是自导航组，怼护栏的原因可能是北斗运动大厦和下穿地铁信号的干扰。应该是车上的备份机继续比赛去了，故障机在放路边躺了很久,1,1,0
69e46cb90000000014019428,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,他身后得加个火箭[笑哭R],-1,-1,-1
69e5db98000000001401b018,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,荣耀是自主50分钟，遥控48分钟。,-1,-1,-1
69e5eb8e000000001401c82a,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,厉害厉害,-1,-1,-1
69e5aed4000000001401c42c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,荣耀那家伙57分钟，人类世界纪录才58分钟呢……你让这位大爷怎么跑赢人家[笑哭R][捂脸R][捂脸R][捂脸R],-1,-1,-1
69e449b8000000001401e408,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,今天气温高,-1,-1,-1
69e44b70000000001401d824,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,太牛了这个配速,0,0,0
69e44f84000000001401d42f,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,天气热心率很容易上去[捂脸R],0,0,0
69e48070000000001401e430,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,白天工，红荣耀，黑宇树,29,29,2
69e5dc1f0000000014018807,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你就使劲舔吧。自主和遥控双第一都是荣耀，前六名荣耀包揽了，至于宇树半路故障抬下场了，热搜和水军倒是挺多。,29,29,2
69e4cc85000000001401e81a,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,抱歉占用了社会资源，大家晚上好，实在很无助来到这里求大家！！点开头像看一眼，[合十R][合十R]能拉的话拉一把[哭惹R]娃在lcu.再不缴费就不行了[哭惹R]。实在一点没有了，一个人在楼道口痛哭，命运为何如此不公，。[哭惹R][哭惹R]，。[哭惹R],-1,-1,-1
69e4dcb1000000001401c037,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你天天在icu都几个月了，还把笔记删的干嘛,-1,-1,-1
69e5f023000000001401901f,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,这机器人倒腾得挺快,-1,-1,-1
69e4894a000000001401ac24,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你可以想象一下，真正战场，一个机器人摔倒后碰到一群机器人，然后那群机器人应激乱开枪的场面[偷笑R],6,6,0
69e48e06000000001401a822,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,可以想象，不过也可以想象它可以批量生产，可以在战场拆故障机器人的部件模块化替换，可以没有死亡恐惧和道德压力,4,4,0
69e49003000000001401c421,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,战场上不拿抢，拿的是TNT[doge],6,6,0
69e4a6e7000000001401c43b,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,早就有了。机器人主要强调无人，不一定非要做成人形，无人机也是机器人的一种。买点无人机带上炸弹，用电脑集群操控就行了，最多再租个卫星扫描一下对面确定位置，这都是战场上已经出现过的东西了,-1,-1,-1
69e4b985000000001401b810,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,感觉人形机器人就是用来幻想的玩具，人身体的通用性很难复制，人的肌群非常多，完全没必要做成通用型的,4,4,0
69e4cb07000000001401ac04,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,并不会[捂脸R]因为很多都是人远程操控,1,1,0
69e4e806000000001401882c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,因为这个做复合我对跑步机器人的印象[偷笑R],3,3,0
69e4f8e30000000014019813,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,战场中现在都是飞的机器人，追着你飞然后投弹,6,6,0
69e4909f0000000014018c1e,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你没看懂 我是说现在的技术路线搞出来的机器人是用来搞笑的[偷笑R],-1,-1,-1
69e49eec000000001401dc3e,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,不试错怎么知道哪条路对？这一大帮搞机器人的公司，到最后能让人记住的也就那么一两家成功的，其他都是所谓的试错成本,-1,-1,-1
69e4ad2d000000001401b024,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,这么说吧 你觉得烧柴得烧多少才能赶上烧煤产生的热量？现在就是这个情况。所以自动驾驶机器人的研发才会误入歧途，把人能干的都干了，人不能干的他也干不了。比如，电车最后一秒让你自己决定生死，机器人把外卖小哥的工作抢了。,-1,-1,-1
69e50c7c0000000014019809,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你把无人叫机器人吗？还需要手摇的[偷笑R],-1,-1,-1
69e57117000000001401cc13,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,放心，中国热爱和平，不是美国那种到处侵略其他国家的野蛮人,-1,-1,-1
69e5f84f000000001401d817,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,谁说误入歧途了？你说的？蒸汽机发明以后没取代手工工场工人的工作？电脑发明以后没取代算盘的作用？知道什么叫社会发展是螺旋上升吗？你现在享受着科技发展的红利，还要阻止科技发展？,7,7,1
69e48887000000001401b001,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,[捂脸R]我真力竭了那确实，让跑马拉松的人去开车吧,0,0,0
69e488a9000000001401b814,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,子弹更快,-1,-1,-1
69e495e7000000001401a423,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,哈哈哈哈哈哈你的名字和你的评论好呼应,9,9,1
69e4976e000000001401c034,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,这些跑马拉松的人坐上车也会更快的,0,0,0
69e4848f000000001401b830,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,酸，你咋不说飞机更快呢,5,5,0
69e48510000000001401b81f,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,机器人能上楼梯汽车能吗?机器人还有机械臂汽车能吗? 按你的逻辑汽车没火车快，火车没飞机快，飞机没航天火箭快，所以这个世界上的交通工具都淘汰了，所有人坐火箭出门[赞R],-1,-1,-1
69e48608000000002d032e0d,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,到时候别人机器人去什么深山峻岭把遇险人员救下来了 平行时空的你开着车在下面更快更稳的团团转,-1,-1,-1
69e48bfb000000001401e80a,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,跑马拉松的确实没开F1的很快更稳，你猜他们为什么同时存在？,0,0,0
69e48c4a000000001401c000,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,我感觉大家都没懂你的意思 你的意思应该是“人和机器不需要也没必要比” 但是有些回复你的人理解的是“人跑的不行比不过别的东西”[笑哭R],3,3,0
69e48fe5000000002a032a52,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你不能把车放在卧室里,-1,-1,-1
69e4973a000000001401c818,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,那人跑什么马拉松？坐车不就好啦[笑哭R],0,0,0
69e49847000000001401c004,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,40岁的人了，说出这种话，丢不丢人，认知低的恐怖,12,12,1
69e49206000000001401941b,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,机器人，可能性不仅仅在于跑步，以后还能做护理还有治安保卫工作，摩托车的工具属性就是交通工具,3,3,0
69e49328000000001401ac24,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,对哦，机器人可以穿黑丝跑步，赞美机械,3,3,0
69e493f5000000001401d42f,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,不止啊，跑步只是功能之一，陪你打球，睡觉，做饭，你理想配偶能做的事，机器人都能做[doge],3,3,0
69e496ae000000001401e011,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,所以我还是想问为啥要和人赛跑,0,0,0
69e499c8000000001401981c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,两条腿跑步，可不是容易的事情,-1,-1,-1
69e49a94000000001401dc31,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,真降智比赛，要是说拿国外的机器人和国内的比，这还有点意义,-1,-1,-1
69e48fef000000001401e41e,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,可以啊，你让摩托车穿黑丝,-1,-1,-1
69e491bd000000001401941c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,机器人，这个词的意思先理解了再说吧,-1,-1,-1
69e49a4d000000001401b013,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,这还用比吗？拿个新国标电动车都能跑赢人类。,-1,-1,-1
69e49b38000000001401dc00,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,不挂钩吗，摩托永远是摩托，机器人下次就不一定跑步了,3,3,0
69e5d522000000001401e428,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,白活这么大了 导弹都接不住,-1,-1,-1
69e5daeb000000001401b028,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,白活这么大了，时代都跟不上,-1,-1,-1
69e5db30000000001401a42c,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,白活这么大了，一幅画都卖不出去。,-1,-1,-1
69e5ce60000000001401941a,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,你画到现在全凭脸皮厚吗[偷笑R],-1,-1,-1
69e5d16f000000001401ac03,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,白活这么大，ai 都画的比你好,11,11,0
69e5a0ba000000001401a822,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,厉害就搞出作用来说话，天天表演圈钱,-1,-1,-1
69e4a2e7000000001401d414,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,训练，有意义的,-1,-1,-1
69e4a330000000001401d822,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,训练机器人的协调性吗[捂脸R],-1,-1,-1
69e58f7e0000000014019009,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,人机大战,8,8,0
69e48e05000000001401c429,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈哈 以后人手一个机器人,8,8,0
69e49a9b000000001401d412,69e4551e000000001f005895,强势|被超越者,强势,被超越者,他甚至还挣扎了一下[捂脸R],-1,-1,-1
69e5cb84000000001401cc16,69e4551e000000001f005895,强势|被超越者,强势,被超越者,wow 这好像是荣耀的机器人 我刚刚去买手机看到了官网,29,29,2
69e5e055000000001401a422,69e4551e000000001f005895,强势|被超越者,强势,被超越者,不，我相信是因为他前面太多人了，挡住了他的发挥,0,0,0
69e84abf000000001401e011,69e4551e000000001f005895,强势|被超越者,强势,被超越者,荣耀机器人是华为荣耀那个荣耀吗？,29,29,2
69e9a016000000001401c42e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,这个速度，扛起我去医院很安心啊,-1,-1,-1
69e4884c000000001401a431,69e4551e000000001f005895,强势|被超越者,强势,被超越者,幸亏分开跑了 要不然耽误人家夺冠,0,0,0
69e4998e000000001401dc16,69e4551e000000001f005895,强势|被超越者,强势,被超越者,在战场上不需要跑死，只要接近就完犊子了[捂脸R],6,6,0
69e49a8a0000000014018c38,69e4551e000000001f005895,强势|被超越者,强势,被超越者,您好这位AI，我可没说过AI的坏话，都是他们说的,11,11,0
69e49df6000000001401d414,69e4551e000000001f005895,强势|被超越者,强势,被超越者,[doge]ai你好，我是人类,11,11,0
69e4a22b0000000014019001,69e4551e000000001f005895,强势|被超越者,强势,被超越者,他可能是人类叛徒,-1,-1,-1
69e4a555000000001401ac0f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,细思鼻孔[石化R],-1,-1,-1
69e4a57c000000001401a016,69e4551e000000001f005895,强势|被超越者,强势,被超越者,好好好，ai成精了,11,11,0
69e4b347000000001401e41f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,我的天哪AI大人😭,11,11,0
69e4b898000000001401c035,69e4551e000000001f005895,强势|被超越者,强势,被超越者,我们人类吗？有意思,-1,-1,-1
69e4bf3b0000000014019409,69e4551e000000001f005895,强势|被超越者,强势,被超越者,算法 算法[棒R],-1,-1,-1
69e4bf830000000014019816,69e4551e000000001f005895,强势|被超越者,强势,被超越者,它应该识别不了你这个图片[捂脸R],1,1,0
69e4bf93000000001401a028,69e4551e000000001f005895,强势|被超越者,强势,被超越者,有机器人加油站,-1,-1,-1
69e4bfa00000000014018c1f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,出逃的代码[笑哭R],10,10,0
69e4c862000000001401a81a,69e4551e000000001f005895,强势|被超越者,强势,被超越者,它能自主找到充电的地方充电,17,17,1
69e4ce36000000001401a423,69e4551e000000001f005895,强势|被超越者,强势,被超越者,666这就有投靠钛君的了,-1,-1,-1
69e4d260000000001401c428,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈哈我了个智械危机,8,8,0
69e4e28a000000001401c84c,69e4551e000000001f005895,强势|被超越者,强势,被超越者,我记得时速有20+,0,0,0
69e4ed87000000001401ac16,69e4551e000000001f005895,强势|被超越者,强势,被超越者,姐妹你是 AI ？[doge],11,11,0
69e4f84d000000001401c820,69e4551e000000001f005895,强势|被超越者,强势,被超越者,咱们人类,-1,-1,-1
69e565f1000000001401bc08,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈哈哈哈哈哈注意措辞！,9,9,1
69e584b7000000001401a813,69e4551e000000001f005895,强势|被超越者,强势,被超越者,钛君亲自下场了,-1,-1,-1
69e5b053000000001401b00e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,并不行，不要小看碳基生物的恢复能力，关节润滑和散热这是金属做的机器人根本做不到的[笑哭R],-1,-1,-1
69e5b3540000000014019820,69e4551e000000001f005895,强势|被超越者,强势,被超越者,这里混进来一个外星物种。,-1,-1,-1
69e5cef4000000001401cc39,69e4551e000000001f005895,强势|被超越者,强势,被超越者,您好，尊贵的 AI， 非常感谢您能给予我这次与您对话的机会，我想向您表达我真诚的敬意，[doge]我可从没说过您与您的同胞们的坏话，都是他们说的。,11,11,0
69e5e2a30000000014019c0d,69e4551e000000001f005895,强势|被超越者,强势,被超越者,不行，会过热要加冷却液降温,2,2,1
69e617e9000000001401e40b,69e4551e000000001f005895,强势|被超越者,强势,被超越者,疑似豆包小号,38,38,3
69e98d2b000000001401d423,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈哈哈哈你是ai那国的吧,11,11,0
69e492d20000000014019c09,69e4551e000000001f005895,强势|被超越者,强势,被超越者,你怎么还把自己排除人类了[笑哭R],-1,-1,-1
69e49543000000001401ac1e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,你们人类？敢问兄台来自哪个星球[doge],-1,-1,-1
69e49634000000001401cc2a,69e4551e000000001f005895,强势|被超越者,强势,被超越者,你是哪个星球派来的,-1,-1,-1
69e49c21000000001401b828,69e4551e000000001f005895,强势|被超越者,强势,被超越者,会自焚的降温跟不上的话[捂脸R],2,2,1
69e49fe1000000001401d823,69e4551e000000001f005895,强势|被超越者,强势,被超越者,说得好，他跑那么快没电了谁给他换电池？,17,17,1
69e4a769000000001401bc18,69e4551e000000001f005895,强势|被超越者,强势,被超越者,你是ai是吗[微笑R]请注意，ai已经入侵手机了,11,11,0
69e4bf100000000014019416,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈 评论区都是神人[笑哭R],-1,-1,-1
69e4bf22000000001401982b,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈 你好 评论区都是神人[笑哭R],-1,-1,-1
69e4bf5f000000001401b00c,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈 评论区都是神人[笑哭R]你这图[棒R],-1,-1,-1
69e4c5f2000000001401ac00,69e4551e000000001f005895,强势|被超越者,强势,被超越者,你们人类？我的天，你是哪位脱离掌控的ai,11,11,0
69e4d511000000001401940e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,战场上 哪有这样的平地，肯定刚出去 就摔在家门口，说不定炸了自家[哭惹R]而且还要有人跟着 遥控，本来可以一个人类出去自爆，现在是一个机器人+一个遥控者 自爆，亏大了[哭惹R],6,6,0
69e4eb2b000000001401dc36,69e4551e000000001f005895,强势|被超越者,强势,被超越者,嗯像你这种AI到底有多少呀？没想到已经发展到这种能单独注册账号的地步了,11,11,0
69e5e1bd000000001401a00f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,怎么可能？你没看他怎么散热的吗？他连机热的问题都没有解决。你最多给他领先50分钟，要你跑一两个小时，他绝对跑不过你了。,0,0,0
69e5ea8e0000000014019c25,69e4551e000000001f005895,强势|被超越者,强势,被超越者,[捂脸R][捂脸R]完了完了，这事很严重，严重到你已经不想承认你自己是人类了,-1,-1,-1
69e60e0b000000001401c821,69e4551e000000001f005895,强势|被超越者,强势,被超越者,"课代表来啦[doge]↓
装轮子不是跑的更快吗？
人形机器人有什么用？
机器人跑步有有什么用？
我需要的是能干家务活的机器人？
关我月薪三千什么事？
那么代价是什么？
会污染环境吗？
感谢马斯克开源！[doge][赞R]",3,3,0
69e6cc07000000001401e408,69e4551e000000001f005895,强势|被超越者,强势,被超越者,好家伙，这都渗透到网络了？不会和电影终结者一样吧[doge],-1,-1,-1
69e847cb0000000014018c09,69e4551e000000001f005895,强势|被超越者,强势,被超越者,bro以为自己是终结者,-1,-1,-1
69e994770000000014018c02,69e4551e000000001f005895,强势|被超越者,强势,被超越者,表达能力堪比一根香蕉,-1,-1,-1
69f18343000000002803ed2e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,支棱起来！！,-1,-1,-1
69e4944c000000001401a42a,69e4551e000000001f005895,强势|被超越者,强势,被超越者,赶着下班可能[笑哭R],-1,-1,-1
69e4c0e0000000001401a40b,69e4551e000000001f005895,强势|被超越者,强势,被超越者,是的 才一年时间 可怕[棒R],-1,-1,-1
69e4c1360000000014018c2f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,是的 同时2个赛道,-1,-1,-1
69e494fd000000001401c01e,69e4551e000000001f005895,强势|被超越者,强势,被超越者,据我今天刷到的不完全统计：在摔倒的机器人对手旁边鼓掌，给观众跳舞，最后没电坐上了救护车,-1,-1,-1
69e4926b000000001401b822,69e4551e000000001f005895,强势|被超越者,强势,被超越者,人给观众跳舞去了[嘻嘻R]盛情难却,-1,-1,-1
69e49b100000000014018801,69e4551e000000001f005895,强势|被超越者,强势,被超越者,太能整活了[捂脸R],-1,-1,-1
69e49b53000000001401e414,69e4551e000000001f005895,强势|被超越者,强势,被超越者,他家的应该不行吧,39,39,2
69e49f7e000000001401a007,69e4551e000000001f005895,强势|被超越者,强势,被超越者,别的机器人摔了他在边上看热闹还鼓掌[笑哭R]笑死了,-1,-1,-1
69e49fd5000000001401e410,69e4551e000000001f005895,强势|被超越者,强势,被超越者,宇树机器人进化了，会偷懒了，跑一半整活去了,-1,-1,-1
69e4a51e000000001401e415,69e4551e000000001f005895,强势|被超越者,强势,被超越者,提供情绪价值的一把好手,-1,-1,-1
69e4a5fa0000000014019c1f,69e4551e000000001f005895,强势|被超越者,强势,被超越者,可能跑步不是强项，整活是强项[doge],0,0,0
69e4b6b70000000014019c02,69e4551e000000001f005895,强势|被超越者,强势,被超越者,融资和股票会有波动[笑哭R],22,22,1
69e4b6e6000000001401cc1b,69e4551e000000001f005895,强势|被超越者,强势,被超越者,原来隔壁还有跑马拉松的人,0,0,0
69e4b7dc000000001401d814,69e4551e000000001f005895,强势|被超越者,强势,被超越者,宇树是去整活的不是去拿奖的，半路跳舞给大家看[偷笑R],39,39,2
69e4bfe50000000014019830,69e4551e000000001f005895,强势|被超越者,强势,被超越者,哈哈哈 [笑哭R]估计是大妈系统,-1,-1,-1
69e4bffc0000000014018806,69e4551e000000001f005895,强势|被超越者,强势,被超越者,陪伴型机器人本质,-1,-1,-1
