topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
10,198,190,16,0.7777777777777778,"人要跟着跑, 人也跟着跑, 人也要跟着跑吗, 人还得跟着跑, 操作的那个人, 人也要跟着跑, 人跟着跑, 有意义吗, 石化r, 操作员跟保障是要一直跟着腿","['重点是， 人要跟着跑', '人要跟着跑?', '人要跟着跑？']",1. [69e4a791000000001401cc1d|post=69e481e8000000002003ad94|likes=40.0|top_like] 他们仨也要跟着跑马拉松吗[呃R] || 2. [69e49b82000000001401cc22|post=69e481e8000000002003ad94|likes=10.0|top_like] 它一个跑马拉松  仨人跟着跑  [笑哭R] || 3. [69e48cd3000000001401cc26|post=69e447d2000000001d01aa01|likes=8.0|top_like] 这和追着一辆车跑没啥区别 || 4. [69e5b3d3000000001401ac00|post=69e5a09a000000002103ba03|likes=7.0|cross_post] 后台操作员按错了？[doge] || 5. [69e482aa000000001401c815|post=69e41e24000000001a025f1a|likes=5.0|cross_post] 哈哈哈哈哈旁边那些跑步的人，毫无PB的欲望，全是对看热闹的渴望 || 6. [69db00d20000000035012eb7|post=69da7e87000000001a03484e|likes=4.0|cross_post] 它能背着人跑吗 || 7. [69e459d20000000014019c28|post=69e4412a000000002103883f|likes=2.0|cross_post] 旁边那个赛道是陪跑？ || 8. [69e5a982000000001401c815|post=69e481e8000000002003ad94|likes=0.0|random] 本来一个人跑就够了，这下好了，投那么多钱还要再加三人跑 || 9. [69e5827c000000001401ac10|post=69e481e8000000002003ad94|likes=0.0|random] 我想问一下它还得3个人跟着，那3个人是不是更厉害[笑哭R]（跑的更厉害，还操控又操心） || 10. [69e5f5d8000000001401a822|post=69e481e8000000002003ad94|likes=0.0|random] 人也要跟着跑啊[笑哭R],,,
11,191,188,21,0.16753926701570682,"好可爱, 太可爱了, 什么东西小小的都很可爱, 家长呢, 喝奶茶r, 实在是太可爱了, 好萌, 好可爱啊, 有点可爱, 好萌啊","['这三个小朋友在干嘛[笑哭R]好可爱', '好可爱，好努力的背影[偷笑R]', '[喝奶茶R]好可爱，好想抱抱']",1. [69e46d59000000001401c42a|post=69e4426b000000001d01c7ed|likes=1250.0|top_like] 果然什么东西小了都可爱[喝奶茶R] || 2. [69e5fc55000000001401c02e|post=69e59e520000000022027a90|likes=380.0|top_like] 我就喜欢这个小蚂蚁 || 3. [69e5ea50000000001401d834|post=69e46730000000001d0199c8|likes=96.0|top_like] 可是我觉得它们好可爱啊 || 4. [69e4321e000000001401a01a|post=69e40352000000002102fc75|likes=29.0|cross_post] 说个题外话，刚刚在某儿童管楼梯下看到的一幕，觉得他们像哈利波特一样窝那怪可怜的[笑哭R] || 5. [69e445a70000000014019003|post=69e43b14000000001a02e095|likes=20.0|cross_post] 这个是长得最可爱的 || 6. [69e47d38000000001401c423|post=69e4412a000000002103883f|likes=10.0|cross_post] 怎么还有带游泳圈的哈哈哈好可爱[萌萌哒R] || 7. [69db0389000000000d037dee|post=69da7e87000000001a03484e|likes=4.0|cross_post] 每一个都是咔哒咔哒的就过去了 甚至感觉到了一丝可爱 || 8. [69e5e1be000000001401a808|post=69e463df000000001b003017|likes=0.0|random] 为什么会觉得可爱[笑哭R][笑哭R][笑哭R][笑哭R] || 9. [69e7085f000000001401e41c|post=69e59e520000000022027a90|likes=0.0|random] 居然觉得他们好可爱，跟小狗一样 || 10. [69e4e633000000001401e00d|post=69e42cc100000000220001ad|likes=0.0|random] 我最喜欢这个扎小辫的,,,
12,190,167,25,0.1631578947368421,"冠亚季军, 比赛第二, 冠军, 完啦r, 哈哈哈, 吧唧r, 比赛继续, 毕竟一开始一大坨人, 最好白天比赛, 期待中餐厨艺大赛","['你（哈哈哈）不是（哈哈哈哈）在（哈哈哈哈哈）比赛（哈哈哈哈哈哈哈）吗hhhhhhh?', '哈哈哈，冠亚季军[笑哭R]', '哇哦，好帅，乍一眼看去，真像奥运赛场里，运动员在做准备，教练在旁边指导']",1. [69e44434000000001401e816|post=69e429b4000000001b00037a|likes=263.0|top_like] 哈哈哈，白天比赛把丝巾当领巾规矩佩戴，晚上演出再挂腰上秒变酷guy[得意] || 2. [69e4c202000000001401e839|post=69e48d54000000002102e178|likes=238.0|top_like] 这个就跟送自家孩子参加比赛一样 失败了就下次努力 || 3. [69e47b77000000001401b001|post=69e429b4000000001b00037a|likes=73.0|top_like] 这属于干扰运动员比赛了[笑哭R] || 4. [69e4ad22000000001401b002|post=69e48341000000001a02d0c4|likes=38.0|cross_post] 如果是美国的比赛我真的会怕，想当年波士顿动力的视频把我心打的凉凉的，幸好这是中国的 || 5. [69e4709e000000001401cc3b|post=69e4551e000000001f005895|likes=35.0|cross_post] 分开比赛是有原因的 || 6. [69e5be20000000001401dc06|post=69e5a09a000000002103ba03|likes=30.0|cross_post] 一看就是不正经的赛手[doge] || 7. [69e4765f000000001401c00b|post=69e40352000000002102fc75|likes=19.0|cross_post] 是赛前集体上会儿吊嘛[捂脸R] || 8. [69e4452c000000001401e814|post=69e429b4000000001b00037a|likes=2.0|random] 宠粉比比赛重要，很有豆德 || 9. [69e4f0f8000000001401b820|post=69e45dbe000000001f00434f|likes=0.0|random] 格斗比赛来一个 || 10. [69e6f4250000000014018c1d|post=69e463df000000001b003017|likes=0.0|random] 冠军说词儿啊！声带落家里了？,,,
13,167,154,19,0.2754491017964072,"跑不快, 萌萌哒r, 穿上鞋, 穿运动鞋的意义是, 穿鞋了吗, 给孩子买几双跑鞋吧, 给孩子换双鞋吧, 给孩子的鞋穿的太大了, 给孩子穿一双鞋吧, 给孩子穿的鞋是不是太大了点儿","['孩子鞋太大了[笑哭R]跑不快', '可能因为他穿了大人的鞋子[偷笑R]跑不快', '老师！我有问题，这个鞋子是必须的吗，用来减震之类的，还是只是广告位，其实不需要这个鞋子[萌萌哒R][萌萌哒R][萌萌哒R]']",1. [69e72520000000001401e42b|post=69e6f2bc0000000023005345|likes=3237.0|top_like] 下次给娃买双会闪光会叫叫的鞋 || 2. [69e46ede000000001401dc33|post=69e42cc100000000220001ad|likes=19.0|top_like] 都怪鞋太重，腿太短，孩子本身没问题 || 3. [69e5b425000000001401dc2c|post=69e47f8f000000001f007203|likes=12.0|top_like] 扁平足就是有力气 || 4. [69e73e42000000001401c02d|post=69e634590000000022003bb5|likes=11.0|cross_post] 老师！我有问题，这个鞋子是必须的吗，用来减震之类的，还是只是广告位，其实不需要这个鞋子[萌萌哒R][萌萌哒R][萌萌哒R] || 5. [69e4809d000000001401bc26|post=69e4426b000000001d01c7ed|likes=8.0|cross_post] 爷爷没穿足力健 || 6. [69e459b9000000001401900d|post=69e43a5a000000001d01dcc7|likes=4.0|cross_post] 鞋子啥牌子的[偷笑R] || 7. [69dafd7a0000000016016958|post=69da7e87000000001a03484e|likes=2.0|cross_post] 看见一个穿跑鞋的，光脚跑太费脚了吧[偷笑R] || 8. [69dae84700000000020299f9|post=69da7e87000000001a03484e|likes=0.0|random] 配一双安踏 是不是缓震好一些 || 9. [69e49fd6000000001401b020|post=69e481e8000000002003ad94|likes=0.0|random] 为啥不给穿个胶鞋，有弹力 || 10. [69e6fa28000000001401980e|post=69e42cc100000000220001ad|likes=0.0|random] 小孩偷穿大人鞋子🤣,,,
14,154,150,11,0.7532467532467533,"让机器人送外卖, 能实现从锅边儿到桌边儿的最短时间, 外卖小哥要失业了, 送外卖, 完了, 现在是满街跑电瓶车很危险, 未来外卖小哥可以背替代了, 未来我们要打到送餐员, 本来还想没工作了可以去送外卖的, 机器人a01编号","['吓死人，用途是什么？送外卖？跑在路上撞伤路人咋整', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间', '让机器人送外卖  能实现从锅边儿到桌边儿的最短时间  我可太期待了']",1. [69daeb6f0000000001006d56|post=69da7e87000000001a03484e|likes=53.0|top_like] 他们应该一人被一个送餐箱去送餐看谁快[doge] || 2. [69db5886000000001500067e|post=69da7e87000000001a03484e|likes=21.0|top_like] 这玩意不能送外卖吧，这不得把我可乐都晃成糖水了[笑哭了R] || 3. [69daee220000000015008cbc|post=69da7e87000000001a03484e|likes=20.0|top_like] 哈哈哈，外卖小哥表示有压力[失望R] || 4. [69e59437000000001401b81c|post=69e481e8000000002003ad94|likes=8.0|cross_post] 这玩意未来取代外卖跑腿，那不是迟早的事[捂脸R]，太强了 || 5. [69e4a06b000000001401cc43|post=69e447d2000000001d01aa01|likes=2.0|cross_post] 让机器人送外卖  能实现从锅边儿到桌边儿的最短时间 || 6. [69e500540000000014018808|post=69e4412a000000002103883f|likes=2.0|cross_post] 未来外卖小哥可以背替代了 || 7. [69e62bcb000000001401a01c|post=69e59e520000000022027a90|likes=2.0|cross_post] 什么时候满街都是这玩意，也挺恐怖的。 || 8. [69db1feb000000000103e372|post=69da7e87000000001a03484e|likes=0.0|random] [doge]您的外卖配送订单即将超时，扣款 200 || 9. [69e53f43000000001401c000|post=69e481e8000000002003ad94|likes=0.0|random] 我以为是饿了么团队[笑哭R] || 10. [69db709f000000000100637d|post=69da7e87000000001a03484e|likes=0.0|random] 他能取代外卖员吗[萌萌哒R],,,
15,140,140,17,0.45,"能不能做成四个轮子的, 没苦硬吃, 为啥不用轮子, 更稳, 我有个想法, 有空的, 用轮儿滑着跑, 给他们装上四个轮子是不是更快点, 给人家改成轮子试试, 给下面加四个轱辘","['可以用轮子➕腿，是不是更快，更稳，还静音？？？', '我有个想法，给他们装上四个轮子是不是更快点', '为啥不用轮子[汗颜R]']",1. [69e2fc2d000000001401b82a|post=69e2583b00000000230211ea|likes=6166.0|top_like] 能不能做成四个轮子的，加一种液体就可以跑起来的那种！ || 2. [69e49a5c000000001401ac0a|post=69e481e8000000002003ad94|likes=43.0|top_like] 我有个疑问…换轮子不是更快吗 || 3. [69e48bf3000000001401ac1e|post=69e481e8000000002003ad94|likes=26.0|top_like] 如果在脚上加两个轮子会不会更快[吃瓜R] || 4. [69db4c8b000000003503171a|post=69da7e87000000001a03484e|likes=5.0|cross_post] 他们要不要交养路费。机械脚比汽车轮胎对路面的伤害还要大。[笑哭R] || 5. [69e48220000000001401a01a|post=69e44278000000001a0217bb|likes=4.0|cross_post] 一辆车跑的更快，更稳 || 6. [69dfbea4000000003502a946|post=69df625d0000000021005c63|likes=2.0|cross_post] 如果我是设计，我就给他们装轮子，重心会稳一些 || 7. [69e4c2aa0000000014019013|post=69e463df000000001b003017|likes=2.0|cross_post] 它为什么不装起来？ || 8. [69e317a2000000001401e016|post=69e2583b00000000230211ea|likes=0.0|random] 这很牛逼还不如四个轮子呢 || 9. [69db3579000000003501a5a5|post=69da7e87000000001a03484e|likes=0.0|random] 装个轮子会更快？是不是组委会不让装轮子的参加马拉松[偷笑R] || 10. [69dae6aa000000000d036133|post=69da7e87000000001a03484e|likes=0.0|random] 可以用轮子➕腿，是不是更快，更稳，还静音？？？,,,
16,136,136,11,0.7720588235294118,"f1, 大湾鸡加油, 法拉利, 好像f1, 太慢了, 港科大广州的机器人, 法拉利的, 法拉利换胎工再就业方向指导视频, 没f1赛车换轮胎快, 有种f1进站的感觉","['好像 F1 进站一样[捂脸R]', 'F1 赛机手[汗颜R][汗颜R]', 'F1 机器人']",1. [69e53e8e0000000014019000|post=69e47f8f000000001f007203|likes=1502.0|top_like] 大湾鸡加油 || 2. [69e48669000000001401a403|post=69e481e8000000002003ad94|likes=6.0|top_like] 好像F1，车停下来，一帮工作人员赶紧上去，各司其职[大笑R] || 3. [69e73b45000000001401ac14|post=69e6f2bc0000000023005345|likes=5.0|top_like] 大湾鸡也去跑步了啊[doge] || 4. [69e46424000000001401cc0c|post=69e40352000000002102fc75|likes=2.0|cross_post] 怎么还有两只大湾🐔？ || 5. [69daff69000000000d037644|post=69da7e87000000001a03484e|likes=0.0|cross_post] 跟F1追求极限速度一样 || 6. [69dfaa0d000000000c03367f|post=69df625d0000000021005c63|likes=0.0|cross_post] 那两只烧鸡跑的好快啊 || 7. [69e44e66000000001401901c|post=69e429b4000000001b00037a|likes=0.0|cross_post] 感觉像是GTA || 8. [69e4995d000000001401c008|post=69e481e8000000002003ad94|likes=0.0|random] 比f1进站看的还激动 || 9. [69e59c57000000001401a821|post=69e481e8000000002003ad94|likes=0.0|random] F1赛车既视感 || 10. [69e63057000000001401c017|post=69e481e8000000002003ad94|likes=0.0|random] 这怎么和F1赛车一样,,,
17,114,114,15,0.30701754385964913,"小的太可爱了, 太可爱啦, 心心眼r, 大笑r, 犯规呀, 这是拿着奶瓶, 的很吃亏啊, 看出来了孩子们全是扁平足, 真的拿着奶瓶, 真有奶瓶","['真的拿着奶瓶，太可爱啦', '小的太可爱了，还拿个买瓶[笑哭R]', '小的太可爱了，还没出满月就出来了，']",1. [69e451fd000000001401c806|post=69e4426b000000001d01c7ed|likes=5607.0|top_like] 太可爱啦还拿着奶瓶🍼[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R][笑哭R] || 2. [69e48cc2000000001401e400|post=69e43b14000000001a02e095|likes=437.0|top_like] 凭什么别人有奶瓶[doge] || 3. [69e479760000000014019c2a|post=69e4412a000000002103883f|likes=105.0|top_like] 哈哈，拿着奶嘴就上来了，小卡拉咪 || 4. [69e60720000000001401d805|post=69e59e520000000022027a90|likes=30.0|cross_post] 手握奶盆的小朋友挺可爱的 || 5. [69e4c1aa000000001401b800|post=69e48341000000001a02d0c4|likes=24.0|cross_post] 手上拿着奶瓶干嘛啊[笑哭R] || 6. [69e443db000000001401cc2d|post=69e43a5a000000001d01dcc7|likes=11.0|cross_post] 这72还去围观了小宝宝，还嘲笑拍手[捂脸R] || 7. [69e4fbd6000000001401c819|post=69e42cc100000000220001ad|likes=5.0|cross_post] 奶嘴奶瓶小揪揪，小步慢跑棒宝宝[赞R] || 8. [69e74986000000001401c418|post=69e6f2bc0000000023005345|likes=0.0|random] 太可爱啦！小奶瓶萌萌哒 || 9. [69e45b0a000000001401e01e|post=69e4426b000000001d01c7ed|likes=1.0|random] 小的就是拿着奶瓶跑那个，已经在好几个视频刷到了，哈哈。 || 10. [69e46eb9000000001401981b|post=69e4412a000000002103883f|likes=1.0|random] 最喜欢 小奶瓶哥 哈哈哈,,,
18,114,114,17,0.38596491228070173,"扶额r, 机器人, 机器人非要用腿跑吗, 机器人为啥一定要和人一样用脚跑步, 没必要设计成这个型了, 没必要完全做成人的模样吧, 没啥用, 这机器人也就看个乐, 毕竟轮子在平路上跑的快呀, 比如有减速带","['不行🙅\u200d♀️ 它这个腿🦵都要抡出火星子了[捂脸R] 我看着眼花[扶额R][扶额R][扶额R] 我怕我我老了，它就这么推着坐在轮椅上的我，极速给我倒海里[哭惹R]', '给脚底装轮子，跑时打开，走则关闭当鞋。解决轮子模式的平衡，如果能折叠成车子更完美，四肢当轮子，背包变收纳篮。。 等机器人能如人一般灵活智慧，那时约莫人人都能意念操控元素，缩地成寸也不是问题，这时候已经不需要机器人了[doge]', '智能的东西为什么一定要追求长成人的模样，明明加个轮子吊打人类，非要给人家装上脚跑！机器人真的鸡肋，智能的东西，你需要他干活，就改成对应的机器，需要跑步，就改成小车，无人机也可以，整个腿成为了阉割版的玩具车了']",1. [69e2fa8a0000000014019019|post=69e2583b00000000230211ea|likes=89.0|top_like] 其实不一定应要走人型方向的机器人，弄个轮子的也不是不行吧，实用性总比观赏性大吧 || 2. [69db09350000000035018759|post=69da7e87000000001a03484e|likes=77.0|top_like] 我也觉得人行机器人的用途在哪？没必要完全做成人的模样吧 要说让他跑 做成轮子更快 更节约成本啊 || 3. [69db09ea0000000035017942|post=69da7e87000000001a03484e|likes=46.0|top_like] 都机器人了还用腿 装俩轱辘不行么 || 4. [69e4ea050000000014019000|post=69e45dbe000000001f00434f|likes=37.0|cross_post] 好多机器人设计都是大胯骨关节，宽腿距。元气仔与种不同是小胯骨关节，窄腿距，外形类人，跑姿类人，这种设计竟然跑的也不慢。 || 5. [69e4d480000000001401c02c|post=69e48341000000001a02d0c4|likes=24.0|cross_post] 不行🙅‍♀️ 它这个腿🦵都要抡出火星子了[捂脸R] 我看着眼花[扶额R][扶额R][扶额R] 我怕我我老了，它就这么推着坐在轮椅上的我，极速给我倒海里[哭惹R] || 6. [69e67f9f000000001401b807|post=69e481e8000000002003ad94|likes=13.0|cross_post] 越走越偏了，应该往智能方面发展，结果整成四肢了 || 7. [69e59624000000001401e815|post=69e42cc100000000220001ad|likes=10.0|cross_post] 我不理解 为何机器人要双腿行走，他就不有个轮子。上楼就切换腿。 || 8. [69e580c8000000001401941c|post=69e481e8000000002003ad94|likes=0.0|random] 问个问题，为啥一定要设计成两脚直立的人形？明明四足甚至八足才更适合运动啊？都机器人了，设计成半人马那样的不香吗？ || 9. [69db20120000000035031add|post=69da7e87000000001a03484e|likes=0.0|random] 明明有轮跑的更快，为什么机器人非的有腿[汗颜R] || 10. [69dfa8a50000000035009041|post=69df625d0000000021005c63|likes=1.0|random] 机器人为什么要做成人型，两条腿走路本来就是不稳定，用轮子，四足不是更好,,,
19,113,112,6,0.9292035398230089,"一个机器人, 三个人服务一个机器人, 一个机器人三个人伺候, 一个机器人要3个人伺候, it, the, 吃瓜r, 意义何在, 这技术有什么可吹的, 维护一个机器人需要三个人","['一个机器人，三个随从', '一个机器人🤖3个人类伺候[doge]', '一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R]']","1. [69ef2e5b000000002902cd01|post=69e48b0b000000001a02578c|likes=3414.0|top_like] 机器人提供了新的就业岗位，一个机器人跑马拉松需要两个助理 || 2. [69e4962e000000001401b006|post=69e481e8000000002003ad94|likes=1144.0|top_like] 一个机器人需要3个人伺候，就业新方向来了 || 3. [69e5841a000000001401d81f|post=69e481e8000000002003ad94|likes=339.0|top_like] 一个机器人，三个人服侍它，以后不怕没岗位啦[偷笑R] || 4. [69e46e46000000001401dc2d|post=69e4426b000000001d01c7ed|likes=3.0|cross_post] 俩机器人，一群人侍候，促进再就业[捂脸R] || 5. [69e54b77000000002b02bc75|post=69e40352000000002102fc75|likes=0.0|cross_post] 一个机器人需要很多人伺候着,这样也不错,大家都不会失业 || 6. [69e5a108000000001401e01c|post=69e47f8f000000001f007203|likes=0.0|cross_post] 一个机器人配8个员工[害羞R][害羞R]哇 || 7. [69e7b952000000001401a408|post=69e2583b00000000230211ea|likes=0.0|cross_post] 一个机器人三个看护是标配 || 8. [69e8b041000000001401a406|post=69e481e8000000002003ad94|likes=1.0|random] 几个人服侍一个机器人 || 9. [69e7bc46000000001401dc05|post=69e2583b00000000230211ea|likes=0.0|random] 一个机器人创造了4个就业岗位。好东西 || 10. [69e564cf0000000014019804|post=69e481e8000000002003ad94|likes=0.0|random] 这一个机器人3个人伺候[微笑R]",,,
20,112,110,18,0.42857142857142855,"这小短腿, 这小短腿儿, 输在腿短, 小短腿好可爱, 嘻嘻r, 现在知道了吧, 是来卖萌的, 是纯腿短啊, 有点吃亏, 果然小短腿跑得快","['这小短腿，难为人家了', '这小短腿', '这小短腿[偷笑R]']",1. [69e48616000000001401cc00|post=69e48341000000001a02d0c4|likes=22.0|top_like] 那俩小的长两个角是为了凑身高的吧 || 2. [69e5121c000000001401bc0a|post=69e42cc100000000220001ad|likes=11.0|top_like] 欺负小孩，孩子输在了腿短哈哈哈哈哈哈 || 3. [69e5db6e000000001401bc3a|post=69e59e520000000022027a90|likes=11.0|top_like] 太短了，你是不是偷懒了 || 4. [69e45d88000000001401dc31|post=69e429b4000000001b00037a|likes=5.0|cross_post] 它踢腿的样子像极了自信的向←[捂脸R][捂脸R] || 5. [69e2feb90000000014019427|post=69e2583b00000000230211ea|likes=2.0|cross_post] 符合一倒就蹬腿乱踢印象[偷笑R] || 6. [69e45be3000000001401942b|post=69e4426b000000001d01c7ed|likes=2.0|cross_post] 小的虽然腿短但是一直在倒腾[大笑R] || 7. [69e492d0000000001401e80a|post=69e4551e000000001f005895|likes=2.0|cross_post] 手好短，疯狂的霸王龙 || 8. [69e6d229000000001401ac1d|post=69e47f8f000000001f007203|likes=1.0|random] 啊哈哈哈哈哈有各种形状，有短腿的，有腿伸不直。有爱演的，有卖萌的，有活力四射的，有微活的，有死了的。 || 9. [69e6e178000000001401c41d|post=69e42cc100000000220001ad|likes=0.0|random] 这小短腿，紧着倒腾 || 10. [69e4efbe000000001401a034|post=69e42cc100000000220001ad|likes=0.0|random] 腿短步子小了[笑哭R],,,
21,110,104,10,0.6818181818181818,"物理降温, 太热了, 还要降温, 过热了, 降降温, 还需要降温, 快降温, 降温, 真是物理降温, 给哪俩钢篮子好好降一下温","['物理降温！上点退烧药啊', '太热了。降降温[笑哭R]', '降温...太热了']",1. [69ec4624000000002702b4b1|post=69e48b0b000000001a02578c|likes=55.0|top_like] 看来温度没那么容易解决 || 2. [69e4428e000000001401b832|post=69e43b14000000001a02e095|likes=6.0|top_like] 穿条冰丝内裤，会不会就不用人工降温了[笑哭R] || 3. [69e4a97d000000001401ac21|post=69e48d54000000002102e178|likes=3.0|top_like] 要回去分析原因写检测报告吧可能.. || 4. [69e73a7c000000001401e007|post=69e6f2bc0000000023005345|likes=2.0|cross_post] 这个小家伙比较智能。高温了马上蹲下。工作人员就知道了。。比大家伙强。大家伙高温了直接躺平[笑哭R][笑哭R][笑哭R] || 5. [69e4986a000000001401d82e|post=69e481e8000000002003ad94|likes=1.0|cross_post] 降温是世纪难题啊[偷笑R] || 6. [69db1b05000000000d03e01c|post=69da7e87000000001a03484e|likes=0.0|cross_post] 北京现在早晚凉，运动过后注意擦汗补充电解质别感冒 || 7. [69e431ea000000001401d828|post=69e40352000000002102fc75|likes=0.0|cross_post] 不知道会发热不 || 8. [69e4a4ab000000001401a810|post=69e481e8000000002003ad94|likes=0.0|random] 太热了，发热比较厉害，就跟汽车一样温度高了 || 9. [69e71355000000001401ac12|post=69e481e8000000002003ad94|likes=0.0|random] 好简谱的降热方式 || 10. [69e606f7000000001401ac00|post=69e481e8000000002003ad94|likes=0.0|random] 物理降温,,,
24,104,104,8,0.5096153846153846,"低血糖, 低电压, 有点低血糖, 都低血糖了, 缺氧了, 低血糖了, 是不是缺氧, 缓会缓会, 给它吃士力架啊, 看到66号","['是不是快往后倒下了，低血糖？', '低血糖（低电压）了', '低血糖，不！低电压[偷笑R]']",1. [69e56a0b000000001401c009|post=69e481e8000000002003ad94|likes=3043.0|top_like] 这减速到停下简直不要太丝滑，还有站稳后晃的那两下[捂脸R]像低血糖似的 || 2. [69e45f5f000000001401ac17|post=69e44171000000001a026b25|likes=7.0|top_like] 像低血糖晕倒了 || 3. [69e4a381000000001401dc18|post=69e481e8000000002003ad94|likes=7.0|top_like] 低血糖了吧，都要倒了，赶紧给块糖 || 4. [69ea3e2d000000001401b008|post=69e48b0b000000001a02578c|likes=5.0|cross_post] 是不是低电糖了[石化R] || 5. [69e470ae000000001401dc1d|post=69e4426b000000001d01c7ed|likes=2.0|cross_post] 大的低血糖，小的很活跃，这很人类。 || 6. [69e6f530000000001401c02f|post=69e59e520000000022027a90|likes=2.0|cross_post] 这个有点像我多久了猛然起身头晕的样子 || 7. [69e6f0e0000000001401d42d|post=69e47f8f000000001f007203|likes=1.0|cross_post] 赶紧给吃点东西，都低血糖了 || 8. [69e708340000000014018c21|post=69e47f8f000000001f007203|likes=0.0|random] 低血糖的有几个[笑哭R][笑哭R] || 9. [69e580a9000000001401dc13|post=69e47f8f000000001f007203|likes=0.0|random] 大高个是中暑了么？还是低血糖？感觉他要晕了[偷笑R] || 10. [69ea0402000000000d022c01|post=69e481e8000000002003ad94|likes=0.0|random] 缺氧了 缺氧了,,,
23,104,104,14,0.5673076923076923,"黑薯问号r, 意义在哪里, 这有什么意义啊, 意义何在, 有什么意义, 意义在哪, 来搞笑的吗, 有啥意义我不明白, 组登场, 没有意义","['意义在哪里？[笑哭R]', '意义在哪里[doge]', '意义在哪？？？？？？？？我请问？？？？？？？？？？？？[黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R][黑薯问号R]']",1. [69e71b47000000001401ac15|post=69e481e8000000002003ad94|likes=110.0|top_like] 这东西的意义在哪？ || 2. [69db0c2e0000000002034cbc|post=69da7e87000000001a03484e|likes=53.0|top_like] 坐等意义提问派[doge] || 3. [69e422e5000000001401cc23|post=69e40352000000002102fc75|likes=41.0|top_like] 我很想知道意义在哪儿 || 4. [69e452300000000014018818|post=69e42cc100000000220001ad|likes=11.0|cross_post] 举办这玩意的意义是什么？ || 5. [69e55e20000000001401e802|post=69e4412a000000002103883f|likes=2.0|cross_post] 很多人去看，就说明有意义～ || 6. [69e1ebc8000000001401e40f|post=69df625d0000000021005c63|likes=0.0|cross_post] 他走路，意义在哪？ || 7. [69e300ba000000001401b013|post=69e2583b00000000230211ea|likes=0.0|cross_post] 做这种东西的意义到底何在 || 8. [69e86d73000000001401ac05|post=69e481e8000000002003ad94|likes=0.0|random] 这有什么意义呢 || 9. [69e49c64000000001401c842|post=69e481e8000000002003ad94|likes=0.0|random] 意义在哪里 || 10. [69db2ec00000000035020a37|post=69da7e87000000001a03484e|likes=0.0|random] 意义何在？,,,
22,104,104,17,0.3173076923076923,"科技的进步, 繁荣昌盛, 挺好的, 点赞r, 派对r, 科技的发展历程都是这样的, 相当期待, 科技发展嘛, 科技的进步及运用啊, 科技的较量","['无聊！科技是用来干这些事情的！看看国际科研，简直耻辱！', '玩归玩，笑归笑，看见中国科技一点点的进步，真的让人感动。', '感叹，科技的进步[点赞R][点赞R][点赞R]']",1. [69e4573a000000001401a417|post=69e44278000000001a0217bb|likes=3905.0|top_like] 您是生命的热烈，它是钢铁的进步[赞R] || 2. [69e52b25000000001401c403|post=69e4c771000000002102c3fc|likes=310.0|top_like] 祝祖国繁荣昌盛！ || 3. [69e4c8c6000000001401e025|post=69e4412a000000002103883f|likes=232.0|top_like] 玩归玩，笑归笑，看见中国科技一点点的进步，真的让人感动。 || 4. [69e49ce6000000001401b002|post=69e4551e000000001f005895|likes=24.0|cross_post] 为科技进步自豪[赞R] || 5. [69e49480000000001401b80b|post=69e481e8000000002003ad94|likes=9.0|cross_post] 太先进了，日本的好多东西我们得学一学了 || 6. [69e5e810000000001401a401|post=69e59e520000000022027a90|likes=7.0|cross_post] 新科技原来也没那么强大啊 || 7. [69e4db970000000014019809|post=69e48341000000001a02d0c4|likes=5.0|cross_post] 谁敢相信八九十年代我们靠给欧美做衣服玩具鞋子挣点碎银，那会儿还常有制鞋女工被粘鞋的胶弄成白血病，我十几岁做阅读理解就看到咱家要搞产业升级的文章，不容易，终于实现了。 || 8. [69e575ea000000001401b000|post=69e4c771000000002102c3fc|likes=10.0|random] 祝福祖国国泰民安，繁荣昌盛 || 9. [69eba9e0000000002701c01e|post=69e59e520000000022027a90|likes=1.0|random] 在过几年就成熟了 || 10. [69e6e295000000001401c40a|post=69e59e520000000022027a90|likes=0.0|random] 我相信会越来越好,,,
