Topic,Count,Name,Representation,Representative_Docs
28,93,28_马拉松_跑马_参赛_比赛,"['马拉松', '跑马', '参赛', '比赛', '参加', '这次', '搞笑', '不玩', '哈哈哈哈', '大赛']","['人也跟着跑马拉松？这也是厉害了！哈哈哈', '这哪里是马拉松。。。[笑哭R]', '笑喷了，这是马拉松比赛还是搞笑大赛[笑哭R]']"
29,92,29_降温_冰块_降溫_冰塊,"['降温', '冰块', '降溫', '冰塊', '加冰', '冰冷', '冷却', '干冰', '防冻液', '冰袋']","['加冰块降温', '冰块降温', '加冰块降温啊']"
30,91,30_机器人_降温_发热_高温作业,"['机器人', '降温', '发热', '高温作业', '过热', '高温', '体温', '散热', '凉飕飕', '冷却']","['今天看到很多机器人都需要开始或者半路喷降温喷雾冷却电机，我想明年是不是可以学马拉松补给站那样，让机器人自己进去补给站拿降温喷雾自主降温。', '有没有可能 就是机器人在运动过程中走路，他各个关节都会发热 他如果突然停下来，就是有可能他自主或者操控他的人意识到了关节过度发热，过度发热是会坏掉的 然后就突然停下来应该工作人员喷的是一种类似降温的喷雾 降一下温应该就可以继续跑了  机器人关节过热是会坏掉的', '降温喷雾，机器人也得使怕中暑[捂脸R]']"
31,90,31_荣耀_华为_第一名_最强,"['荣耀', '华为', '第一名', '最强', '厉害', '666', '机器人', '夺冠', '手机', '擅长']","['荣耀荣耀，天下第一', '荣耀是最像人的', '前6名全是荣耀的']"
32,90,32_机器人_智能化_实力_厉害,"['机器人', '智能化', '实力', '厉害', '无人机', '目前', '人才', '水平', '技术', '发展']","['中国的机器人是这样的[笑哭R][笑哭R]还有人在那吹呢', '。中国的机器人还需要再发展！！！', '大公司资金多，技术强，但也没法绝对垄断，小公司可以从一些特殊应用场景着手，专精专攻，主打自己的特色，人形机器人行业现在还是百家争鸣的阶段。\n再就是这个行业，科技技术属性很强，不是纯靠资金优势就能独占，这就有众多中小厂家发挥的空间。\n这个赛事非常好，参赛厂家越来越多，参赛机器人越来越先进，给众多参赛者一个展示的平台，公平竞争，场景公开，结果又非常直观，是骡子是马，拉出来溜溜，纯靠硬实力，这就为那些有技术实力的团队，为后期发展招商融资直接拉满广告效应，这种良性竞争模式，坚持几年，中国的机器人行业将可以预见突飞猛进！']"
33,87,33_散热_散热器_過熱_过热,"['散热', '散热器', '過熱', '过热', '热坏', '主板', '电脑主板', 'cpu', '死机', '问题']","['散热问题[笑哭R]', '散热是个大问题', '散热刚需']"
34,86,34_担架_抬担架_担架队_架子,"['担架', '抬担架', '担架队', '架子', '抬着', '还拿个', '放在', '还有', '抬走', '带上']","['还有人拿担架[doge]', '还拿担架，不应该使个筐吗[笑哭R]', '三二一，上担架！']"
35,85,35_小黑_小黑子_黑黑_老黑,"['小黑', '小黑子', '黑黑', '老黑', '黑哥', '可爱', '黑色', '黑娃', '好萌', '黑衣服']","['小黑好可爱', '小黑很顶啊[石化R]', '这小黑跑姿挺好的']"
36,83,36_站不稳_站不住_站稳_站住,"['站不稳', '站不住', '站稳', '站住', '有点累', '坐下', '费劲', '很累', '休息', '累得']","['站不稳，是不是累了', '停下来为啥站不稳？', '为什么站不稳啊']"
37,80,37_换电池_换电_降温_补电,"['换电池', '换电', '降温', '补电', '电池', '充电', '冷却', '发热', '更换', '发烫']","['降温➕换电池吗', '又降温又换电池的', '又是换电池，又是降温，又是润滑[偷笑R]']"
38,78,38_闪电_閃電_红色_紅色,"['闪电', '閃電', '红色', '紅色', '闪电侠', '红眼', '耀眼', '哪个', '跑得快', '有个']","['红色闪电⚡真的强[点赞R]', '那个红色闪电笑死我了[笑哭R]', '红色闪电这个是章若楠']"
39,74,39_人形机器人_机器人_人形_机器,"['人形机器人', '机器人', '人形', '机器', '外形', '人型', '拟人化', '机器狗', '形状', '工具']","['不要老是问为什么不用轮子、为什么要做人形了。有机器狗、有机械臂、有智能车，都有，但是人形有其最特殊的意义：共用人类的工具、适应人类干的活。现代社会现有的绝大部分工具都是为人类使用发明的，人形的配套成本是最低的。在工厂搞过自动化的都知道，为了一个使用固定机械臂的自动化工序，通常整个流水线配合它改，为了它好加工有时候还要改模具和装配结构，还要给它开发专用的加工工装。', '那些说这个没有意义的人，我真是非常的不理解。国家的科技发展的那么快，将来一定会让每个人亲身受益，这是非常值得骄傲的事情。人形机器人难点并不在于它是不是人形，而是在于我们能用。技术手段把它做成人形，而这个技术手段，今天它可以做成人形，明天它就可以做成任何其他的形态。现在我们这个技术在全球都无敌，为什么还有人在diss这个技术？', '看到评论区里还是有很多质疑人形机器人意义的…\n非人形机器人可以运用在很多工业细分场景，但你的厨房、医院病房等等很多场景都是为人设计的。人形机器人的一个很大的意义就在于它有机会适配几乎所有给人类设计的场景，而不是只能停留在工厂流水线上。']"
40,71,40_人类_人类文明_human_人体,"['人类', '人类文明', 'human', '人体', 'humans', '看来', '活不了', '未来', '至少', '未知']","['人类好忙[笑哭R]', '人类观战[偷笑R]', '人类拉完了[偷笑R]']"
41,70,41_用三人来_三人_机器人_三个,"['用三人来', '三人', '机器人', '三个', '机器', '三四个', '人形机器人', '顶三人', '几个', '服侍']","['三个人服务一个机器人？！', '三个人服务一个机器人？', '三个人服务一个机器人']"
42,67,42_机器人_小机器人_赛跑_跑步,"['机器人', '小机器人', '赛跑', '跑步', '慢跑', '搞笑', '挺帅', '真人', '姿势', '这人']","['你们的机器人跑步姿势很自然，我看到好多机器人跑步姿势都奇奇怪怪的。', '看机器人跑步看哭了[笑哭R]', '多年后，这帮机器人对他们的孙子说:爷爷我啊，年轻时跟真人一块比赛过跑步呢，爷爷老帅了，当场表演劈叉呀，醉拳呀，街舞啊……[偷笑R]']"
43,65,43_无用_没用_屁用_浪费时间,"['无用', '没用', '屁用', '浪费时间', '浪费资源', '浪费', '没什么', '玩意', '东西', '干嘛']","['没用的东西弄那么多出来', '还是没用的东西', '什么破玩意，没用的东西，白浪费精力h']"
44,65,44_ai_人工智能_智能_大脑,"['ai', '人工智能', '智能', '大脑', 'app', '还有', '人工', '确定', '编写', '目前']","['是真的吗，还是AI的', 'ai 视频吗', 'ai太强大了']"
45,64,45_冰块_冰塊_后面_加冰,"['冰块', '冰塊', '后面', '加冰', '冰冷', '背后', '补冰', '冰袋', '冷却', '后背']","['后面倒的是冰块吗？', '后面是冰块？', '后备箱放的是冰块？[派对R]']"
46,64,46_喝了酒_假酒_喝多_喝醉,"['喝了酒', '假酒', '喝多', '喝醉', '喝醉酒', '喝成', '喝酒', '喝高', '喝点', '酒吧']","['喝假酒喝多了', '假酒喝多了[笑哭R]', '假酒喝多了']"
47,64,47_亦庄_地方_哪儿_刚跑,"['亦庄', '地方', '哪儿', '刚跑', '跑来跑去', '还是', '活动', '以前', '玩笑', '玩儿']","['亦庄是一直叫亦庄，还是以前是义庄啊[笑哭R]', '亦庄是个地名吗', '在亦庄办办[笑哭R]']"
48,62,48_春晚_好看_看过_小品,"['春晚', '好看', '看过', '小品', '这不比', '这波', '比较', '骗人', '表演', '还是']","['还是春晚那个机器人厉害', '这个怎么不放春晚看，哈哈哈', '怎么和春晚的机器人判若两人？']"
49,62,49_养老_照顾_养个_没活,"['养老', '照顾', '养个', '没活', '老人', '养老院', '退休', '指望', '陪伴', '老年人']","['好好跑，朕以后养老靠你们了', '加油，以后养老就靠你们了', '家里没有老人的，可以买一个回去照顾。[笑哭R]']"
50,61,50_120_救人_急救_抢救,"['120', '救人', '急救', '抢救', '救护', '救护车', '急救中心', '帮忙', '不活', '怎么']","['为什么不打120', '最后120来了，笑死😆', '不是吧 120救得了吗[捂脸R]']"
51,58,51_现场_观看_看到_参加,"['现场', '观看', '看到', '参加', '看看', '拍到', '观赛', '观众', '看见', '没去']","['这是在哪儿拍的？想去现场看看', '好想去看现场[笑哭R]怪有意思的 什么事故都有[笑哭R]', '我想去现场看']"
52,56,52_评论_区好_搞笑_好多,"['评论', '区好', '搞笑', '好多', '帖子', '某些', '真多', '不过', '怀疑', '真是']","['评论区串子还是真的。', '评论区也是挺搞笑的[尬住R]', '评论区怎么这么多慈禧太后[叹气R]']"
53,56,53_机器人_机器_人类_服务,"['机器人', '机器', '人类', '服务', '机械化', '人来', '当人用', '人当', '人会', '搞些']","['人类服务于机器[doge]', '所以是机器人服务人类还是人类服务机器人[微笑R]', '以后人类要服务机器人了！']"
54,55,54_诡异_吓人_恐怖_吓死,"['诡异', '吓人', '恐怖', '吓死', '可怕', '有意思', '好笑', '鬼气', '幽默', '看起来']","['为什么感觉这么诡异呢[doge]', '好诡异……知道吗……', '有点诡异[捂脸R]恐怖谷的感觉']"
55,55,55_bgm_配乐_配音_好听,"['bgm', '配乐', '配音', '好听', '好笑', '搞笑', '太精彩', '很棒', '好看', '太棒了']","['[捂脸R]哈哈哈哈哈，配音配乐也太贴切了', 'BGM应该用一剪梅啊', '这bgm是什么呀 有知道的嘛']"
56,55,56_小鼻嘎_小鼻嘎好_鼻嘎萌_鼻嘎太,"['小鼻嘎', '小鼻嘎好', '鼻嘎萌', '鼻嘎太', '这小鼻', '嘎嘎', '嘎子', '可爱', '嘎巴', '可爱多']","['这个小鼻嘎太可爱了', '小鼻嘎机器人好可爱', '小鼻嘎可爱']"
57,54,57_保安_犯了错_误伤_一脚,"['保安', '犯了错', '误伤', '一脚', '报警', '安保', '搞笑', '保住', '好笑', '小偷']","['保安被踢了一脚算谁的', '保安被踢了一脚[笑哭了R]', '保安一不注意被踢了一脚。。']"
58,52,58_伺候_三人_三个_这三人,"['伺候', '三人', '三个', '这三人', '三口', '照顾', '侍候', '服侍', '几个', '多人']","['三个人伺候一个[捂脸R]', '三个伺候一个', '三个人伺候一个人']"
59,51,59_补给_补给点_快补_补给站,"['补给', '补给点', '快补', '补给站', '补充', '私补', '还要', '被迫', '还有', '人员']","['补给补给', '补给好帅气[点赞R]', '补给会罚时吗']"
60,50,60_终结者_最终_更强_强大,"['终结者', '最终', '更强', '强大', '速度', '超能', '接近', '不断', '不停', '最初']","['要是终结者有这速度[偷笑R]', '最后一个成终结者了[笑哭R]', '这样的终结者能躲得过吗']"
61,50,61_机器人_人形机器人_股价_玩意,"['机器人', '人形机器人', '股价', '玩意', '股票', '明天', '机械', '大跌', '涨停', '亏了']","['明天又是大a机器人买单[失望R]', '明天机器人会📈？', '所以买机器人的股票和基金是不是很有前景[扯脸H]']"
62,50,62_停下来_停下_后退_迈着,"['停下来', '停下', '后退', '迈着', '几步', '有点像', '几下', '站不稳', '踉跄', '踉踉跄跄']","['它快停下的那几步真的好像人', '他还后退几步', '哇！！！这个停下来那几步，真的好像人啊。']"
63,49,63_机器人_加油_机器_人喊,"['机器人', '加油', '机器', '人喊', '有人', '加啥', '加电', '烧油', '机油', '鼓励']","['给机器人喊加油的来了', '给机器人喊加油[捂脸R]', '给机器人加油[笑哭R][笑哭R][笑哭R]']"
64,49,64_装备_爆一地_一地_爆炸,"['装备', '爆一地', '一地', '爆炸', '摔倒', '太高', '厉害', '碰瓷', '自爆', '一下']","['装备碎了一地', '爆了一地装备', '装备也太业余了']"
65,48,65_工作人员_跟着_跟上_有人,"['工作人员', '跟着', '跟上', '有人', '跟不上', '跟得上', '人员', '操作员', '还有', '旁边']","['[嘻嘻R]谁说工作人员不牛呢？跟着跑呢', '工作人员跟着跑吗[石化R]', '工作人员还得跟着跑啊[笑哭R]']"
66,48,66_参加_参赛_儿童组_参赛者,"['参加', '参赛', '儿童组', '参赛者', '组委会', '儿童', '成年组', '报名', '小朋友', '孩子']","['去参加儿童组，不要混在成人组里[偷笑R][偷笑R]', '不单有成人组还有儿童组[点赞R]', '这个应该参加儿童组']"
67,46,67_元气_仔好帅_最像_仔好,"['元气', '仔好帅', '最像', '仔好', '最帅', '仔跑', '人扮', '好看', '真人', '好像']","['元气好丝滑', '元气仔很像人啊', '元气仔最像人[派对R]']"
68,46,68_防晒霜_防晒_喷雾_晒黑,"['防晒霜', '防晒', '喷雾', '晒黑', '喷个', '喷上', '遮阳帽', '喷点', '痱子粉', '光线']","['防晒喷雾吗', '防晒喷雾？', '他也喷防晒喷雾啊[偷笑R]']"
69,45,69_加油_用油_有人_加电,"['加油', '用油', '有人', '加电', '人喊', '夸赞', '继续', '好快', '听到', '听得懂']","['加油加油[赞R]', '加油！加油', '喊加油他听得见吗']"
70,44,70_wd40_40_wd_dw40,"['wd40', '40', 'wd', 'dw40', '喷剂', '这种', '涨价', '猜出', '一下', '一顿']","['喷的wd40? LOL', 'WD40管够', '喷了好几罐WD40[doge]']"
71,43,71_摆臂_甩臂_手臂_摆动,"['摆臂', '甩臂', '手臂', '摆动', '摆手', '机器人', '胳膊', '机器', '甩手', '跑步']","['机器人跑步也需要摆臂？？？', '机器人跑步也要摆臂吗？', '机器人跑步也要摆臂吗']"
72,43,72_赶蝉_赶蝉法_八步_八个,"['赶蝉', '赶蝉法', '八步', '八个', '赶蚕', '三步', '赶禅会', '来个', '更进一步', '怎么']","['八步赶蝉？？？？？？？？', '都学的八步赶蝉？', '八步赶蝉步法[大笑R][大笑R][大笑R]']"
73,43,73_机器人_就业_就业率_失业,"['机器人', '就业', '就业率', '失业', '三个', '四个', '三人', '失业率', '工作岗位', '岗位']","['这不挺好，一个机器人提供4个就业岗位[偷笑R]', '一个机器人创造了4个就业岗位。好东西', '谁说ai会让人失业？这不一下就创造了三个就业岗位吗']"
74,42,74_机器人_战场_战斗_戰場,"['机器人', '战场', '战斗', '戰場', '打仗', '机枪', '作战', '敌人', '打得', '战士']","['就这样的机器人要是让它们上前线打仗都不用放一枪一炮就把敌人给笑死了[大笑R][大笑R]', '想起以后的城市战，敌人分散躲在城市废墟里埋伏，突然看到远处飞来一堆无人机，地上还有一群机械狼，经过一阵鏖战终于顶过去之后，在烟雾中看到人型大喜，以为终于可以杀敌了，结果那个人形头上亮红灯了。', '我看到的是未来战场的杀戮机器']"
75,42,75_鲁班_王者_有个_一个,"['鲁班', '王者', '有个', '一个', '上班', '我操', '小家伙', '有点像', '这小', '山东']","['鲁班 是你吗鲁班？', '鲁班他二爹', '小鲁班，一抓一死']"
76,41,76_进化_进化论_真快_太快,"['进化', '进化论', '真快', '太快', '飞速发展', '速度', '进步', '好玩', '什么样', '厉害']","['这东西的进化是以天记的，人是以代记的[吃瓜R]', '这进化速度神了', '进化真的快啊']"
77,40,77_戴帽子_帽子_小帽子_草帽,"['戴帽子', '帽子', '小帽子', '草帽', '可爱', '太萌', '戴个', '好看', '头上', '有个']","['它的帽子是奶茶杯托做的吗？？', '戴着帽子好可爱', '帽子这么可爱']"
78,40,78_结束_开始_结局_开场,"['结束', '开始', '结局', '开场', '结果', '开局', '终点', '最后', '有点', '未捷']","['还没开始就结束了', '还没开始就结束了[捂脸R]', '还没开始就结束了[大笑R]']"
79,40,79_控制不了_控制_有人_失控,"['控制不了', '控制', '有人', '失控', '人要', '操控', '跟不上', '失去', '怎么', '之前']","['⚽️把人控制的[捂脸R]', '人控制了吗？', '不受控制了[大笑R][大笑R]']"
80,39,80_补给_机器人_机器_补给站,"['补给', '机器人', '机器', '补给站', '人要', '补充', '人形机器人', '跟不上', '人来', '需要']","['为什么是人补给？不应该是机器给机器补给吗？', '不应该是换补给，也是用机器人吗？', '机器人也得“补给”啊[笑哭R]']"
81,36,81_云南白药_喷上_喷雾剂_喷点,"['云南白药', '喷上', '喷雾剂', '喷点', '搞笑', '云南', '铁药', '使劲', '气雾剂', '']","['云南白药喷起来[偷笑R][偷笑R][偷笑R]', '扭到了？喷云南白药呢？[笑哭R]', '喷得云南白药啊[笑哭R]']"
82,35,82_豆包_豆脚_看豆脚_豆角,"['豆包', '豆脚', '看豆脚', '豆角', '那颗', '还有', '那个', '一个', '咋样', '怎么']","['你看见豆包了么', '豆包在哪里', '不是，我想问一下豆脚呢？意思就是豆包']"
83,35,83_机器人马拉松_机器人_马拉松_機器,"['机器人马拉松', '机器人', '马拉松', '機器', '意义', '实际意义', '跑步', '跑得快', '骑马', '锻炼身体']","['机器人跑马拉松有什么意义呢？', '机器人跑马拉松，有什么意义？？', '机器人跑马拉松的意义是什么？']"
84,35,84_吓人_吓死人_大半夜_吓死,"['吓人', '吓死人', '大半夜', '吓死', '半夜', '恐怖', '晚上', '夜里', '怕不怕', '遇到']","['这大晚上的跑出来吓人的吗[笑哭了R][笑哭了R][笑哭了R]', '大晚上的，瘆人', '半夜遇到这玩意儿能吓死我']"
85,34,85_跳舞_跳街舞_街舞_跳水,"['跳舞', '跳街舞', '街舞', '跳水', '伴舞', '哈哈哈哈', '哈哈哈', '还有', '搭讪', '跟着']","['可是 084 会跳舞，给我迷坏了[哭惹R]', '084那个[笑哭R][笑哭R]我看到他跟路人搭讪，还跳舞[笑哭R][笑哭R]', '084半路跳街舞']"
86,34,86_站不稳_站不住_头重脚轻_不稳,"['站不稳', '站不住', '头重脚轻', '不稳', '脚掌', '这脚', '重太多', '太小', '太细', '小脚']","['脚掌设计不行', '不能把脚丫子做大点吗？重心不稳啊', '脚丫子是不是太硬了，做个稍微软点的底呢，而且太小了吧，感觉头重脚轻']"
87,33,87_宇树_看宇树_这比宇树_那宇树,"['宇树', '看宇树', '这比宇树', '那宇树', '宇树家', '第二个', '几个', '还有', '怎么样', '树上']","['还。。。。是。。。。来搞笑的多。有几个宇树？', '宇树姿势太漂亮', '宇树是干嘛来的[笑哭R]']"
88,32,88_外国人_外国_老外_国外,"['外国人', '外国', '老外', '国外', '看看', '丢人', '看到', '西方人', '在外', '啥样']","['给外国人看看去。他们不是一直很有优越感么。[偷笑R]', '让外国人看喜剧片吗[失望R]', '能不能发给外国人看看哦']"
89,32,89_机器人_评论_本人_严肃,"['机器人', '评论', '本人', '严肃', '本文', '机器', '之前', '支持', '做好', '将来']","['本人将严肃的在此评论，并在机器人统治地球之后当做投名状。', '本人将严肃的在此评论，并在机器人统治地球之后当做投名状', '本人将严肃地在此评论，并在机器人统治地球之后当做投名状']"
90,32,90_救护车_机器人_救人_有人,"['救护车', '机器人', '救人', '有人', '救援', '急救', '抢救', '无人驾驶', '拯救', '病人']","['以后能不能搞一辆机器人开、机器人修的救护车', '机器人救护车，我还以为是机器人抢救人[笑哭R]', '不是，这对吗？[微笑R]救护车连机器人也可以救吗[笑哭R]']"
91,31,91_过热_电机_电动机_发热,"['过热', '电机', '电动机', '发热', '没电', '散热', '降温', '高温', '冷却', '温度']","['电机过热', '电机过热了', '电机过热了[笑哭R]']"
92,31,92_机器人_跟着_追着_追上来,"['机器人', '跟着', '追着', '追上来', '前面', '后面', '跑下来', '飞快', '跟车', '路过']","['机器人前面跑。你们跟着后面跑[扶额R]', '机器人在前面跑，人在后面追[笑哭R]', '机器人在前面跑，后面拿着遥控追[偷笑R]']"
93,30,93_好快_进步_太快_太棒了,"['好快', '进步', '太快', '太棒了', '很快', '好笑', '神速', '很大', '明显', '非常']","['进步太快了', '这进步太快了[赞R]', '假肢在进步了']"
94,30,94_润滑油_润滑剂_润滑_润滑液,"['润滑油', '润滑剂', '润滑', '润滑液', '关节', '磨损', '有点', '喷雾', '涂点', '是不是']","['我以为是关节润滑油', '关节是在喷润滑油吗？', '关节润滑油']"
