topic_id,sample_rank,sample_source,comment_id,帖子id,comment_level,like_count,reply_count,robot_status,human_role,content
2,9,random,69e45a7f0000000014018820,69e43b14000000001a02e095,1,0.0,0.0,弱势,服务者,我以为是机器人首先解决的是辅助人类的行为 结果它们真是机器人....还跑上马拉松了[笑哭R]
2,10,random,69e57f66000000001401d421,69e481e8000000002003ad94,2,6.0,,强势,服务者,"之前做过这方面的相关研究，你这个问题是别人最常问的。一个最直接了当的回答就是：跑步看似很简单，实际上这个跑步的动作包含了非常强大的算力、算法精简度、还有硬件的支撑，这一些都为将来机器人越来越强打下基础。
而跑步就是一个很简单的体现方式，看似对人类来讲是简单的动作，但是各种扭距的极限，角度，还有平衡的保持，速度的提升都需要非常强大的算力支持。短短几年内国内的人型机器人就发展的这么快，真的很厉害了"
3,1,top_like,69e46025000000001401dc38,69e4426b000000001d01c7ed,2,2132.0,,混合,观众,这是人形机器人，你说的那种是另一种机器人。
3,2,top_like,69e492de000000001401d809,69e481e8000000002003ad94,2,907.0,,强势,服务者,因为人形可以和人本身结合起来，他可以用人的装备，人的武器，人也可以用他们的
3,3,top_like,69eeedd900000000270177bf,69e48b0b000000001a02578c,2,307.0,,失败,服务者,我也觉得。每次有人问，都一大堆人说是为了适配人类社会的设施，但我寻思守望先锋奥丽莎这种设计也行啊
3,4,cross_post,69e6e48a000000001401ac18,69e42cc100000000220001ad,2,168.0,,弱势,观众,"人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。

同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。
所以，人形态是最好的选择。"
3,5,cross_post,69e49974000000001401c404,69e48341000000001a02d0c4,2,80.0,,强势,观众,还有问为啥要做成人形的
3,6,cross_post,69db09350000000035018759,69da7e87000000001a03484e,1,77.0,76.0,强势,观众,我也觉得人行机器人的用途在哪？没必要完全做成人的模样吧 要说让他跑 做成轮子更快 更节约成本啊
3,7,cross_post,69e032c6000000003500aec3,69df625d0000000021005c63,2,69.0,,失败,观众,因为叫机器人啊，做成狗的叫机器狗，做成蜘蛛的叫机器蜘蛛。。这就是中文基本的表达方法。。又不像英文出现个啥就创造一个单词出来。。。。
3,8,random,69e2f7910000000014019800,69da7e87000000001a03484e,2,0.0,,强势,观众,人是万物之灵。妖也要化人形。机器人也要做人形。
3,9,random,69e4a53f000000001401cc2d,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,人形电动车
3,10,random,69e565fa000000001401c810,69e4426b000000001d01c7ed,2,0.0,,混合,观众,那肯定是人形机器人更具功能性啊
4,1,top_like,69e44e85000000001401a404,69e447d2000000001d01aa01,1,1848.0,53.0,强势,服务者,三公里就得换一个程序员
4,2,top_like,69e7a7150000000014019809,69e2583b00000000230211ea,1,1030.0,45.0,失败,抢救者,只有我心疼这个机器的报废了吗，程序员不心碎了吗
4,3,top_like,69e450ed000000001401e814,69e447d2000000001d01aa01,2,903.0,,强势,服务者,这是一个梗 程序和程序员有一个能跑就行[偷笑R]
4,4,cross_post,69e6ce48000000001401900c,69e634590000000022003bb5,2,474.0,,常态,观众,语音控制电瓶车上的程序员吧[偷笑R]
4,5,cross_post,69e43d72000000001401a41d,69e429b4000000001b00037a,2,114.0,,常态,观众,触发底层代码了[笑哭R]
4,6,cross_post,69e4a89d000000001401cc35,69e481e8000000002003ad94,2,109.0,,强势,服务者,可是，程序员也在跑着呐[偷笑R]
4,7,cross_post,69dafb65000000001500583a,69da7e87000000001a03484e,1,80.0,6.0,强势,观众,今年不用选体能好的程序员跟跑了，因为体能再好都跟不上了
4,8,random,69e46f23000000001401d420,69e447d2000000001d01aa01,1,0.0,0.0,强势,服务者,今天这大风，也真难为程序员们了[笑哭R]
4,9,random,69db13910000000035014603,69da7e87000000001a03484e,2,4.0,,强势,观众,比技术员懂的人出现了[偷笑R]
4,10,random,69e64a9b000000001401bc20,69e481e8000000002003ad94,2,0.0,,强势,服务者,[偷笑R]跟着跑的程序员听得懂
5,1,top_like,69e71e44000000001401a023,69e481e8000000002003ad94,2,290.0,,强势,服务者,打仗时候可以绑炸弹冲在前面，火场救援，灾区救援
5,2,top_like,69e493050000000014019008,69e481e8000000002003ad94,2,217.0,,强势,服务者,为巷战、为丛林战做准备。
5,3,top_like,69e51334000000001401cc07,69e4c771000000002102c3fc,1,169.0,0.0,常态,服务者,好好练，将来分担抢险救灾的工作💪
5,4,cross_post,69e4c0ce000000001401980e,69e4551e000000001f005895,1,93.0,7.0,强势,被超越者,这玩意加个强化外壳，装上遥控炸药，想拦住不太容易呀[笑哭R]
5,5,cross_post,69db0fce0000000015005918,69da7e87000000001a03484e,1,91.0,34.0,强势,观众,可以用于灾害救援啊这个
5,6,cross_post,69e960b4000000001401cc08,69e46032000000001f002048,2,76.0,,常态,保护者,现在距离派往光州已经就差一秒六棍了
5,7,cross_post,69e5d522000000001401e428,69e44278000000001a0217bb,2,25.0,,强势,被超越者,白活这么大了 导弹都接不住
5,8,random,69db58620000000015003e3e,69da7e87000000001a03484e,2,0.0,,强势,观众,只有空战，就没陆地战是吧
5,9,random,69e49bb10000000014018824,69e481e8000000002003ad94,2,2.0,,强势,服务者,复杂地形，复杂场景，搜救，你家烧起来了，他进去给你扛出来，他不得跑啊
5,10,random,69e75ee5000000001401e427,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,[doge]应该那把枪做冲锋状态[doge]
6,1,top_like,69e4a2e5000000001401b816,69e48d54000000002102e178,1,4072.0,41.0,弱势,保护者,他是怕摔下来，公司要他赔
6,2,top_like,69e30be4000000001401e836,69e2583b00000000230211ea,1,774.0,12.0,失败,抢救者,粉碎性骨折[doge]
6,3,top_like,69e455db000000001401a420,69e44171000000001a026b25,2,707.0,,混合,观众,它倒地都是很温柔的找好角度倒的 不像别个直接一个雷霆大摔 摔的七零八落担架抬走[笑哭R]
6,4,cross_post,69e523c1000000001401e401,69e46730000000001d0199c8,2,522.0,,强势,观众,还摔了一跤呢，担架都上来了，但是没用上，扶起来起来又跑了[笑哭R]
6,5,cross_post,69dad46b000000003501bc1d,69da7e87000000001a03484e,2,164.0,,强势,观众,大不了换零件[doge]
6,6,cross_post,69e492270000000014018c16,69db34bb000000001a0348ae,2,88.0,,失败,抢救者,粉碎性骨折啊这是
6,7,cross_post,69e42cb3000000001401c41a,69e41e24000000001a025f1a,1,79.0,11.0,失败,观众,啥东西，碎一地[doge]
6,8,random,69e6e215000000001401dc11,69e47f8f000000001f007203,1,0.0,0.0,混合,观众,像喝了假酒的好怕它突然打人[捂脸R]
6,9,random,69e30c4c0000000014019424,69da7e87000000001a03484e,2,0.0,,强势,观众,我不行了真怕他一屁股坐地上了。
6,10,random,69e848f6000000001401c81c,69e44171000000001a026b25,1,0.0,0.0,混合,观众,嘎巴一下死了 嘎巴一下活了
7,1,top_like,69e4f103000000001401e018,69e4c771000000002102c3fc,1,545.0,0.0,常态,服务者,时隔一年进步就这么大，为祖国骄傲
7,2,top_like,69e5f0f90000000014019420,69e45dbe000000001f00434f,1,251.0,6.0,强势,观众,去年都还在连滚带爬，今年已经从从容容了[彩虹R][彩虹R][赞R][赞R]
7,3,top_like,69e4a2d0000000001401ac06,69e48d54000000002102e178,1,74.0,2.0,弱势,保护者,相信他们会把它们“养”好的，感觉今年脚底下利索点了
7,4,cross_post,69dafb8f0000000016014fbc,69da7e87000000001a03484e,1,69.0,31.0,强势,观众,比起昨年，肉眼可见的进步
7,5,cross_post,69df9d44000000000d034c6c,69df625d0000000021005c63,1,46.0,8.0,失败,观众,能笑就笑吧，明年就没得笑了。[笑哭R]
7,6,cross_post,69e7265b000000001401e41a,69e634590000000022003bb5,2,44.0,,常态,观众,今年有40%的自住跑哦，每一年都有很大进步的，你可以去看看去年的
7,7,cross_post,69e455ce000000001401ac24,69e447d2000000001d01aa01,1,40.0,1.0,强势,服务者,一派勃勃生机，万物竞发的景象就在眼前[偷笑R]
7,8,random,69db2d970000000035021838,69da7e87000000001a03484e,1,4.0,0.0,强势,观众,进步巨大，去年还得有人跟着一起跑呢
7,9,random,69daf54e00000000010072c1,69da7e87000000001a03484e,1,1.0,0.0,强势,观众,比去年强多了，话说这个马拉松比赛跑多远啊
7,10,random,69dab964000000001500a189,69da7e87000000001a03484e,1,3.0,0.0,强势,观众,去年到今年进步就这么大，明年屁股下是不是要装助推器了[笑哭R]
8,1,top_like,69e2fc2d000000001401b82a,69e2583b00000000230211ea,1,6166.0,158.0,失败,抢救者,能不能做成四个轮子的，加一种液体就可以跑起来的那种！
8,2,top_like,69e490ae000000001401d42a,69e481e8000000002003ad94,1,4733.0,1334.0,强势,服务者,比跑步干嘛非要人形，轮子不是更快[笑哭R]
8,3,top_like,69ecb9a7000000002803354c,69e48b0b000000001a02578c,1,1201.0,34.0,失败,服务者,为什么非要学人用两条腿走，腿也没那么好使，走路累死了，所以人们都骑电动[失望R]
8,4,cross_post,69e43a95000000001401c805,69da7e87000000001a03484e,2,48.0,,强势,观众,科技发展啊，双腿更容易应对复杂地形啊。
8,5,cross_post,69e46204000000001401e043,69e4426b000000001d01c7ed,2,34.0,,混合,观众,人类生活环境有不少阶梯和上下坡，四轮的可走不了这些路[doge]
8,6,cross_post,69e63321000000001401bc3a,69e447d2000000001d01aa01,2,19.0,,强势,服务者,轮上不了楼爬不了山，用处不一样
8,7,cross_post,69e49edc000000001401c032,69e48341000000001a02d0c4,2,15.0,,强势,观众,如果四轮的行，我觉得螺旋桨的也行
8,8,random,69eb0a9c000000001401c043,69e6f2bc0000000023005345,2,0.0,,弱势,观众,下次记得给孩子整个风火轮[偷笑R]
8,9,random,69e72fcb000000001401b027,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,为什么一定要两腿，。四腿不是更稳定，速度更快，载重量更大
8,10,random,69e6cd0c000000001401b002,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,就不能给这玩意儿加上轮子吗？想跑多快跑多快？为啥非要用人的形态？
9,1,top_like,69da9a3500000000010073ef,69da7e87000000001a03484e,1,1046.0,36.0,强势,观众,我就知道是因为你小子使劲儿跑步呢[生气R][生气R]
9,2,top_like,69e4d3db000000001401b839,69e46730000000001d0199c8,1,254.0,8.0,强势,观众,这个最像人跑步👍
9,3,top_like,69e6ce01000000001401a012,69e634590000000022003bb5,2,193.0,,常态,观众,就跟人跑到最后的状态好相似
9,4,cross_post,69e59530000000001401d424,69e47f8f000000001f007203,1,156.0,2.0,混合,观众,哇塞，这个跑步的姿势很矫健呐[赞R]
9,5,cross_post,69e45de8000000001401d809,69e43a5a000000001d01dcc7,1,68.0,2.0,常态,观众,虽然跑得慢，但架不住戏挺多的[笑哭R][笑哭R]
9,6,cross_post,69dfa178000000003502fb9b,69df625d0000000021005c63,2,43.0,,失败,观众,这个视频负责搞笑的，正常跑的没笑点[偷笑R]
9,7,cross_post,69e5a398000000001401dc26,69e481e8000000002003ad94,2,28.0,,强势,服务者,幼儿跑步的时候，也一样一个台阶就废
9,8,random,69e49ca2000000001401ac11,69e481e8000000002003ad94,2,0.0,,强势,服务者,没有没有的事， 咱家和就是个跑步的 图个喜庆[偷笑R]
9,9,random,69e62c58000000001401a01b,69e47f8f000000001f007203,1,1.0,0.0,混合,观众,有种在看狗跑步的感觉
9,10,random,69e9c882000000001401a00d,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,我小时候也是这样跑
10,1,top_like,69dfd9310000000035019b9d,69df625d0000000021005c63,2,310.0,,失败,观众,哈哈哈[玫瑰R][玫瑰R][玫瑰R]笑死我了[玫瑰R][玫瑰R][玫瑰R][玫瑰R]继续努力吧[玫瑰R][玫瑰R][玫瑰R]
10,2,top_like,69e7381a0000000014019418,69e6f2bc0000000023005345,2,192.0,,弱势,观众,已经有网友给配上了，哈哈[偷笑R]
10,3,top_like,69e63bbc000000001401982e,69e59e520000000022027a90,1,77.0,3.0,弱势,观众,休息的时候好好笑
10,4,cross_post,69e467a2000000002b0001fa,69e4426b000000001d01c7ed,2,74.0,,混合,观众,哈哈哈哈 真的很好笑
10,5,cross_post,69e4e06a000000001401941b,69e46730000000001d0199c8,2,73.0,,强势,观众,哎呀我也觉得好好笑，淡淡地说出很疯的话的感觉哈哈哈哈哈
10,6,cross_post,69e49389000000001401902b,69db34bb000000001a0348ae,2,35.0,,失败,抢救者,嘎嘣一下享福去了[完啦R][完啦R]
10,7,cross_post,69e9a557000000001401c00c,69e46032000000001f002048,2,20.0,,常态,保护者,你的个性签名也太好笑了哈哈哈哈
10,8,random,69e502c2000000001401c802,69e4426b000000001d01c7ed,2,0.0,,混合,观众,一转到这里，我就笑了哈哈哈哈哈哈
10,9,random,69e84b400000000014019419,69e47f8f000000001f007203,1,0.0,0.0,混合,观众,状况百出[笑哭R][笑哭R]
10,10,random,69e8abc2000000001401d809,69e59e520000000022027a90,1,0.0,0.0,弱势,观众,笑的拍桌子！！！！真的拍桌子！！！！
11,1,top_like,69e7170a000000001401b807,69e6f2bc0000000023005345,1,2088.0,19.0,弱势,观众,名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[捂脸R]
11,2,top_like,69e44434000000001401e816,69e429b4000000001b00037a,1,263.0,9.0,常态,观众,哈哈哈，白天比赛把丝巾当领巾规矩佩戴，晚上演出再挂腰上秒变酷guy[得意]
11,3,top_like,69e55d9a0000000014018807,69e47f8f000000001f007203,2,247.0,,混合,观众,我以为它是这场比赛的吉祥物，原来也是参赛选手啊[笑哭R]
11,4,cross_post,69e609f6000000001401c824,69e59e520000000022027a90,2,244.0,,弱势,观众,能参赛都很棒，但是，太好笑了[捂脸R]
11,5,cross_post,69e4c202000000001401e839,69e48d54000000002102e178,1,238.0,1.0,弱势,保护者,这个就跟送自家孩子参加比赛一样 失败了就下次努力
11,6,cross_post,69e47fd3000000001401c42c,69e41e24000000001a025f1a,2,183.0,,失败,观众,停下看的一般都不在乎成绩吧[笑哭R]
11,7,cross_post,69e5bb51000000001401b817,69e481e8000000002003ad94,2,84.0,,强势,服务者,这个比赛有自主组，也有非自主组[汗颜R]
11,8,random,69e57b1b000000001401dc18,69e47f8f000000001f007203,1,0.0,0.0,混合,观众,能举办这种比赛[点赞R]不愧为世界第一[点赞R]
11,9,random,69e45958000000001401a81f,69e429b4000000001b00037a,1,0.0,0.0,常态,观众,别总喊他了。影响比赛。哈哈哈哈[偷笑R]
11,10,random,69e7758f000000001401dc15,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,围场学学红牛吧，都赖你们他的成绩又不行了[笑哭R]
12,1,top_like,69e595f5000000001401b01d,69e481e8000000002003ad94,2,154.0,,强势,服务者,冰块，降温散热用的。
12,2,top_like,69e438c3000000001401e427,69e41e24000000001a025f1a,2,110.0,,失败,观众,背后加入冷却冰块，后面车上人有冰桶，过一阵就往里面倒，挺好玩的
12,3,top_like,69e59e15000000001401a008,69e481e8000000002003ad94,2,69.0,,强势,服务者,干冰，这个桶可太熟悉了[笑哭R]
12,4,cross_post,69ea3dc1000000001401c433,69e48b0b000000001a02578c,1,38.0,17.0,失败,服务者,这天气需要背着这玩意降温的话，说明内部设计完全不合理
12,5,cross_post,69e97aed0000000014019002,69e46032000000001f002048,1,7.0,0.0,常态,保护者,冰箱：啧啧啧啧啧
12,6,cross_post,69e36e9f000000001401dc22,69df625d0000000021005c63,2,3.0,,失败,观众,到哪都有你们这号人，我说冰箱不好用你就说不好用你自己去造一个[doge][doge][赞R][赞R]
12,7,cross_post,69e4964d000000001401901d,69e43b14000000001a02e095,1,1.0,0.0,弱势,服务者,有个货背后背了一袋子冰块！
12,8,random,69e78f19000000001401c83a,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,碎冰🧊降温？
12,9,random,69e616e4000000001401dc24,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,哈哈哈，加冰降温
12,10,random,69e684fa000000001401bc07,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,冰冻唧唧
13,1,top_like,69e48d160000000014018c1b,69e4551e000000001f005895,1,2825.0,153.0,强势,被超越者,这玩意只要有电，能跑死你们人类
13,2,top_like,69e45839000000001401e003,69e447d2000000001d01aa01,2,338.0,,强势,服务者,不知道是不是一回事。最后结果是追上断电了。
13,3,top_like,69e57975000000001401bc13,69e481e8000000002003ad94,2,49.0,,强势,服务者,估计是电压不足
13,4,cross_post,69eb618f0000000029027c14,69e47f8f000000001f007203,1,34.0,0.0,混合,观众,青海湖电池也是用在闪电身上了
13,5,cross_post,69e7a388000000001401e40c,69e6f2bc0000000023005345,2,33.0,,弱势,观众,不是摔了，是没电蹲下来，家长过来换电池，宇树在后面鼓掌[doge]
13,6,cross_post,69eb54d0000000002803e2d9,69e463df000000001b003017,1,33.0,1.0,强势,服务者,你们说闪电和win会不会电池是一样的[旺柴]
13,7,cross_post,69db14d600000000350128b6,69da7e87000000001a03484e,2,21.0,,强势,观众,还费电呢，你下次建议他别用电池
13,8,random,69e591e1000000001401bc0a,69e447d2000000001d01aa01,2,1.0,,强势,服务者,自主的失控也得追上去断电啊
13,9,random,69e47381000000001401b025,69e4426b000000001d01c7ed,1,0.0,0.0,混合,观众,大的像不像，被追断电那个[捂脸R][捂脸R]
13,10,random,69e55856000000001401d400,69e42cc100000000220001ad,1,14.0,2.0,弱势,观众,笑死我了，这个小的没电了待机了大的过来看了一会鼓掌了[捂脸R]
14,1,top_like,69e4da4a000000001401a005,69e4b08d000000001d01c1bc,2,2577.0,,混合,观众,这个是纯展示技术呀
14,2,top_like,69e4e83d000000001401e024,69e47f8f000000001f007203,2,877.0,,混合,观众,技术就在无聊中诞生
14,3,top_like,69dc8e9100000000020296bb,69db34bb000000001a0348ae,1,264.0,1.0,失败,抢救者,科技服务不了人，还是人在服务科技[捂脸R]
14,4,cross_post,69e43b18000000001401a01e,69e40352000000002102fc75,2,161.0,,常态,服务者,技术的进步不可能一蹴而就
14,5,cross_post,69db194b000000001500437e,69da7e87000000001a03484e,2,40.0,,强势,观众,就是要一点点研发设计呀。谁也没让他们现在就去[笑哭R]
14,6,cross_post,69e5f953000000001401bc27,69e481e8000000002003ad94,2,30.0,,强势,服务者,比卫浴门帘柜有科技含量点
14,7,cross_post,69e49ce6000000001401b002,69e4551e000000001f005895,1,24.0,1.0,强势,被超越者,为科技进步自豪[赞R]
14,8,random,69db82ac000000000d035048,69da7e87000000001a03484e,1,0.0,0.0,强势,观众,有意义吗？当然是有的，技术的进步和突破带来的收益不是短时间能看到的。就像阿波罗11登月，当时也可以问有意义吗？从现在看，这个计划的副产品，像碳纤维、先进的导航技术，都极大的改变了后来的世界。
14,9,random,69e55ae1000000001401cc08,69e481e8000000002003ad94,2,0.0,,强势,服务者,人类第一台计算机那体积那维护，再看看现在，燕雀焉知鸿鹄之志[失望R]
14,10,random,69e6f915000000001401b822,69e481e8000000002003ad94,1,0.0,0.0,强势,服务者,科技的发展历程都是这样的，不要一开始不行就在哪里贬低
15,1,top_like,69dc73fa00000000350236af,69db34bb000000001a0348ae,1,2706.0,62.0,失败,抢救者,我还以为是机器人医生来救人[笑哭R]
15,2,top_like,69e56015000000001401d802,69e47f8f000000001f007203,2,1060.0,,混合,观众,救人的 旁边在进行人类马拉松[大笑R]
15,3,top_like,69dca1ed000000001500405a,69db34bb000000001a0348ae,1,384.0,10.0,失败,抢救者,机器人抢救团队—爱回收
15,4,cross_post,69daf95800000000020358f1,69da7e87000000001a03484e,2,228.0,,强势,观众,外骨骼机器人让你自己跑去医院途中顺便给你心肺复苏[doge]
15,5,cross_post,69e7062c000000001401901c,69e59e520000000022027a90,2,9.0,,弱势,观众,速度快关键时刻可以救乱穿马路的小盆友
15,6,cross_post,69e43dd5000000001401a41b,69e2583b00000000230211ea,2,6.0,,失败,抢救者,别急，一会医生拿着药箱就出来了
15,7,cross_post,69e77d20000000001401e41c,69e634590000000022003bb5,1,4.0,0.0,常态,观众,莫名的喜感[捂脸R]机器人救护车 机器人坐车车[大笑R]太可爱啦
15,8,random,69e57254000000001401a40b,69e47f8f000000001f007203,1,0.0,0.0,混合,观众,不是最后120路过也太搞笑了哈哈哈哈
15,9,random,69daf17400000000150002d0,69da7e87000000001a03484e,2,12.0,,强势,观众,背着跑比坐救护车更体面是吗[黑薯问号R]
15,10,random,69e4ca30000000001401dc24,69db34bb000000001a0348ae,2,1.0,,失败,抢救者,一边摊煎饼一边救机器人[偷笑R]
16,1,top_like,69e4ea66000000001401882f,69e47f8f000000001f007203,2,2636.0,,混合,观众,我看着挺有意思的，这性感的金属小腿儿，跑的挺带劲儿
16,2,top_like,69e4d76f000000001401c81e,69e47f8f000000001f007203,1,573.0,14.0,混合,观众,这个步态太像真人
16,3,top_like,69e4e324000000001401b024,69e45dbe000000001f00434f,2,365.0,,强势,观众,轻松优雅最像人类
16,4,cross_post,69e7301f000000001401e82a,69e6f2bc0000000023005345,2,27.0,,弱势,观众,好惨哈哈哈哈哈哈欺负腿短
16,5,cross_post,69e48616000000001401cc00,69e48341000000001a02d0c4,1,22.0,7.0,强势,观众,那俩小的长两个角是为了凑身高的吧
16,6,cross_post,69e4690c000000001401c00d,69e44171000000001a026b25,2,12.0,,混合,观众,哈哈哈哈哈，难道也是……梨形身材[偷笑R]
16,7,cross_post,69e5121c000000001401bc0a,69e42cc100000000220001ad,1,11.0,2.0,弱势,观众,欺负小孩，孩子输在了腿短哈哈哈哈哈哈
16,8,random,69e444ec000000002b024f46,69e42cc100000000220001ad,1,0.0,0.0,弱势,观众,这俩小短腿，也是幸苦孩子了！[笑哭R]
16,9,random,69ecdfec000000002702b74c,69e47f8f000000001f007203,1,0.0,0.0,混合,观众,优雅永不过时
16,10,random,69e6126c000000001401c422,69e47f8f000000001f007203,1,5.0,0.0,混合,观众,这个最像人体动态
17,1,top_like,69e464590000000014019403,69e447d2000000001d01aa01,2,590.0,,强势,服务者,就是一个象征，能跑马拉松就能追到在嫌疑人[大笑R]真要追问意义，人跑马拉松也没意义，不如田里耕地[大笑R]
17,2,top_like,69e0264c0000000035009c8f,69df625d0000000021005c63,2,201.0,,失败,观众,你蹲着跑马拉松看看裁判会罚你吗？
17,3,top_like,69e58ccb0000000014019002,69e44171000000001a026b25,1,94.0,19.0,混合,观众,搞什么跑步比赛啊，搞居家服务比赛啊
17,4,cross_post,69e49ff80000000014019402,69e481e8000000002003ad94,2,63.0,,强势,服务者,人类跑还有补能补水呢。历史上第一个没有补给跑完全马的人，跑完就嘎了
17,5,cross_post,69e47fd5000000001401e412,69e429b4000000001b00037a,2,33.0,,常态,观众,这个型号不是为跑步项目开发的，拿不到名次可能也跑不完比赛，所以跑不跑无所谓[doge][doge][doge]
17,6,cross_post,69e4dafe0000000014018811,69e4b08d000000001d01c1bc,2,21.0,,混合,观众,马拉松的意义时间纪念那个叫马拉松的人。锻炼身体和耐力不一定，锻炼精神可以。
